"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"Clec2g",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.41982366941554,5.8714991157142,5.8714991157142,5.8714991157142,6.12935193162104
"Clec2h",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.13574878291634,6.29133115970725,6.39266393033071,6.30476381792995,5.8714991157142,6.20409192532641
"Clec2i",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.21626638985438,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142
"Clec2l",7.53837636551958,7.95671589036794,7.88267483373147,7.89700509568244,7.72275889584977,8.03772075787515,7.81351826049106,7.06070618360097,7.56169843156225,7.80170261788286,7.94304019135285,7.46288534513953
"Clec3b",6.13563366422494,5.8714991157142,5.8714991157142,6.37607034507079,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.02050250303902
"Clec4a1",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.21759457693144,5.8714991157142,5.8714991157142
"Clec4a2",6.30183455629995,5.8714991157142,6.34842684792582,5.8714991157142,6.05609405981586,6.21626638985438,6.05848225421832,6.14689619562984,6.42993712473156,6.3767605706774,5.8714991157142,6.26468231858863
"Clec4a3",6.13563366422494,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.22214743179037,6.16420278615176,5.8714991157142,5.8714991157142
"Clec4g",5.8714991157142,6.73295367629313,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142
"Clec5a",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.53174292999677,6.3579273508265,6.13574878291634,5.8714991157142,6.22214743179037,6.13339075651678,6.11083729075916,5.8714991157142
"Clec7a",5.8714991157142,5.8714991157142,6.14768706671911,6.2291892061374,5.8714991157142,5.8714991157142,5.8714991157142,6.03066048792372,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142
"Clec9a",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.08212828101941
"Clgn",6.9071337424383,6.99917462710123,6.69029523969881,7.2116694834612,6.47963658257261,6.21626638985438,7.14003588259961,6.79760507411561,6.90386741683263,6.87525531581685,7.00377989750174,6.86291523541091
"Clhc1",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.08212828101941
"Clic1",6.30183455629995,6.30699851990492,6.14768706671911,7.05419726733372,6.64587400565253,6.59693575240062,6.13574878291634,6.39673981962782,6.64809380116737,6.79221901010216,6.28510265640539,6.42584995917562
"Clic3",6.13563366422494,5.8714991157142,6.34842684792582,5.8714991157142,6.23993883949008,6.17025322561804,6.45913499463188,6.5766123993566,6.4417954747654,6.09838159864917,6.04083368100661,6.36351920098452
"Clic4",7.41950521351088,8.19750329650715,7.18116949297438,8.27811660914534,8.03560212882948,8.63748067216047,7.79302815414953,8.32031021843315,8.62699228015027,7.39964474413522,7.97769601589448,7.58288696787998
"Clic5",6.53138452223446,7.07293997536656,5.8714991157142,6.2291892061374,6.32213682178546,6.92690593229208,6.58877819516267,5.8714991157142,6.62234896925823,6.00257971191783,6.37720153293505,6.02050250303902
"Clic6",5.8714991157142,5.8714991157142,6.14768706671911,5.8714991157142,6.19079303942823,5.8714991157142,5.8714991157142,5.8714991157142,5.9886376170304,6.0568114210817,5.8714991157142,6.08212828101941
"Clint1",7.85058554742504,7.7013657813165,7.95091883748764,8.0608852794799,7.73687887134911,7.72012689840592,7.80672525492678,7.7957956848478,7.24453369090064,7.81506498225165,7.94304019135285,7.8223246645413
"Clip1",9.01264442666421,8.59909012532525,8.79810190380224,8.26057126864567,8.66601536565617,8.7679669767776,8.95198160820482,8.90516138596664,8.73504472380106,8.79937778321267,8.72767669670169,8.81422654535908
"Clip2",9.13692298103835,9.04961064578076,8.79098563205433,9.07027718918534,9.01790687750491,9.04442193735357,9.05029526636396,9.00197169456471,9.23604026442224,9.06822768068721,8.97828671627636,9.14003803910362
"Clip3",10.4962439008474,10.2860690503471,10.2558245025222,10.3771352769574,10.3536567888841,10.2981738296349,10.5521397414736,10.3362723893303,10.1608846902011,10.0542748972354,10.3787365033538,10.4143833844425
"Clip4",7.89366853276172,8.0826201663765,7.83990664711296,7.74887959489525,7.70847586280423,7.73251733614056,7.98442756052429,8.24495381835604,8.00830568018701,7.68563883192539,8.09443088189024,7.92875590696722
"Clk1",7.93944033962867,8.84245199768448,7.89661751877819,8.05057991097913,8.02444739432314,8.3477259654111,8.44518457827782,8.37258442847464,7.78727755273625,8.04550865541525,8.25811457459425,8.02339365113118
"Clk2",7.26539275210769,7.43025080350288,7.32437675996303,7.31117575880262,7.14856524363648,6.98950015271431,7.17591065555295,7.44693762654868,7.25313413676698,7.00740136414606,7.17185539877782,7.54064956991029
"Clk3",7.33504292802298,7.74117919268015,7.91040978261601,7.62494188891779,7.62680083365792,7.75087389173968,7.55028594310724,7.0016777258954,7.47719049744394,7.47682524219681,7.69441312738812,7.70607346811909
"Clk4",7.87660984823978,7.7013657813165,7.36821169102283,7.19060209277334,7.31163639114791,8.09468443316829,8.04804300112914,7.73982141039905,7.47015873194745,7.73620883070314,8.00668006742838,7.61361356682647
"Clmn",8.53226073152333,8.22473558540633,8.02831519016099,8.69517621093183,8.8935078499601,8.28478569586864,8.69037210977799,8.95229608682464,8.99785404431224,8.77039304765908,8.12533671434341,8.41009367249596
"Clmp",8.04535671884037,7.37826164007414,8.33932351036763,7.78757656032205,7.69402543946543,7.45688199678057,7.59155980996166,7.6022907424467,7.98063149527383,7.68563883192539,7.45891091815566,7.65340210584256
"Cln3",6.91742136530668,6.99917462710123,6.9196030495073,6.70103236680679,6.32213682178546,6.67167928784357,6.56492170800354,6.37254495461122,7.15913606697613,7.07347015240718,6.81314588975361,6.59420774544285
"Cln5",6.59623204353364,6.48509415113804,6.9196030495073,6.70103236680679,6.55621678657737,6.97731636113423,6.54014770739072,6.22667762090384,6.77906296396822,6.55883215186653,6.86815268487187,6.59420774544285
"Cln6",6.6114897577608,6.48509415113804,6.73334387056803,6.77112443620831,7.19457104832109,6.84552118329727,6.13574878291634,6.34706929103923,6.53863350982265,6.77456323042568,6.58310172462151,6.72807951467346
"Cln8",7.45646343619926,7.32375148460184,6.88547906104643,7.12470090819362,7.136734893882,7.53198546412813,7.01023458963584,7.2274276191781,7.49803427351749,7.29639224121719,7.30782157813459,7.19124485356827
"Clnk",5.8714991157142,6.48509415113804,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.27606338679422,5.8714991157142,5.8714991157142,6.12935193162104
"Clns1a",7.82848321748414,8.02118814493184,7.56518569324702,7.81272578108939,7.60353931023228,7.82171482076949,7.65478353467681,7.53644241535933,7.53196953127494,7.79833972472091,8.18506287037702,7.81804747047268
"Clock",8.30452990690301,7.77975547190752,8.05312374542574,8.09132426475658,7.81839567409327,7.76896354665539,7.7510144396217,8.2967880699394,8.23800788246929,7.8413722946714,7.65717783858954,8.01239504617724
"Clp1",6.6114897577608,5.8714991157142,5.8714991157142,5.8714991157142,6.32213682178546,6.41470764204178,6.63408131806947,6.41982366941554,6.57716491371969,6.65928178495198,6.16445996696577,6.72807951467346
"Clpb",7.74076363436271,7.77975547190752,7.92405517014836,8.07111023276615,7.74387901689955,7.32544574376375,7.44490222628209,7.57280956093766,7.53864075097958,8.0117480674346,7.92789773671648,7.86844334046685
"Clpp",7.20624325603267,7.61764050723437,7.63558585777056,7.74887959489525,7.52256429854256,8.17138575756637,7.33900314658454,7.48614106922126,7.13544436591224,7.15911543646861,7.56557680992958,7.50795243312299
"Clptm1",8.87425748490892,8.84245199768448,8.86733654765992,8.61586439373691,8.97393606763658,8.85837665520126,8.86185653692191,8.77986900880433,8.78349985066055,8.97861185030763,8.9876211261946,9.12215182331936
"Clptm1l",8.28265594773156,8.11229034597995,8.42570557510417,7.94277724601025,8.04114395764358,8.35156397855781,8.22226921505423,7.99781504200416,8.24946329121148,8.3067525189465,8.61994216451925,8.4073589932595
"Clpx",7.02354159361993,6.99917462710123,7.86857804210833,7.25258419789142,7.01000351739904,7.23460839023017,7.27669800023561,7.57280956093766,7.00773788159714,7.17656561624491,7.10179113886702,7.52985102656675
"Clrn1",6.4392220180607,6.62024200415234,6.34842684792582,6.43491918602389,6.62454492486751,6.44088970689225,6.48739848932738,6.67312551175017,6.74281542876611,6.75650946949886,6.34854825122736,6.26468231858863
"Clrn2",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.13237832662708,5.8714991157142,5.8714991157142,6.37254495461122,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142
"Clrn3",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.20218346759228,5.8714991157142,5.8714991157142,5.8714991157142
"Clspn",5.8714991157142,6.48509415113804,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.32344890622653,5.8714991157142,5.8714991157142,6.02050250303902
"Clstn1",11.6698512647292,11.0934771810759,11.6214170931922,11.0775463319312,11.1486869961714,10.979678297102,11.2555075960963,11.3972496854174,11.1841732350842,11.2334081218056,11.3676529684803,11.7084002479132
"Clstn2",9.67958234498489,8.73540101243448,9.3343384010913,8.8002958136247,8.98505844639894,8.53419374981145,9.02290012507554,9.1245918330165,9.35495933752052,9.38402837557869,9.07333776827468,9.50169682291547
"Clstn3",10.1942709004932,9.54459966859242,9.63486508709118,9.75137366425075,9.81737997104963,9.83428575584512,9.81878978035983,10.2826399706002,10.2833497990313,9.75282213974044,9.76852235541818,10.3590475120714
"Clta",8.81568563383385,9.40184438429115,8.67962623341916,9.09462721722853,8.72396836582313,9.30658884166058,8.72845246682057,8.447401704435,8.29249102097746,8.91699135672623,8.96416771946187,8.6817746075537
"Cltb",8.40600855481029,8.71673013271368,8.60008255675366,8.95783031288479,8.82379975450261,8.93075110245266,8.62202554978324,8.34342924163586,8.54995726572477,8.58062631472897,9.06014582058921,8.6104811355164
"Cltc",10.7262276536412,9.96668392846404,10.4215186001312,10.3633082339597,10.3933968610014,10.3106567601082,10.51274815234,10.6605151891309,10.4122524027226,10.3010084894863,10.2985134670401,10.5680602666444
"Clu",8.96161389950592,9.92726151150143,9.54992326449654,10.1657341479738,9.92568486308553,10.8411037167753,9.02013104404323,9.559390646895,10.6558289359107,9.91691016580757,9.27109307198744,9.38157052833966
"Cluap1",6.86473866614737,6.73295367629313,7.15529507750942,7.02952434868741,6.92503213884283,7.11419845864595,6.93809491264487,6.8351205660179,7.02932824410584,6.90634003933827,7.04856449077785,7.0663182530842
"Cluh",8.67413403142353,8.40130854460723,8.50693131310986,8.5461012162024,8.56866923655837,8.30477203704908,8.70434076062182,8.06003612286487,8.3884204598939,8.38863558238607,8.71642542195851,8.61283928906875
"Clvs1",7.75974915553771,7.74117919268015,6.98420590840172,7.68157649036669,7.63445622062823,7.37654604121921,7.7791798772167,7.7706634262552,7.42704446699286,7.51143661820976,7.78854222135164,7.77001215004221
"Clvs2",7.88942518962124,7.20583365391247,7.12875128117183,7.62494188891779,7.45352268672631,7.81018221836758,7.73668919683678,7.63106639989513,7.50490029243737,7.60956836352601,7.89706630355405,7.80079197055048
"Clybl",7.19861168855187,7.14155280467797,6.26149602139199,6.89538536368019,6.78001692861677,7.04817152943214,7.02401992748037,6.18934013343283,6.771944608634,6.7094617837664,6.85473161747078,6.83121988375065
"Cmah",6.7730265409277,6.48509415113804,6.69029523969881,6.43491918602389,6.79742109517119,7.02513355055466,6.80901411626574,7.15183233756863,7.14498706125081,6.89867124809334,6.63885558043155,6.78700021431337
"Cmas",8.29207407691025,8.49275530915816,7.70212048657498,8.31253490842571,8.3978083292581,8.19312545829653,8.2516308888269,8.30355069176152,7.98296035594433,8.22927149397072,8.77179227877219,8.34861991853547
"Cmbl",6.49625059740183,6.30699851990492,6.26149602139199,6.92383490724748,6.35791744854001,5.8714991157142,6.05848225421832,6.37254495461122,6.90386741683263,6.39315542355439,6.70693605809463,6.38517379182665
"Cmc1",6.49625059740183,6.48509415113804,6.81291230445474,6.70103236680679,6.62454492486751,6.97731636113423,6.45913499463188,6.73093924694629,6.54848729198341,6.52161300394872,6.73877435622556,6.36351920098452
"Cmc2",7.09389299286186,7.07293997536656,6.54297496583732,6.48792481121569,6.42231028940712,6.59693575240062,6.42935924163241,6.48363887943491,6.771944608634,6.59400214022141,6.73877435622556,6.34082640412592
"Cmc4",5.8714991157142,6.62024200415234,6.54297496583732,6.30902253287118,6.57978537085365,6.29325312328079,5.8714991157142,5.8714991157142,6.20218346759228,6.49548086756981,6.28510265640539,6.56402944695782
"Cmip",9.22902255984682,8.35317145199508,9.35360647474143,8.50247773075601,9.2494364854999,8.83968231980445,9.03940111941335,9.17943558588445,9.04988382358456,9.07609858215708,8.96653076854681,9.12378724126416
"Cmklr1",6.45888176905282,5.8714991157142,6.14768706671911,6.53648873137219,6.19079303942823,6.51274396027925,5.8714991157142,5.8714991157142,6.51844369390933,6.42442794395317,5.8714991157142,6.42584995917562
"Cmpk1",7.64636804048362,7.95671589036794,7.73408317223767,8.05057991097913,7.68673605039397,7.21548169882427,7.89866175119056,7.7957956848478,7.60651756743127,7.61739369476479,8.06278177825885,7.42789494313949
"Cmpk2",7.13545151009114,6.83121318356222,7.70212048657498,7.59560027388736,7.36094986869918,7.44126035464246,7.33900314658454,7.4132164825178,6.75019936924571,7.27031350547896,6.95676716387341,7.0238259640472
"Cmss1",6.62641317952817,6.30699851990492,6.98420590840172,6.62367124775845,6.57978537085365,6.51274396027925,5.8714991157142,6.32009441307148,6.46476573064699,6.35979249844149,6.62077173767241,6.53236551604016
"Cmtm3",6.27422618603163,6.30699851990492,6.26149602139199,6.58152547799477,6.7440305593165,6.32677786550449,6.13574878291634,5.8714991157142,6.33814493725731,6.21759457693144,6.4299477385581,6.26468231858863
"Cmtm4",7.5718086890982,7.57350222208301,7.18116949297438,8.32100379835085,7.46238052085216,7.75087389173968,7.89866175119056,7.94136932870121,8.17116972363258,7.82499455571626,7.79419575907162,8.16185331544671
"Cmtm5",6.72295308100664,6.99917462710123,6.14768706671911,7.34856364161342,7.01000351739904,7.5607323602962,6.89190314319699,6.29133115970725,7.4876589938235,6.85119002019368,6.62077173767241,6.7755609572526
"Cmtm6",6.45888176905282,7.61764050723437,6.9524742545201,7.25258419789142,7.11265227149982,7.10349462357681,6.93809491264487,7.1861088045468,7.20045566933613,7.1232977705694,6.60219992613644,7.11499340216594
"Cmtm7",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.32213682178546,6.21626638985438,6.327927133557,6.03066048792372,6.1809102658581,5.8714991157142,6.20958852122991,5.8714991157142
"Cmtm8",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.3579273508265,6.13574878291634,6.03066048792372,5.9886376170304,5.8714991157142,5.8714991157142,6.02050250303902
"Cmtr1",8.40888118296389,8.14130778138569,7.73408317223767,8.62265032691339,8.37216962990382,8.02308382881409,8.26607381825773,8.30355069176152,8.10503439772845,8.36480529588686,8.06735006245248,8.31680346767928
"Cmtr2",6.49625059740183,5.8714991157142,5.8714991157142,7.10175048165465,6.55621678657737,6.32677786550449,6.19491251598861,6.46317321160457,6.69695924728317,6.19203048538614,6.24927983559293,6.23567596641634
"Cmya5",6.72295308100664,5.8714991157142,5.8714991157142,6.37607034507079,6.39115490720076,6.65372445086033,6.61180625824754,6.64241806200787,6.29246896502838,6.42442794395317,6.31798947697706,6.29164539485145
"Cnbd2",7.60432958717703,7.98935252026673,7.95091883748764,7.89700509568244,8.15242527386369,8.13584441616957,7.7791798772167,7.51783105241855,7.95948101495106,7.98292961109634,7.74236932937932,7.72005504432065
"Cnbp",8.82632671779812,9.4913744714083,9.1699695876911,8.92007770209908,8.89054824564599,9.04674335254767,9.06648005410449,8.96069837366014,9.02302523728874,8.79618687953999,9.33434983955137,8.78748006045425
"Cndp1",6.2121796980498,5.8714991157142,5.8714991157142,5.8714991157142,6.05609405981586,5.8714991157142,6.19491251598861,5.8714991157142,6.27606338679422,5.8714991157142,5.8714991157142,5.8714991157142
"Cndp2",7.97571557629109,7.61764050723437,7.92405517014836,7.93148624878155,7.59568455830709,7.93687396553082,7.75811565258109,7.81554528563238,7.8888661630875,7.35656019491404,7.94304019135285,7.78769308888954
"Cnep1r1",6.92759200376665,6.91913490601422,7.18116949297438,7.12470090819362,7.24937244395569,7.12478954564236,7.35901334688299,7.53027121492242,6.85999003415379,7.12935565098697,6.73877435622556,7.19856920266681
"Cnfn",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.19079303942823,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.08212828101941
"Cnga2",6.02413914121574,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.02050250303902
"Cnga3",6.51407339736468,6.30699851990492,6.26149602139199,6.2291892061374,6.32213682178546,6.11557571931036,5.8714991157142,6.32009441307148,6.68903825994603,6.2847407939347,6.11083729075916,6.16911037830539
"Cnga4",6.32772938395083,6.73295367629313,5.8714991157142,5.8714991157142,5.8714991157142,6.21626638985438,6.19491251598861,5.8714991157142,6.1809102658581,5.8714991157142,5.8714991157142,6.12935193162104
"Cngb1",5.8714991157142,6.30699851990492,6.14768706671911,6.12474723758388,5.8714991157142,5.8714991157142,6.24468587809479,5.8714991157142,6.03711253216429,6.09838159864917,6.31798947697706,6.12935193162104
"Cnih1",7.49227465179763,8.14130778138569,7.74976039476478,7.76191235269918,7.55561867728987,8.00330864677296,7.63928449015357,7.34987109699287,7.2183079081794,7.55331362756465,7.80542702701363,7.76107698544605
"Cnih2",10.4522630485274,10.8248472771557,10.391726785631,10.7702806296573,11.0850498213288,11.1306255188175,10.4970782965948,9.88003270203329,10.2657688053151,11.0287304774473,10.707958064001,10.3347638828575
"Cnih3",6.41881918431638,6.73295367629313,7.01489498603501,7.48681448352985,6.89484876052297,6.7230540943997,6.73614300924367,6.70258962738096,6.65647063063872,6.73803256937908,6.76935707736373,6.67746539898762
"Cnih4",6.84273613675267,7.32375148460184,7.34651020426732,7.61036038709718,7.18325969354144,7.67575300290038,7.32886117315505,7.23550076446102,7.69145522699332,7.38546567250354,7.11210199216811,7.37950823540083
"Cnksr1",5.8714991157142,5.8714991157142,5.8714991157142,6.37607034507079,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142
"Cnksr2",10.0971207470733,9.2559898445941,9.71503385368143,9.10425067240664,9.66119514533302,8.91555414275474,9.5075994243784,9.66386775674211,9.06680823318172,9.79918584790172,9.35063264668607,9.63317449858563
"Cnksr3",6.30183455629995,5.8714991157142,6.26149602139199,6.70103236680679,6.05609405981586,5.8714991157142,6.6766217279604,6.32009441307148,6.07427772706916,6.52161300394872,6.63885558043155,6.48157318212008
"Cnn1",6.2121796980498,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142
"Cnn2",6.02413914121574,6.30699851990492,6.26149602139199,5.8714991157142,6.53174292999677,6.53486846870278,5.8714991157142,6.44193160056966,6.42993712473156,6.00257971191783,6.11083729075916,6.12935193162104
"Cnn3",7.46250933277039,8.11229034597995,8.00302567402831,8.27811660914534,7.75083994170361,8.37059247395193,8.15113559713151,7.64238766581544,8.2720844871863,8.00603528379473,7.63170752647082,7.80944929002655
"Cnnm1",8.0970668096405,8.11229034597995,8.51566562122049,8.38690967422735,8.15242527386369,8.29681308115956,8.42830121913484,8.41050760965372,8.39184608628422,8.61563482367909,7.8165588882458,8.51268080460401
"Cnnm2",7.78308160103051,7.52766859083875,7.54691879823509,7.63934967328565,7.38952398925774,6.70631806446781,7.19915397039474,7.58468925274716,7.36303416339428,7.5367406099747,7.08084398605681,7.55666488384082
"Cnnm3",7.55521015059755,7.77975547190752,7.34651020426732,7.33002777971964,7.47989535804543,6.8165864091711,7.19915397039474,7.53027121492242,7.30742573363459,7.70393854294443,7.27321782678995,7.46861521255762
"Cnnm4",7.45038570201965,7.32375148460184,7.41039615948035,6.73687139946164,7.32167657316912,7.27186259125285,7.46314180968958,7.08892788355798,7.3591531519433,7.39964474413522,7.53108571668928,7.19124485356827
"Cnot1",8.37987780794088,7.66022152666487,8.38799082755743,8.15972787338007,8.22654695885464,8.22297702751513,8.10330645766243,8.04782683698381,8.68068658480295,8.47193138645345,8.13836375736205,8.3684837482956
"Cnot10",7.73116095692731,7.98935252026673,7.68582289850862,7.93148624878155,7.63445622062823,7.59571629929975,7.63928449015357,7.67023814600787,7.63753833821329,7.68932064051797,7.61876889985575,7.75658528243413
"Cnot11",7.07677320666776,6.48509415113804,7.23106817134007,6.80396800287181,7.1602603271758,7.02513355055466,7.17591065555295,7.1861088045468,7.27433871780981,7.39021182542548,7.12230807276377,7.16895752130343
"Cnot2",7.77380083676443,7.61764050723437,8.17059350578958,7.2116694834612,7.40817898480548,7.68859553751866,7.59964634790512,7.34987109699287,7.44880340273736,7.65199449137511,7.64450941652476,7.62868782365542
"Cnot3",7.58817946745031,7.37826164007414,7.74976039476478,7.5501957653552,7.41739275746378,7.93161914833246,7.28733193571591,7.54258155511278,7.51512445443384,7.21617906283267,7.79982394310767,7.85603096665014
"Cnot4",7.33504292802298,7.85352142522232,7.38950092554831,7.23232372004713,7.30150352386915,7.04817152943214,7.57522117471342,7.09815894790422,7.4876589938235,7.04100033561505,7.23746959408639,7.31593753945399
"Cnot6",6.93764907130374,6.62024200415234,7.54691879823509,7.34856364161342,7.10039141992745,6.96497088922404,7.25511109028969,7.2514658320911,7.42337745686142,7.19938513004932,6.93233086583184,7.25540214994092
"Cnot6l",7.53837636551958,7.07293997536656,7.27872686797236,7.50298348255276,7.59568455830709,7.37654604121921,7.15213397482236,7.46670527372374,7.99454232666669,7.56151411274861,7.29065718062068,7.38567086810282
"Cnot7",8.23454794922078,7.95671589036794,7.95091883748764,7.93148624878155,8.01883404393275,8.01323378833691,7.79302815414953,7.97639557319331,7.88636038816139,8.30446907370021,8.07190248921854,8.07001195785352
"Cnot8",7.32827361384262,7.07293997536656,7.23106817134007,7.51893215686025,7.2809512481434,7.01340382038113,6.87595401137777,7.20283187365773,7.43434340666353,7.22171807949961,7.89706630355405,7.61361356682647
"Cnot9",7.23622879383341,7.32375148460184,7.66930589222573,7.27246883370144,7.02344417764313,7.16608328756738,7.22189262613829,7.05111552737548,6.86639551972317,6.98665645352955,7.38985844753092,7.25540214994092
"Cnp",8.51643913992221,9.28136439191306,8.12485257339053,9.50283466758792,9.26087184634598,9.58918548910925,8.70086176916577,8.87654476587461,9.49064507452858,8.67614812833106,8.45271052833074,8.6151934186358
"Cnppd1",7.05052191603933,6.73295367629313,7.5095164232101,6.53648873137219,7.06267435704682,6.83117847897526,7.31862523776744,6.74473049842733,6.98564420647812,7.09244874842794,6.89438662450427,7.21306613911448
"Cnpy2",7.05052191603933,6.83121318356222,6.84996867344938,7.41978348832727,6.99636978899757,7.22508820407927,6.54014770739072,7.19450378434269,7.39737246817759,6.85928688896802,7.03756260364095,6.94219131188627
"Cnpy3",7.78308160103051,8.05226455976656,7.95091883748764,7.45378601402737,7.87624603074141,7.64304356820277,7.34905321132807,7.7957956848478,7.68852138869392,7.59773419977267,7.96788883534251,7.79207459301661
"Cnpy4",6.53138452223446,6.30699851990492,6.6445871080799,6.83554780942797,6.62454492486751,6.32677786550449,6.42935924163241,6.75828217555488,6.64809380116737,6.81800560831428,6.62077173767241,6.53236551604016
"Cnr1",8.82844523077904,9.64543503622784,9.54156327753585,10.1815891406608,10.0579879904012,10.2411197533363,9.86847220193779,9.81269476942363,11.081147130036,8.9814131069408,8.92580737988703,9.61131350923272
"Cnr2",6.02413914121574,5.8714991157142,5.8714991157142,5.8714991157142,6.23993883949008,6.04419012214,6.327927133557,6.62655057970188,6.03711253216429,6.21759457693144,6.11083729075916,5.8714991157142
"Cnrip1",8.42031139502896,8.44779829579918,8.48038903965826,8.36256948448873,8.45175355882078,8.55415975111648,8.34511045598661,8.2967880699394,7.92344112801547,8.55424883274536,8.63799253799012,8.49482582640254
"Cnst",7.48638223839428,7.32375148460184,7.47088152835381,6.97817996073546,7.27052739049331,7.18612435233987,6.98204660215252,7.40635105171705,7.37842513736194,7.61739369476479,7.40556895020662,7.13847166861967
"Cntd1",5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.20958852122991,5.8714991157142
"Cntf",5.8714991157142,5.8714991157142,6.34842684792582,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,5.8714991157142,6.1809102658581,6.16420278615176,6.11083729075916,6.31693657890551
"Cntfr",7.28675867424754,7.74117919268015,7.15529507750942,7.77481030834761,7.60353931023228,8.18012432755156,7.32886117315505,7.37138509094095,8.27021388681295,7.78479732350411,7.38192054076049,7.6435766663467
"Cntln",6.49625059740183,6.48509415113804,6.69029523969881,6.48792481121569,6.78001692861677,6.59693575240062,6.48739848932738,7.0016777258954,6.93981803950159,6.7094617837664,6.37720153293505,6.44505856617616
"Cntn1",10.2684413723649,9.83651174524518,9.975637234857,9.83409513593138,9.89243714390992,9.88147878654032,10.0475392850048,10.0048892444751,10.1142692646861,10.0732376872333,9.54847143018294,10.0838620756376
"Cntn2",8.22800100465758,8.16970273597167,7.78053484355704,8.69517621093183,8.42297202715701,8.94578507118439,8.52660578780286,9.01210332678985,9.36351029127017,8.09189238272292,7.8601303243527,8.40187307379634
"Cntn3",6.73577618853,6.30699851990492,7.56518569324702,6.58152547799477,6.79742109517119,6.73943164392284,7.0901435331258,6.64241806200787,6.74281542876611,6.75650946949886,6.63885558043155,6.54839604066949
"Cntn4",5.8714991157142,5.8714991157142,6.48537605304389,6.12474723758388,6.13237832662708,6.67167928784357,6.45913499463188,6.03066048792372,6.49755864523896,6.35979249844149,6.16445996696577,6.36351920098452
"Cntn5",5.8714991157142,6.30699851990492,5.8714991157142,5.8714991157142,6.05609405981586,5.8714991157142,6.19491251598861,5.8714991157142,6.64809380116737,5.8714991157142,5.8714991157142,6.08212828101941
"Cntn6",5.8714991157142,5.8714991157142,6.81291230445474,6.2291892061374,6.35791744854001,6.17025322561804,6.42935924163241,6.39673981962782,6.32344890622653,6.62741024488222,5.8714991157142,6.26468231858863
"Cntnap1",10.2381321396216,9.91118365059138,9.96943522289065,9.61755595274633,9.94414117375243,9.67812331965007,10.131234858071,10.1076275509969,9.88224592301951,10.248513585439,9.89308320414194,10.2512138120657
"Cntnap2",9.36697742294636,8.19750329650715,8.76941602876012,8.60219156655903,8.81444540055091,8.47248970810473,8.85875007759117,9.10771448490962,8.74169222199652,8.84020849350811,8.77991042230863,8.96293910434794
