,R,G,B,hex_val,hls_val
Klf2,1.0,0.3072633058892737,0.06680635894887628,#ff4e11,#ff8d66
Klf8,0.0006311760995129358,0.0004984681455034147,0.0972221871360439,#000019,#6767fe
Klhdc2,0.40932841044118695,0.8290096337161896,0.04804976387145382,#68d30c,#adf76e
Klhl21,0.9994988510499891,0.30659369729580266,0.07225102250259832,#ff4e12,#ff8d66
Klhl26,0.23038096264668456,0.9999652650657826,0.006197962532158194,#3bff02,#89ff66
Knop1,1.0,0.3072633058892737,0.06680635894887624,#ff4e11,#ff8d66
Krba1,0.5364478516904426,0.4430433018135558,0.8710137368114209,#8971de,#9883e2
Krcc1,0.3273918327356931,0.7106033723992424,0.6869544227077979,#53b5af,#94d1cd
L3hypdh,1.0,0.3072633058892737,0.06680635894887628,#ff4e11,#ff8d66
Lat,0.4500464316233103,0.48524286825512025,0.9794550784548275,#737cfa,#737cfa
Lats1,0.23345207636244417,0.9967612197643501,0.010629785425265246,#3cfe03,#89ff66
Lbh,0.2417845422399759,0.9963638022927837,0.004358364916931725,#3efe01,#8bfe67
Lgals1,0.3698287893694465,0.535122218073453,0.989789207595774,#5e88fc,#6890fd
Lgmn,0.22077955706996558,0.9962564079584317,0.0009212363650458811,#38fe00,#88ff66
Lif,0.0006311760995129358,0.0004984681455034147,0.09722218713604396,#000019,#6767fe
Lin7c,0.43866536403752915,0.4943810710028446,0.9769661128368559,#707ef9,#707ef9
Lmo7,0.22077955706996558,0.9962564079584317,0.0009212363650458811,#38fe00,#88ff66
Lonrf1,1.0,0.30726330588927364,0.06680635894887624,#ff4e11,#ff8d66
Lrrc10b,0.22077955706996558,0.9962564079584317,0.0009212363650458811,#38fe00,#88ff66
Lrrc48,0.22077955706996558,0.9962564079584317,0.0009212363650458811,#38fe00,#88ff66
Lsm7,0.22077955706996558,0.9962564079584317,0.0009212363650458811,#38fe00,#88ff66
Lyrm2,0.36584584146497673,0.5559741809025956,0.9558539003092279,#5d8ef4,#709bf5
Lysmd3,0.00010383511511471223,0.014214150392747035,0.07856663204166298,#000414,#6682ff
Lysmd4,0.0006311760995129358,0.0004984681455034147,0.09722218713604386,#000019,#6767fe
M1ap,0.47505048949321727,0.7738727663276908,0.040015246120974936,#79c50a,#bff76e
Malsu1,0.24679370061161424,0.95755554352181,0.08846593678013782,#3ff417,#86f86d
Maml2,0.0003854548216663209,0.0045271314695920625,0.09167424029663264,#000117,#676efe
Mamld1,0.0006311760995129358,0.0004984681455034147,0.0972221871360439,#000019,#6767fe
Mapkapk2,0.03922252872890125,0.003625157170154749,0.08450143559287247,#0a0116,#aa6cf9
Mapre1,0.9993571415997089,0.3076206271592396,0.06730742705025962,#ff4e11,#ff8d66
March11,0.9990110851276401,0.30654051722192616,0.07412400363891954,#ff4e13,#ff8d66
Mcl1,1.0,0.3072633058892737,0.06680635894887624,#ff4e11,#ff8d66
Mea1,0.22350047910769635,0.9969974194360278,0.008837691643861544,#39fe02,#87ff66
Mest,0.999837109243975,0.30688339113155616,0.06978741420246382,#ff4e12,#ff8d66
Mettl7a1,0.0014671524414767104,0.000133142698470655,0.09944586156673445,#000019,#6866ff
Mfap1a,0.0008994717705954724,0.0003150727822677021,0.09838969072212397,#000019,#6766ff
Mfap3l,0.0006311760995129358,0.0004984681455034147,0.09722218713604393,#000019,#6767fe
Mgst3,0.22077955706996555,0.9962564079584317,0.0009212363650459637,#38fe00,#88ff66
Minpp1,0.2341851982117997,0.992340042737931,0.04024632388614702,#3cfd0a,#86fe67
Mis12,0.0006311760995129358,0.0004984681455034147,0.0972221871360439,#000019,#6767fe
Mkks,0.22115220903817878,0.9966549609178329,0.0013358474040224804,#38fe00,#88ff66
Mmp12,0.47505048949321727,0.7738727663276908,0.04001524612097498,#79c50a,#bff76e
Mn1,0.0006311760995129358,0.0004984681455034147,0.09722218713604387,#000019,#6767fe
Mobp,0.29565758087251054,0.818688868808222,0.420888468595602,#4bd16b,#85e09b
Mrpl42,3.9528333533758024e-05,0.007753578571065511,0.08683454825344121,#000216,#6674ff
Mrps16,0.22115220903817878,0.9966549609178329,0.0013358474040225216,#38fe00,#88ff66
Mrps23,0.0008994717705954724,0.0003150727822677021,0.09838969072212397,#000019,#6766ff
Mrps26,0.22882806877341036,0.9979398398085362,0.017170175097862197,#3afe04,#87ff66
Msmo1,0.5279552938185236,0.6980878019857477,0.12762872669283687,#87b221,#c8e77e
Mtch2,1.0,0.3072633058892737,0.06680635894887627,#ff4e11,#ff8d66
Mtrf1,0.449403573223019,0.48560018952508616,0.979956146556211,#737cfa,#737cfa
Myd88,0.0006311760995131239,0.0004984681455031995,0.0972221871360437,#000019,#6767fe
Myeov2,0.22077955706996555,0.9962564079584317,0.0009212363650458398,#38fe00,#88ff66
Myl12b,0.0006311760995129358,0.0004984681455034147,0.09722218713604396,#000019,#6767fe
Myom1,0.0006311760995129358,0.0004984681455034147,0.09722218713604393,#000019,#6767fe
Naa30,0.4474142664023819,0.48666709172529143,0.9810335970156462,#727cfa,#727cfa
Nab2,0.22077955706996555,0.9962564079584317,0.0009212363650459637,#38fe00,#88ff66
Naf1,0.6807045476869348,0.4003062546959892,0.6836343166389403,#ae66ae,#ca9bca
Nap1l5,1.0,0.3072633058892737,0.06680635894887627,#ff4e11,#ff8d66
Ndnl2,0.9990110851276401,0.30654051722192616,0.0741240036389195,#ff4e13,#ff8d66
Ndufs4,0.8278981336544721,0.3522693860052552,0.4509739523518964,#d35a73,#df8699
Ndufs5,0.0004473095023828687,0.00175428339291801,0.09524870139779411,#000018,#6769fe
Ndufv1,0.22077955706996563,0.9962564079584317,0.0009212363650458398,#38fe00,#88ff66
