R,G,B,hex_val,gene,hls_val
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Mfap1a,#00ccc3
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Mfap3l,#00ccb1
0.0,0.978,0.000978,#00f900,Mgst3,#00f900
0.0,0.965,0.032,#00f608,Minpp1,#00f608
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Mis12,#00ccb1
0.0,0.978021,0.000979,#00f900,Mkks,#00f900
0.319,0.558,0.122,#518e1f,Mmp12,#60a725
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Mn1,#00ccb1
0.0,0.55751,0.420595,#008e6b,Mobp,#00cc9a
0.0,0.0004080000000000004,0.00010800000000000009,#000000,Mrpl42,#00cc36
0.0,0.978021,0.000979,#00f900,Mrps16,#00f900
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Mrps23,#00ccc3
0.0,0.978112,0.010912,#00f903,Mrps26,#00f903
0.373,0.435,0.218,#5f6f38,Msmo1,#758844
0.999,0.0,0.034965,#ff0009,Mtch2,#ff0009
0.11270000000000001,0.00196,0.87514,#1d00df,Mtrf1,#1d00df
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Myd88,#00ccb1
0.0,0.978,0.000978,#00f900,Myeov2,#00f900
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Myl12b,#00ccb1
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Myom1,#00ccb1
0.10976,0.00196,0.87808,#1c00e0,Naa30,#1c00e0
0.0,0.978,0.000978,#00f900,Nab2,#00f900
0.451319,0.000979,0.5501980000000001,#73008c,Naf1,#a700cc
0.999,0.0,0.034965,#ff0009,Nap1l5,#ff0009
0.990009,0.0,0.035963999999999996,#fc0009,Ndnl2,#fc0009
0.6802050000000001,0.000993,0.33762000000000003,#ad0056,Ndufs4,#cc0065
0.0,7.500000000000007e-05,5.4000000000000045e-05,#000000,Ndufs5,#00cc93
0.0,0.978,0.000978,#00f900,Ndufv1,#00f900
0.0,0.0009030000000000007,0.0,#000000,Necap1,#00cc00
0.0,0.978021,0.000979,#00f900,Neurl4,#00f900
0.996003,0.002997,0.032967,#fe0108,Neurod2,#fe0108
0.759872,0.0,0.25891200000000003,#c20042,Nexn,#cc0046
0.11270000000000001,0.00196,0.87514,#1d00df,Nfam1,#1d00df
0.999,0.0,0.034965,#ff0009,Nfil3,#ff0009
0.9930059999999999,0.0,0.040959,#fd000a,Ngrn,#fd000a
0.990009,0.0,0.035963999999999996,#fc0009,Nkrf,#fc0009
0.9930059999999999,0.0,0.032967,#fd0008,Nkx2-2,#fd0008
0.999,0.0,0.034965,#ff0009,Npas4,#ff0009
1.000000000000001e-06,2.100000000000002e-05,2.100000000000002e-05,#000000,Nppa,#09c3c3
0.998001,0.0,0.035963999999999996,#fe0009,Nptx2,#fe0009
0.0,0.0001120000000000001,0.0005120000000000005,#000000,Npy1r,#002dcc
0.0,0.978021,0.001958,#00f900,Npy5r,#00f900
0.0,0.0009030000000000007,0.0,#000000,Nr2f1,#00cc00
0.999,0.0,0.034965,#ff0009,Nr4a1,#ff0009
0.999,0.0,0.034965,#ff0009,Nr4a2,#ff0009
0.999,0.0,0.034965,#ff0009,Nr4a3,#ff0009
0.018,0.634,0.35,#05a259,Nrg2,#06c66e
0.0,0.0008400000000000008,2.000000000000002e-05,#000000,Nrip1,#00cc05
0.0,0.978,0.000978,#00f900,Nsf,#00f900
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Nsmaf,#00c3cc
0.123375,0.0,0.875469,#1f00df,Ntpcr,#1f00df
0.999,0.0,0.034965,#ff0009,Nuak1,#ff0009
0.00588,0.05684,0.9211999999999999,#010eeb,Nuf2,#010eeb
0.0,0.175168,0.059024,#002d0f,Numb,#00cc45
0.999,0.0,0.034965,#ff0009,Nup50,#ff0009
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Nupr1,#00c3cc
0.319,0.558,0.122,#518e1f,Odf4,#60a725
0.007727999999999998,0.0,0.0012879999999999996,#020000,Olfml2b,#cc0022
0.31,0.567,0.122,#4f911f,Olfr635,#5ca824
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Orc5,#00ccb1
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Otog,#00ccb1
0.999,0.0,0.034965,#ff0009,Otud1,#ff0009
0.0,0.978,0.000978,#00f900,Oxr1,#00f900
0.70644,0.005887,0.026912,#b40207,Pak6,#ca0208
0.0,0.978096,0.012922,#00f903,Palb2,#00f903
0.0,0.08928000000000001,0.0,#001700,Parg,#00cc00
0.991008,0.0,0.034965,#fd0009,Pcdh8,#fd0009
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Pdia4,#00ccc3
0.992007,0.0,0.033966,#fd0009,Peli1,#fd0009
0.998001,0.000999,0.033966,#fe0009,Per1,#fe0009
0.999,0.0,0.034965,#ff0009,Phlda1,#ff0009
0.0,0.978,0.000978,#00f900,Phtf1,#00f900
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Pick1,#00ccc3
0.34784099999999996,0.0,0.6699160000000001,#5900ab,Pigb,#6a00cc
0.677844,0.0,0.339913,#ad0057,Pigm,#cc0066
0.319,0.558,0.122,#518e1f,Pira2,#60a725
0.0,0.0009030000000000007,0.0,#000000,Pkd1,#00cc00
0.999,0.0,0.034965,#ff0009,Plagl1,#ff0009
0.0,0.978,0.000978,#00f900,Pld6,#00f900
0.990009,0.0,0.035963999999999996,#fc0009,Plekho1,#fc0009
0.999,0.0,0.034965,#ff0009,Plk2,#ff0009
0.999,0.0,0.034965,#ff0009,Plk3,#ff0009
0.0098,0.018619999999999998,0.94472,#0205f1,Pmm2,#0205f1
0.00098,0.02744,0.9319799999999999,#0007ee,Pnp,#0007ee
0.999,0.0,0.034965,#ff0009,Pnpt1,#ff0009
0.0,0.9446629999999999,0.0009609999999999999,#00f100,Poc5,#00f100
0.0,0.978,0.000978,#00f900,Polr2d,#00f900
0.999,0.0,0.034965,#ff0009,Ppat,#ff0009
0.33418000000000003,0.00098,0.67032,#5500ab,Ppic,#6600cc
0.9930059999999999,0.0,0.032967,#fd0008,Ppm1d,#fd0008
0.999,0.0,0.034965,#ff0009,Ppp1r15a,#ff0009
0.0006500000000000006,0.00018200000000000017,0.00028600000000000023,#000000,Ppp2r2a,#9f2d46
0.998001,0.0,0.035963999999999996,#fe0009,Ppp6c,#fe0009
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Prep,#00ccc3
0.98505,0.0029850000000000002,0.03184,#fb0108,Prickle2,#fb0108
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Prkcb,#00ccb1
0.0,0.745872,0.23025600000000002,#00be3b,Prkci,#00cc3f
0.034300000000000004,0.00098,0.98,#0900fa,Prkcz,#0900fa
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Prmt3,#00ccb1
0.035316,0.003924,0.977076,#0901f9,Prnp,#0901f9
0.0,0.0009030000000000007,0.0,#000000,Prokr2,#00cc00
0.856143,0.022977,0.15084899999999998,#da0626,Prom2,#da0626
0.9930059999999999,0.0,0.032967,#fd0008,Prpf38b,#fd0008
0.0,0.978,0.000978,#00f900,Prr15,#00f900
0.441,0.436,0.12,#706f1f,Psmb8,#a09f2c
0.0,0.978,0.000978,#00f900,Psmc3,#00f900
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Ptger4,#00ccb1
0.999,0.0,0.034965,#ff0009,Ptgs2,#ff0009
0.0,0.978096,0.012922,#00f903,Ptpn22,#00f903
0.08891099999999999,0.000801,0.587934,#170096,Pxn,#1f00cc
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Rab11fip2,#00ccb1
0.0,0.0009030000000000007,0.0,#000000,Rab2a,#00cc00
0.990009,0.0,0.035963999999999996,#fc0009,Rab39b,#fc0009
0.0,0.0008400000000000008,2.000000000000002e-05,#000000,Rab3b,#00cc05
0.65459,0.0,0.344881,#a70058,Raf1,#cc006b
0.992007,0.0,0.033966,#fd0009,Ranbp2,#fd0009
0.999,0.0,0.034965,#ff0009,Rasd1,#ff0009
0.333312,0.24601599999999998,0.427552,#553f6d,Rasl11a,#654b81
0.743,0.134,0.146,#bd2225,Rbbp5,#bd2225
0.0,0.978112,0.010912,#00f903,Rbbp8,#00f903
0.0,0.0004080000000000004,0.00010800000000000009,#000000,Rbm38,#00cc36
0.9860329999999999,0.0,0.037885999999999996,#fb000a,Rbp4,#fb000a
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Rbsn,#00ccb1
0.851148,0.0,0.182817,#d9002f,Rdh16,#d9002f
0.0,0.0009030000000000007,0.0,#000000,Rfc5,#00cc00
0.999,0.0,0.034965,#ff0009,Rfx2,#ff0009
0.994005,0.0,0.031968,#fd0008,Rfx7,#fd0008
0.990009,0.0,0.035963999999999996,#fc0009,Rgmb,#fc0009
0.999,0.0,0.034965,#ff0009,Rgs2,#ff0009
0.999,0.0,0.034965,#ff0009,Rgs4,#ff0009
0.319,0.558,0.122,#518e1f,Ripk3,#60a725
0.611388,0.000999,0.412587,#9c0069,Rnf128,#cc0089
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Rnf138rt1,#00ccb1
0.413,0.314,0.272,#695045,Rnf149,#7b5e51
0.428,0.457,0.114,#6d751d,Rnft1,#99a329
0.990009,0.0,0.035963999999999996,#fc0009,Rnpc3,#fc0009
0.0,0.978,0.000978,#00f900,Rom1,#00f900
0.999,0.0,0.034965,#ff0009,Rora,#ff0009
0.007944,0.978105,0.004965,#02f901,Rorb,#02f901
0.319,0.558,0.122,#518e1f,Rpl21-ps4,#60a725
0.0,0.978,0.000978,#00f900,Rpl36a,#00f900
0.0,0.0009030000000000007,0.0,#000000,Rpp21,#00cc00
0.0,0.501714,0.473352,#008079,Rsbn1l,#00ccc0
0.25578,0.00098,0.74872,#4100bf,Rsrc1,#4600cc
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Rundc1,#00ccb1
0.02646,0.00196,0.95746,#0700f4,Samd11,#0700f4
0.0,0.978,0.000978,#00f900,Samm50,#00f900
0.761256,0.0,0.005232,#c20001,Sbds,#cc0001
0.0,0.41735,0.561704,#006a8f,Scd3,#0098cc
0.990009,0.0,0.035963999999999996,#fc0009,Scg2,#fc0009
0.529,0.348,0.135,#875922,Scg3,#a36b29
0.0,0.0009030000000000007,0.0,#000000,Scrn1,#00cc00
0.990009,0.0,0.035963999999999996,#fc0009,Sdcbp,#fc0009
0.0,0.978021,0.000979,#00f900,Sebox,#00f900
0.480192,0.001968,0.52644,#7a0186,Sec61b,#b901cb
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Serp1,#00c3cc
0.023,0.977,0.006,#06f902,Sf3b1,#06f902
0.998001,0.0,0.035963999999999996,#fe0009,Sgk1,#fe0009
0.0,0.0009030000000000007,0.0,#000000,Sgpl1,#00cc00
0.990009,0.0,0.035963999999999996,#fc0009,Sh2d3c,#fc0009
0.502437,0.000991,0.513338,#800083,Shc4,#c700cc
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Shmt2,#00ccc3
0.999,0.0,0.034965,#ff0009,Siah2,#ff0009
0.9970019999999999,0.001998,0.032967,#fe0108,Sik1,#fe0108
0.017,0.976,0.007,#04f902,Slc14a1,#04f902
0.9930059999999999,0.0,0.032967,#fd0008,Slc16a1,#fd0008
0.991008,0.0,0.034965,#fd0009,Slc18a2,#fd0009
0.0,0.001035000000000001,0.0,#000000,Slc18b1,#00cc00
0.0,0.0007790000000000007,3.8000000000000036e-05,#000000,Slc20a2,#00cc0a
0.0,0.0,0.48018500000000003,#00007a,Slc23a4,#0000cc
0.990009,0.0,0.035963999999999996,#fc0009,Slc25a25,#fc0009
0.990009,0.0,0.035963999999999996,#fc0009,Slc2a3,#fc0009
0.0,0.33815199999999995,0.6379670000000001,#0056a3,Slc2a5,#006ccc
0.0,0.0009030000000000007,0.0,#000000,Slc35c2,#00cc00
0.020643,0.399098,0.5760379999999999,#056693,Slc36a4,#0788c5
0.319,0.558,0.122,#518e1f,Slc5a10,#60a725
0.792207,0.20679299999999998,0.005994,#ca3502,Slc6a6,#ca3502
0.00882,0.057819999999999996,0.91728,#020fea,Slc7a15,#020fea
0.000992,0.48112,0.501952,#007b80,Slco2a1,#00c3cc
0.999,0.0,0.034965,#ff0009,Smad7,#ff0009
0.0,0.0007790000000000007,3.8000000000000036e-05,#000000,Smc1b,#00cc0a
0.588654,0.000991,0.427121,#96006d,Smg9,#cc0094
0.999,0.0,0.034965,#ff0009,Smndc1,#ff0009
0.0,0.0008400000000000008,2.000000000000002e-05,#000000,Snrpd2,#00cc05
0.999,0.0,0.034965,#ff0009,Snx18,#ff0009
0.0,4.800000000000004e-05,3.8000000000000036e-05,#000000,Snx4,#00cca2
0.0,0.0003630000000000003,0.0001100000000000001,#000000,Sorcs2,#00cc3e
0.502437,0.000991,0.513338,#800083,Sos1,#c700cc
0.0,0.0009030000000000007,0.0,#000000,Sowahc,#00cc00
0.689618,0.0,0.335328,#b00056,Spata2l,#cc0063
0.495,0.002,0.528,#7e0187,Spcs3,#bf01cb
0.0018060000000000014,0.0,0.00016800000000000015,#000000,Specc1l,#cc0013
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Spin2c,#00ccb1
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Sptlc2,#00ccc3
0.990009,0.0,0.035963999999999996,#fc0009,Spty2d1,#fc0009
0.56943,0.000999,0.45454500000000003,#910074,Srek1ip1,#cc00a3
0.9970019999999999,0.001998,0.032967,#fe0108,Srf,#fe0108
0.0,0.016456000000000002,0.9196,#0004ea,Srgap1,#0004ea
0.009,0.978,0.01,#02f903,Ssna1,#02f903
0.008945999999999999,0.870744,0.111328,#02de1c,Ssxb2,#02de1c
0.0,0.978,0.000978,#00f900,Stard3nl,#00f900
0.999,0.0,0.034965,#ff0009,Stmn4,#ff0009
0.999,0.0,0.034965,#ff0009,Stx2,#ff0009
0.0,0.978,0.000978,#00f900,Sumf2,#00f900
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Suv39h1,#00ccb1
0.999,0.0,0.034965,#ff0009,Syt4,#ff0009
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Syt5,#00ccc3
0.574,0.001,0.451,#920073,Tada2b,#cc00a0
0.994005,0.0,0.031968,#fd0008,Tax1bp1,#fd0008
0.0,0.0009030000000000007,0.0,#000000,Tbc1d17,#00cc00
0.990009,0.0,0.035963999999999996,#fc0009,Tbcel,#fc0009
0.0,0.0009030000000000007,0.0,#000000,Tceb2,#00cc00
0.0,0.978,0.000978,#00f900,Tcta,#00f900
0.992007,0.0,0.033966,#fd0009,Tdrp,#fd0009
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Tes,#00ccb1
0.999,0.0,0.034965,#ff0009,Tgfb3,#ff0009
0.0,0.474078,0.070422,#007912,Tgs1,#00cc1e
0.0,0.0019,0.90155,#0000e6,Thap4,#0000e6
0.0,0.002912,0.137956,#000123,Thoc7,#0004cc
0.999,0.0,0.034965,#ff0009,Tiparp,#ff0009
0.0,0.978,0.000978,#00f900,Tlr13,#00f900
0.0,0.978,0.000978,#00f900,Tmed2,#00f900
0.00196,0.02744,0.9319799999999999,#0007ee,Tmem119,#0007ee
0.0,0.978,0.000978,#00f900,Tmem151b,#00f900
0.00016100000000000015,0.0,0.0007360000000000007,#000000,Tmem167,#2d00cc
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Tmem201,#00ccb1
0.008945999999999999,0.862792,0.11928,#02dc1e,Tmem253,#02dc1e
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Tmem39a,#00ccb1
0.998001,0.0,0.035963999999999996,#fe0009,Tmem47,#fe0009
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Tmem50a,#00c3cc
0.990009,0.0,0.035963999999999996,#fc0009,Tmem8b,#fc0009
0.0,0.9524549999999999,0.000965,#00f300,Tmprss9,#00f300
0.0,0.004463999999999999,0.25296,#000141,Tmx4,#0004cc
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Tnfrsf23,#00c3cc
0.7195579999999999,0.000998,0.303392,#b7004d,Tnip2,#cc0056
0.015,0.977,0.005,#04f901,Toe1,#04f901
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Tox4,#00c3cc
0.9930059999999999,0.0,0.032967,#fd0008,Tra2b,#fd0008
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Traip,#00c3cc
0.6741900000000001,0.00198,0.33858000000000005,#ac0156,Trappc6b,#cb0166
0.0,0.333666,0.6623370000000001,#0055a9,Trhr,#0067cc
0.999,0.0,0.034965,#ff0009,Trib1,#ff0009
0.364,0.0,0.663,#5d00a9,Trim11,#7000cc
0.986013,0.012986999999999999,0.023976,#fb0306,Trp53inp2,#fb0306
0.9930059999999999,0.0,0.032967,#fd0008,Tsen54,#fd0008
0.016,0.976,0.006,#04f902,Tspan33,#04f902
0.0,0.978,0.000978,#00f900,Tuba1b,#00f900
0.0,0.974048,0.000976,#00f800,Tubb2a,#00f800
0.0,0.976023,0.000977,#00f900,Tubb3,#00f900
0.0,0.978,0.000978,#00f900,Tubb4a,#00f900
0.0,0.0009030000000000007,0.0,#000000,Tubb4b,#00cc00
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Txnip,#00ccb1
0.999,0.0,0.034965,#ff0009,U2af1l4,#ff0009
0.0,0.0,0.0,#000000,Uba3,#666666
0.999,0.0,0.034965,#ff0009,Ubc,#ff0009
0.0,0.978,0.000978,#00f900,Ube2a,#00f900
2.000000000000002e-06,4.000000000000004e-05,4.400000000000004e-05,#000000,Ube2d3,#09b1c3
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Ube2l6,#00c3cc
0.0,0.978096,0.012922,#00f903,Ube2o,#00f903
0.999,0.0,0.034965,#ff0009,Unc5a,#ff0009
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Uncx,#00ccb1
0.0,0.0008400000000000008,2.000000000000002e-05,#000000,Uqcrc2,#00cc05
0.000954,0.001908,0.9072539999999999,#0000e7,Urb1,#0000e7
0.856143,0.022977,0.15084899999999998,#da0626,Usp17lc,#da0626
0.999,0.0,0.034965,#ff0009,Usp27x,#ff0009
0.980019,0.018980999999999998,0.018980999999999998,#fa0505,Usp36,#fa0505
0.33062499999999995,0.0046,0.000575,#540100,Uspl1,#cc0300
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Vamp1,#00c3cc
0.6832560000000001,0.0,0.33963600000000005,#ae0057,Veph1,#cc0065
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Vmn1r63,#00ccb1
0.319,0.558,0.122,#518e1f,Vmn2r10,#60a725
0.02842,0.00196,0.96334,#0700f6,Vwa3b,#0700f6
0.006993,0.86913,0.11988,#02de1f,Wbscr16,#02de1f
0.0,0.849152,0.139872,#00d924,Wdfy2,#00d924
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Wdr26,#00ccb1
0.0,0.0008400000000000008,2.000000000000002e-05,#000000,Wdr34,#00cc05
1.000000000000001e-06,2.100000000000002e-05,2.100000000000002e-05,#000000,Wdr45b,#09c3c3
0.0,0.481168,0.491904,#007b7d,Wdr83,#00c8cc
0.252213,0.20872800000000002,0.0006690000000000001,#403500,Wwc1,#cba801
0.6543450000000001,0.34365599999999996,0.006993,#a75802,Zbtb11,#ca6a02
0.5365800000000001,0.06138,0.40391999999999995,#891067,Zbtb21,#b7158a
0.800199,0.0,0.225774,#cc003a,Zbtb33,#cc003a
0.0,0.978,0.000978,#00f900,Zbtb41,#00f900
0.0,0.978,0.000978,#00f900,Zc3h11a,#00f900
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Zc3h12c,#00c3cc
0.10976,0.00196,0.87808,#1c00e0,Zc3h6,#1c00e0
0.0,0.0009030000000000007,0.0,#000000,Zdbf2,#00cc00
0.0,0.978,0.000978,#00f900,Zdhhc2,#00f900
0.994005,0.0,0.031968,#fd0008,Zfand5,#fd0008
0.990009,0.0,0.035963999999999996,#fc0009,Zfp207,#fc0009
0.994005,0.0,0.031968,#fd0008,Zfp24,#fd0008
0.0,4.200000000000004e-05,4.400000000000004e-05,#000000,Zfp26,#00c3cc
0.11368,0.00392,0.8722,#1d01de,Zfp276,#1d01de
0.992007,0.0,0.033966,#fd0009,Zfp281,#fd0009
0.10976,0.17248,0.7212799999999999,#1c2cb8,Zfp385b,#1c2cb8
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Zfp52,#00ccc3
0.0,0.978,0.000978,#00f900,Zfp553,#00f900
0.0,2.200000000000002e-05,2.100000000000002e-05,#000000,Zfp59,#00ccc3
0.0,0.978,0.000978,#00f900,Zfp654,#00f900
0.998001,0.0,0.035963999999999996,#fe0009,Zfp655,#fe0009
0.0,0.0009030000000000007,0.0,#000000,Zfp668,#00cc00
0.998001,0.0,0.035963999999999996,#fe0009,Zfp799,#fe0009
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Zfp804b,#00ccb1
0.0,2.300000000000002e-05,2.000000000000002e-05,#000000,Zfp869,#00ccb1
0.0,0.978,0.000978,#00f900,Zfp87,#00f900
0.610389,0.001998,0.41158799999999995,#9c0169,Zfp937,#cb0189
0.990009,0.0,0.035963999999999996,#fc0009,Zfp950,#fc0009
0.0,0.978117,0.00991,#00f903,Zfp994,#00f903
0.998001,0.0,0.035963999999999996,#fe0009,Zkscan8,#fe0009
0.0,7.500000000000007e-05,5.4000000000000045e-05,#000000,Zmym2,#00cc93
0.0,0.0001350000000000001,8.000000000000007e-05,#000000,Zranb1,#00cc79
0.319102,0.000991,0.696673,#5100b2,Zscan2,#5d00cc
