"","143A-DG-1","143B-DG-1","143D-DG-3","144A-DG-2","144C-DG-2","144D-DG-2","145A-DG-2","145B-DG-1","146A-DG-2","146C-DG-4","147C-DG-3","147D-DG-1","148A-DG-3","148B-DG-4"
"Eif5",9.15598370527537,9.08732784009493,9.23517322403093,9.53534021919231,9.40368501092605,9.03236692257559,9.16785754397768,9.05964331686807,9.24344813869872,9.52868726967358,9.47644537650463,8.93837509963123,9.31566392666532,9.12567883784248
"Eif5a",9.13172193550012,9.5083215632059,9.07030760724729,9.26391873832714,9.29929054985725,9.21531979112046,9.14024417818221,8.8269940806031,9.43124061188136,9.31778993187167,9.14234486518803,9.09818620592631,8.83978626804146,9.30237357997184
"Eif5a2",7.31286667716248,7.32065008703428,7.39533575556017,7.14428107065085,7.26363287587994,7.43226846028497,7.41405306830682,7.40134782416481,7.42364279741515,6.38938656197437,7.27491639540063,7.19696850830409,7.29514364207819,7.19437469332295
"Eif5b",8.30678390840025,8.36228021996998,8.15009690285146,8.33609678884755,8.30432310697487,8.46187884697959,8.47982573790908,8.6157242451896,8.27322652584403,8.68949523435083,8.38110780189061,8.41714456868589,8.23683341642955,8.05308456007555
"Eif6",7.64881484538459,7.45450370186361,7.85161421811687,7.26669810416892,7.5195620412941,7.4765325519398,7.54274749064205,7.07506011381276,7.55710443600758,7.43127599950884,7.38162077999818,7.5121481358937,7.60660602929572,7.32581425045732
"Elac1",7.11370829352439,7.27579387146013,7.2141234195271,7.43355647943371,7.25197730717335,7.20652754710753,6.93792855705144,7.41595714300866,7.3690938462844,7.4743569871458,7.08318035652806,7.46193737404141,7.24039848832041,7.19437469332295
"Elac2",7.3447929605671,7.54736514779044,7.56819791686551,7.39787157531137,7.27515574867592,7.38613162499091,7.63360456101118,7.48620799182845,7.25070743244972,7.70322352680713,7.42634047614288,7.31156117994095,7.60214043543663,6.99996897128358
"Elavl1",8.28840186975449,8.26598708611146,8.2044247268422,8.51556669673724,8.71110430039074,8.50647001649415,8.6316003167103,8.41823693927916,8.45475505786071,8.55326664156527,8.51752712104529,8.39312509428547,8.56411893779623,8.43850562399635
"Elavl2",6.87408001079573,7.10066654069708,6.92583247246299,6.57705343466464,6.68067626748302,6.65195155189967,6.63378946340897,6.62081242803597,6.80114958423176,6.38938656197437,6.6256165003282,6.81160631811337,6.95859045088745,7.75475629467635
"Elavl3",9.50231326480924,9.72316899618635,10.1397006310458,9.71264152977692,9.68642404344534,9.54441778497256,9.8075049818729,9.68604179237899,9.56608707129264,10.1066186257062,9.72714164591137,9.62660555991919,9.85277291111028,9.7965991988097
"Elavl4",6.50393807492685,6.8837398540098,6.26645540067602,6.53531521604793,6.26415608346729,6.53983779983095,6.23070037425295,6.53968228213843,6.54633923271521,6.54585647888108,6.44634514707198,6.22431671605636,6.82984664338991,7.04231822281836
"Elf1",6.686724488137,6.65695631224799,6.37306839320552,7.00358190787302,6.7262202692449,6.56680593646371,6.67111919392518,6.44291004308503,6.64354088880385,6.85135894122011,6.82053423846237,6.6479767133138,6.62112185528049,6.68380894652368
"Elf2",7.54514534558382,7.80971576336306,7.82322137074189,7.70105436857029,7.64066053675813,7.49801772242901,7.6583089553089,7.38653769617497,7.63318307529267,7.51582587577021,7.731566479238,7.6048232077711,7.62429854531618,7.08273699098956
"Elf3",6.00789542020775,6.00789542020775,6.37306839320552,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.42593309497704,6.00789542020775,6.00789542020775,6.00789542020775,6.2709842424115,6.00789542020775
"Elf4",6.2426267110868,6.41250197027345,6.4545480869391,6.46528419047659,6.6053910098134,6.55349638358484,6.67111919392518,6.62081242803597,6.54633923271521,6.85135894122011,6.54386587416959,6.60664552153158,6.35556973800841,6.31237987949272
"Elf5",6.21123463084131,6.32171137549819,6.26645540067602,6.22421200453504,6.18921801653438,6.22027544223045,6.00789542020775,6.44291004308503,6.00789542020775,6.54585647888108,6.38796692754587,6.46550417098897,6.13957646322335,6.00789542020775
"Elfn1",6.35950996482137,6.70421500867337,6.26645540067602,6.00789542020775,6.00789542020775,6.30797616612018,6.32267765226755,6.49380122924978,6.42593309497704,6.00789542020775,6.46410347562643,6.08447467824077,6.13957646322335,7.22888124942711
"Elfn2",8.48324579735309,8.29072273938564,8.62920242396766,8.84186884174134,8.72538409674824,8.83090121185302,8.59078012066936,8.69156831716203,8.68816056041952,8.62307637258931,8.54561885764794,8.66978100424396,8.81720138037584,8.48717840397639
"Elk1",8.58099549788444,8.46506717985431,8.64462739376107,8.65552513252933,8.57145624743613,8.80966294807771,8.64304290300439,8.81258573421349,8.68164333852414,8.46064039692487,8.67439009961492,8.57498628627109,8.71168580515177,8.71752820779427
"Elk3",6.95944344450974,6.70421500867337,6.4545480869391,6.99262654905516,6.98302557284596,6.94962630080917,6.91256201151279,6.75581685343002,6.68666108566118,6.85135894122011,6.84828850079302,7.00947470546205,6.92388124507766,6.68380894652368
"Elk4",7.82051247436888,7.45450370186361,7.93308727151567,8.05557371979922,8.01849251127717,7.98566669046361,7.89094333276325,8.16337159683409,8.05229007752516,7.8650509719432,7.99261490122598,8.14418548911873,8.0178376589536,7.64436342667929
"Ell",7.49151836326782,7.52030480154023,7.68655581671652,7.64415053723798,7.58170506810222,7.44126512015168,7.54274749064205,7.153327698391,7.50890480493475,8.1120087839948,7.70897498120654,7.67082431307862,7.65462919118883,7.44248847987502
"Ell2",6.99902094042945,7.0727903949958,6.73255067918642,6.9815291174248,7.05798619046194,6.91146983853348,6.83116793796841,6.84183370404922,6.54633923271521,6.76440542676067,7.07630027470533,6.8553593395709,7.03181818588769,7.49643908800956
"Ell3",6.602782025063,6.37002228159408,6.26645540067602,6.31352806319229,6.45059671180307,6.51135900822097,6.00789542020775,6.53968228213843,6.59705786650195,6.66489236855905,6.18746547755066,6.47793538233797,6.44313127827714,6.00789542020775
"Elmo1",7.24588510433324,7.32065008703428,7.13674102970889,6.99262654905516,6.96721837615901,6.93457729089633,7.13768373314848,6.86841145953551,6.80114958423176,6.76440542676067,6.82053423846237,6.94777307240818,7.18908716072207,7.12143948795756
"Elmo2",9.93196076519721,10.0803914392972,9.8810286935375,9.90139780994817,9.6501025203777,9.79556476060101,10.0538019800069,9.94861277698628,9.96921154922832,9.67258803505049,9.79391708980447,9.98789639938202,9.92173618594499,9.51193196801073
"Elmo3",6.63566179544702,6.60570649132144,6.00789542020775,6.51309295781023,6.45059671180307,6.39483591937061,6.32267765226755,6.69189816365652,6.72702552648133,7.00047654187876,6.55837933073128,6.66975682356774,6.71030743396943,6.43770976266223
"Elmod1",9.41404407745592,9.52651419270534,9.58468766938359,9.65769720564974,9.70954611514813,9.65175968074357,9.72818918582102,9.50044790476371,9.6173070754402,9.63175330986366,9.43087812118369,9.68439251273024,9.57508659394417,9.59537955832989
"Elmod2",6.67684485335091,6.72659719832332,6.63708515736438,6.91165864949606,6.91790995151736,6.91924593413462,6.96253326822378,7.25990644651007,6.86834774327313,6.76440542676067,6.80143439459555,6.84879210527191,6.80956002973399,7.29451391385201
"Elmod3",7.36260977931073,7.22886941816126,7.08140327400037,7.05638391172562,7.30896454930008,7.06127742923796,7.11755531469406,7.674003516983,7.4585415554331,6.92933703519492,7.24642003606426,7.3709256247474,7.22781805880523,7.15860265365279
"Elmsan1",8.04007647397378,8.11254646354432,8.47324478960798,7.74469507466221,8.29459545375633,8.14527891991223,8.1785496059248,8.28984335908391,7.9767943334122,7.80287612699331,8.01060718501853,8.15002412385799,8.38181637637452,7.49643908800956
"Eln",6.27026085800674,6.54932977785555,6.00789542020775,7.66724210852877,6.00789542020775,6.30797616612018,6.00789542020775,6.38498361370742,6.49004726141346,6.38938656197437,7.60161427045768,6.58232208765069,6.49840583131664,6.8048112679059
"Elof1",7.04911386296434,6.86582895244261,7.26251620660879,6.83509331457534,6.88328493317424,7.15463749718981,7.13768373314848,6.94312200936117,7.0148935151952,7.12740575230378,7.0192751675582,6.94485771052742,6.87828497975534,6.95542563402716
"Elovl1",6.90355576830973,7.41506368394132,6.99147485759232,6.41164700335458,7.02876769420138,7.01419119597458,6.59393047198009,7.03326208311365,6.93014613180939,6.54585647888108,6.9422869754359,6.83883306526075,6.92388124507766,7.15860265365279
"Elovl2",6.95266229805087,6.86582895244261,6.4545480869391,6.73444582197142,6.57794962724873,6.76559575407441,6.88636680389375,7.03326208311365,6.68666108566118,6.85135894122011,6.84828850079302,6.85862182562049,6.72207787015881,6.68380894652368
"Elovl4",7.65903012896425,7.29846627249477,7.35290594628984,7.67862041650085,7.77264500506172,7.44573586113636,7.63360456101118,6.98938213219476,7.18589406361482,7.59445946776865,7.63850296915079,7.58503796937382,7.39125593651631,7.66727875571544
"Elovl5",7.88687142382443,7.57379654816386,7.55025631455544,8.05974098974957,7.5195620412941,7.18953747242485,7.72946732907188,7.66238737689701,7.58814025470455,7.12740575230378,7.93072424636801,7.16555518663843,7.6631529880083,7.5479037964998
"Elovl6",7.79958482785067,7.05852495692068,7.55025631455544,7.62059485483908,7.89164938931185,7.61516985478652,7.03232398509706,7.35628705778698,7.71838927229612,7.80287612699331,7.76830014569348,7.26727257298641,7.70896634290859,7.91280790023337
"Elovl7",6.71547711512243,6.86582895244261,6.77552660397811,6.61579723854288,6.70384936778099,6.72651432900451,6.59393047198009,6.84183370404922,6.68666108566118,6.54585647888108,6.87506031057695,6.79406062860534,6.6479597614516,6.99996897128358
"Elp2",8.12899403645669,8.27593688244815,8.37399260620078,8.34281783525011,8.23977702171046,8.53103909632305,8.3936252707513,8.54718888777119,8.33370557423088,8.23114073765437,8.13264795153133,8.27935231024743,8.09202379458833,7.93121826273837
"Elp3",8.06715855525092,8.06099734016554,8.07000988736871,8.10068773545931,8.030505247916,8.09163740596208,8.23375663871079,8.04914719222569,8.093512072358,8.36118312884441,8.01060718501853,8.05851385683914,7.9888690508369,8.46306138852397
"Elp4",6.78658995089783,6.8837398540098,6.68662015836773,6.73444582197142,6.84705388820224,6.78433616007057,6.85926557489866,6.49380122924978,6.49004726141346,7.18488127009796,6.83915107129232,6.88423538901526,6.87828497975534,6.8583398139827
"Elp5",7.67586115599095,7.64963921890315,7.43615363630415,7.04607310858134,7.26363287587994,7.51491332609559,7.26792058607565,7.22564487971692,7.81068838062287,7.83435632830487,7.45989323499486,7.39849792631662,7.40734858953777,8.16436358523946
"Elp6",7.11936140328757,6.99905459290031,6.58301153406667,6.63422194747801,6.76883723198351,6.66316121689529,7.07593995950876,6.49380122924978,6.89984877392174,6.00789542020775,6.9422869754359,6.90597861722626,7.11377742973128,6.99996897128358
"Emb",6.63566179544702,6.65695631224799,6.68662015836773,6.41164700335458,6.6053910098134,6.72651432900451,6.80196716581032,6.53968228213843,6.59705786650195,6.00789542020775,6.52892935931858,6.6782575160748,6.48072398473455,7.32581425045732
"Emc1",8.45267268907057,8.4301996067399,8.42903587974467,8.5066933784022,8.48533598426824,8.60928175093268,8.5115669849498,8.3179200214861,8.37528235054344,7.73736475686674,8.33778919706221,8.4430794527603,8.46815242625543,8.38800741838357
"Emc10",8.93883323995639,8.90615776511406,8.77617115285188,8.46755579403031,8.76735671733347,8.92686720574525,8.57888951075404,8.57041899498864,8.8988008272759,8.53524057424729,8.55748265613806,8.85449964932519,8.76363166666018,9.18466771098265
"Emc2",7.54514534558382,7.43496173038022,7.13674102970889,7.24171256945507,7.40428172380942,7.47218524217057,7.28520817236913,7.69689919927359,7.49236885515097,6.92933703519492,7.4970297391011,7.36719491552374,7.37491824756909,7.41448628355017
"Emc3",8.03008475805603,7.54736514779044,7.56819791686551,7.69548547668725,7.9180619350252,7.73205435569978,7.70621753348833,7.81556277442583,7.93154627901591,7.63184724015968,7.9083226548427,7.77195007186047,7.84775658611553,7.89412246334892
"Emc4",7.7534912142208,8.12372779528247,8.09340246029472,7.96476462476894,7.63241908211447,7.65666789027988,8.01568931125008,7.56505092953468,7.67655332390181,7.95283434300652,7.72032403141394,7.60028735892831,7.26509532775615,7.9672490258115
"Emc6",7.41853962007549,7.26426587246636,7.1890104968874,7.18084974400552,7.02876769420138,7.32301054923129,7.11755531469406,7.07506011381276,7.20797492797165,7.00047654187876,7.23479162234844,7.31549450591269,7.00004107425998,7.26222996350496
"Emc7",8.31688725479318,7.81683415000073,8.00959253090064,8.15977559006947,8.01244345634961,8.09943790424212,7.99728094925375,7.88547877027112,8.16263141098582,8.65668794149005,7.81444814038106,8.09852829305819,7.86224816426882,7.94936248178265
"Emc8",7.89527071128794,7.82391142330299,8.07000988736871,7.77641723555108,7.96927440704289,7.9365601388503,8.20249483431796,8.41823693927916,7.98785757530582,7.77056301204348,8.14074694746742,8.14808082143691,7.8107637331477,8.08586812555704
"Emc9",7.0965393841688,6.90124965885801,6.85439481466697,6.38186987805531,6.93467736283833,6.8025940107843,6.77153570530918,6.91898509594166,7.06709449805736,6.38938656197437,6.63815747004025,6.75009222854323,7.07743864291255,6.68380894652368
"Emcn",6.44583857273273,6.57825099891503,6.37306839320552,6.46528419047659,6.36982946320942,6.43151562477529,6.23070037425295,6.62081242803597,6.59705786650195,6.38938656197437,6.44634514707198,6.45915576778536,6.23581576096056,6.00789542020775
"Emd",7.3447929605671,7.65776959718852,7.28586778670228,7.79711354480957,7.57303197079744,7.32301054923129,7.36755773644848,7.20806147802347,7.58814025470455,7.38642236894376,7.72408324422596,7.32914510056652,7.53298754988707,7.5479037964998
"Eme1",6.00789542020775,6.18931499394586,6.00789542020775,6.22421200453504,6.00789542020775,6.18135510461178,6.00789542020775,6.00789542020775,6.34961770516126,6.00789542020775,6.36634471613392,6.00789542020775,6.00789542020775,6.53334820788485
"Eme2",7.41012206253687,7.63320742585272,7.73385390034724,7.27489123852411,7.25197730717335,7.20652754710753,7.09698281566775,7.09525528623264,7.35027387994622,6.76440542676067,7.22302601983016,7.45161652482904,7.2086432711485,6.90835749043024
"Emg1",7.72496706160122,7.80971576336306,7.45600313633237,7.43355647943371,7.64066053675813,7.59580695941672,7.6083665283101,7.59016225445179,7.57272733276024,7.66807499050194,7.45989323499486,7.57888126106795,7.5186383810804,7.5479037964998
"Emid1",6.37842844571484,6.65695631224799,6.00789542020775,6.48980367081629,6.26415608346729,6.33192278681634,6.59393047198009,6.44291004308503,6.68666108566118,6.00789542020775,6.44634514707198,6.41184154310855,6.32989002396357,6.74700262656191
"Emilin1",6.27026085800674,6.00789542020775,6.00789542020775,6.41164700335458,6.00789542020775,6.13058685540002,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.46410347562643,6.00789542020775,6.00789542020775,6.00789542020775
"Emilin2",6.37842844571484,6.37002228159408,6.00789542020775,6.22421200453504,6.18921801653438,6.22027544223045,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.13491157999603,6.00789542020775,6.30193620520856,6.31237987949272
"Emilin3",6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.2709842424115,6.00789542020775
"Eml1",7.66241560528587,7.27579387146013,7.43615363630415,7.75536190545744,7.5195620412941,7.61900395743956,7.59553877520013,7.674003516983,7.31159194120971,8.13672206229976,7.60161427045768,7.71697952487758,7.16238456981362,7.57278609685304
"Eml2",8.36045314666944,8.16751478238368,8.26678125252914,8.33272351298848,8.2088870313181,8.43399741259981,8.30881548106547,8.54131884695743,8.66851537000385,8.38167310270176,8.37886253181699,8.44230084421126,8.48388183628608,8.5341605074391
"Eml3",6.85121509816797,6.45083195071082,6.89092431100417,6.9815291174248,6.70384936778099,6.74633581634529,6.96253326822378,6.78565099650534,6.98757710534877,6.66489236855905,6.88378172881767,6.98477330473065,7.06248828471331,7.19437469332295
"Eml4",7.88405901736217,7.69760197517618,8.12771565655231,8.35947379078488,8.10595941758561,8.11233501907638,8.11245973879118,7.79483412826387,8.11363923023239,8.65668794149005,8.19607273535608,7.79788479517627,8.06163225626664,8.25272129279914
"Eml5",9.18626912459364,9.63662419662749,9.68316003307103,9.85110229759752,9.53522310633185,9.59166692350501,9.93367209801262,10.2876099293566,9.65699604439353,9.88188279416276,9.98520407708068,9.80636366515618,10.022312069292,9.12567883784248
"Eml6",7.68252700546362,7.67386386341272,8.3551305631407,7.66724210852877,7.61575950277706,7.7527476846581,7.84991777634923,8.04058755310085,7.66227347749067,7.66807499050194,7.86895894230954,7.73603360817615,8.0241866091307,7.89412246334892
"Emp1",6.71547711512243,6.32171137549819,6.4545480869391,7.50820169652976,6.4122868113539,6.13058685540002,6.67111919392518,6.44291004308503,6.00789542020775,6.00789542020775,7.53738507861576,6.22431671605636,6.66093962183814,6.61353816032173
"Emp2",7.22084436198525,7.1669071197584,7.58586274169895,7.3149007368815,7.05798619046194,7.00025998454325,7.0543977364786,7.03326208311365,7.3690938462844,7.0661747594369,7.45516234269284,7.27954259507276,7.41794525578312,6.8048112679059
"Emp3",6.00789542020775,6.26429296080012,6.00789542020775,6.00789542020775,6.26415608346729,6.00789542020775,6.50414756771599,6.00789542020775,6.00789542020775,6.00789542020775,6.38796692754587,6.16100006099297,6.00789542020775,6.31237987949272
"Emsy",8.39126798533866,8.61943692986827,8.76918347674819,8.47365118390216,8.57542421389515,8.23239064395702,8.66564532939155,8.75843316254342,8.33370557423088,8.62307637258931,8.53765175837502,8.58132726278334,8.59328545586182,8.22392428000235
"Emx1",7.54514534558382,7.46414590574314,7.1890104968874,6.8215497994909,7.3309041023251,7.23965319163175,7.23243270435774,7.29304385033953,7.33111183960572,6.92933703519492,7.04109032909834,7.21880293930886,7.25282264650735,7.29451391385201
"Emx2",7.39308755554336,7.36365126527432,7.26251620660879,7.63830597525717,7.49184730882167,7.08711138673585,7.15739196396212,6.84183370404922,7.42364279741515,7.77056301204348,7.44084626999631,7.16555518663843,7.19564942514949,7.44248847987502
"En2",6.35950996482137,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.58175750739813,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775
"Enah",9.32185500709861,9.21058030756519,9.20473533814105,9.44749599723878,9.41675128906127,9.45365104104126,9.42757683434604,9.22356284805889,9.10596750208329,9.3784892571661,9.49869180485887,9.45919361177534,9.60642047480735,9.12567883784248
"Enc1",11.282631504432,11.0308439502305,11.27088664088,11.3653878295744,11.728667946806,11.6263340115136,11.2222996693767,11.2662126927808,11.2404611099342,11.3076856137322,10.9692644708163,11.2612359236315,11.2404222882445,11.0104991238003
"Endod1",7.38878644504451,7.65776959718852,7.2141234195271,7.44750916392094,7.41436498754517,7.42774217160251,7.62105393760851,7.51310630373861,7.29169713945161,7.83435632830487,7.3765350709846,7.43945172993712,7.74121274649934,8.11783875821618
"Endog",7.03066259208124,6.8837398540098,6.95929968566439,7.04607310858134,6.7262202692449,6.71637824898402,6.85926557489866,6.62081242803597,7.18589406361482,6.85135894122011,6.68586373881338,6.91511805916599,6.78869188692226,6.31237987949272
"Endou",6.29522346687915,6.00789542020775,6.26645540067602,6.55660026959543,6.26415608346729,6.13058685540002,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.26168243902759,6.00789542020775,6.00789542020775,6.00789542020775
"Endov",7.5376385903502,7.6081177459284,7.33103584180089,7.66151156115629,7.5195620412941,7.54388421779601,7.62105393760851,7.674003516983,7.77198967537699,7.33960689560775,7.51514431444543,7.61384199436333,7.53773042104324,7.59713995284046
"Eng",6.97284281399452,6.63189015693691,6.81602186423823,7.23324391086188,6.74786205083243,6.82040205182933,6.80196716581032,7.19015785304713,6.86834774327313,6.92933703519492,7.19906638356098,6.60186486660189,6.90595519508669,6.68380894652368
"Engase",6.85121509816797,6.78960827323097,6.68662015836773,6.8215497994909,6.80899675014393,6.78433616007057,7.36755773644848,7.11501637563724,6.76507682512673,6.66489236855905,7.0192751675582,6.85208282129235,6.87828497975534,6.99996897128358
"Enho",7.19515366984872,7.02929266846688,6.63708515736438,6.8215497994909,6.80899675014393,6.87958260912413,6.83116793796841,6.78565099650534,6.93014613180939,6.66489236855905,6.86623974082918,7.04914592248437,6.90595519508669,6.8583398139827
"Enkd1",6.66680647012941,6.86582895244261,7.1890104968874,6.61579723854288,6.7262202692449,6.82914663252853,7.15739196396212,6.65739326680745,6.95935608063115,7.12740575230378,6.80143439459555,6.66975682356774,6.8397853184016,7.32581425045732
"Enkur",6.17396694109869,6.37002228159408,6.00789542020775,6.22421200453504,6.00789542020775,6.00789542020775,6.23070037425295,6.00789542020775,6.00789542020775,6.85135894122011,6.2277521149064,6.00789542020775,6.00789542020775,6.00789542020775
"Eno1",10.0321993339919,10.1688935618372,10.1019817452689,9.97210473572583,10.0077946395618,9.99260475177644,9.92910785446987,9.85715280753062,9.97444425004174,9.85379727740104,9.74328610436216,9.88854723318159,10.054082356666,10.6714236383894
"Eno1b",6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.26415608346729,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.26168243902759,6.00789542020775,6.00789542020775,6.00789542020775
"Eno2",10.8878628762427,10.6922738221368,10.7111977774389,10.4030610785164,10.7696124158393,10.7076355825099,10.5909595949869,10.4997019949073,10.6476805234323,10.7665905090684,10.3553027188612,10.4988682433996,10.4714535169877,10.8754648985325
"Eno3",6.61395191190822,6.8837398540098,6.99147485759232,6.43932460593696,6.18921801653438,6.70608321054317,6.83116793796841,6.84183370404922,6.72702552648133,6.54585647888108,6.67427906537973,6.38972130090995,6.99191111536539,6.68380894652368
"Eno4",6.43002276588627,6.00789542020775,6.73255067918642,6.00789542020775,6.36982946320942,6.18135510461178,6.00789542020775,6.00789542020775,6.42593309497704,6.00789542020775,6.42781258070925,6.29399337985461,6.00789542020775,6.53334820788485
"Enoph1",7.53386649763447,7.50189708111144,7.28586778670228,7.33818437165906,7.42435525554448,7.21212609403097,7.59553877520013,7.40134782416481,7.61836205894488,7.83435632830487,7.42634047614288,7.28359998217444,7.39664693529005,7.59713995284046
"Enox1",7.95785717648735,7.93841439004274,7.70253112286099,7.81240844902253,7.93751180790456,7.61900395743956,7.94039549090484,7.53937595615151,8.00969890885928,8.18478315383826,7.80395256556414,7.57888126106795,7.87657202604891,7.64436342667929
"Enox2",6.602782025063,6.63189015693691,6.68662015836773,6.74974018223284,7.05798619046194,6.75603322383866,6.77153570530918,6.86841145953551,6.54633923271521,6.92933703519492,6.49763100533563,6.91511805916599,6.77802491322426,7.5224649997871
"Enpep",6.21123463084131,6.32171137549819,6.00789542020775,6.43932460593696,6.18921801653438,6.39483591937061,6.00789542020775,6.22601984242062,6.00789542020775,6.00789542020775,6.38796692754587,6.38205023615147,6.19405600790964,6.31237987949272
"Enpp1",6.31816009565364,6.51869343138762,6.00789542020775,6.63422194747801,6.26415608346729,6.69562204219355,6.00789542020775,6.22601984242062,6.59705786650195,6.00789542020775,6.51353223738123,6.52457650439661,6.69832047402426,6.00789542020775
"Enpp2",7.49151836326782,7.21678608594231,7.4755010911729,7.39787157531137,7.25197730717335,7.19523371311455,7.09698281566775,6.81428168497208,7.11643858367804,7.29060391929491,7.42146198572389,7.03874034253386,7.82197905480716,7.83631867009971
"Enpp4",7.49933784050325,7.3096176148739,7.08140327400037,7.26669810416892,7.15344181787856,7.21212609403097,7.17670181039967,7.35628705778698,7.33111183960572,7.0661747594369,7.20511122384986,7.39668167509999,7.24039848832041,7.38574090942361
"Enpp5",8.63135168581589,8.96121921297625,8.79692469570596,8.57328517616346,8.82471634035378,8.95881336976331,9.0196823821914,8.59891050693366,8.89320632047357,8.62307637258931,8.69412830573097,8.7786863251237,8.910338649897,9.16283577079295
"Enpp6",6.4758222618614,6.54932977785555,6.81602186423823,6.34944426856938,6.51842284460409,6.60487124255149,6.00789542020775,6.75581685343002,6.34961770516126,6.00789542020775,6.31852034931344,6.4327835277906,6.73364236516893,6.90835749043024
"Ensa",9.34881312658808,9.3672660598401,9.01271081346315,9.17703900485961,9.30868049338809,9.33687874265254,9.35420319625297,9.11513941885752,9.38064602416629,9.23257633545481,9.27764188515261,9.32276150976576,9.11983984613956,9.70954591525078
"Enthd2",7.26547672091982,7.42505820077382,7.10948470699337,6.7793429412464,6.86538280319681,7.14271583599172,7.28520817236913,6.84183370404922,7.31159194120971,6.92933703519492,7.01188101257113,7.30761286273603,6.89683918283702,6.8048112679059
"Entpd1",7.09074466495676,6.68103017163416,6.5229678237222,6.9702846212344,6.65661464065312,6.48109648255947,6.45219049937617,6.84183370404922,6.68666108566118,7.38642236894376,7.09000893958342,6.35800710301154,6.89683918283702,6.8583398139827
"Entpd2",6.66680647012941,6.57825099891503,6.63708515736438,6.55660026959543,6.36982946320942,6.5258025248937,6.93792855705144,6.65739326680745,6.34961770516126,6.00789542020775,6.69723989221815,6.46550417098897,6.62112185528049,6.53334820788485
"Entpd3",6.65660194161028,6.8837398540098,7.05242863364238,6.8215497994909,6.65661464065312,6.72651432900451,6.45219049937617,6.98938213219476,6.76507682512673,6.76440542676067,6.59968865167214,6.9271447004617,6.46232928715816,6.61353816032173
"Entpd4",7.95785717648735,8.20465875828764,8.15009690285146,8.38894126315366,8.19316522066748,8.18955934824311,7.86030222522349,7.91427680553581,8.07306613259596,7.43127599950884,8.16474577289062,8.10959358129321,7.84410696083749,8.1795097605239
"Entpd5",7.31286667716248,7.47370465332209,7.26251620660879,7.27489123852411,7.19156514977864,7.12454679235031,7.19563323488407,7.45864367770464,7.29169713945161,7.0661747594369,7.32428800842348,7.19254265285301,7.71710971076495,7.29451391385201
"Entpd6",7.92286691425159,7.81683415000073,8.39259245030086,7.78162442047881,7.83008425144267,7.97142070583604,8.02479469837795,7.87572951384592,8.10361481523768,7.239140530962,7.66246404088988,7.878570492881,7.61548595455467,7.79621929340727
"Entpd7",7.0965393841688,6.54932977785555,6.63708515736438,6.8077527461194,7.19156514977864,7.13064218886941,7.13768373314848,7.32514505842521,7.0148935151952,7.59445946776865,6.98931153363253,7.10917697867904,6.87828497975534,7.32581425045732
"Entpd8",6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.00789542020775,6.24981130519207,6.00789542020775,6.31852034931344,6.00789542020775,6.00789542020775,6.00789542020775
"Eny2",7.65563488767655,7.86554096723697,7.70253112286099,7.46811138904232,7.68893142895223,7.80952757266725,7.8706002347644,7.80524239908085,7.93154627901591,7.4743569871458,7.68981653110141,8.09549397317784,7.97248511732429,8.03637340030428
"Eogt",6.90355576830973,6.98352876451056,7.23861275649181,6.95888776543068,6.7262202692449,7.08711138673585,7.07593995950876,6.78565099650534,6.98757710534877,6.00789542020775,7.15566546388423,6.83211952830732,6.8592774846421,7.32581425045732
"Eomes",6.31816009565364,6.72659719832332,6.4545480869391,6.00789542020775,6.32154406374198,6.41360136698365,6.55098405737002,6.22601984242062,6.00789542020775,6.00789542020775,6.2277521149064,6.56719280423642,6.63469339012556,6.00789542020775
"Ep300",8.43987959509013,8.54037852206641,8.36459485332135,8.91873082666612,8.79801954869811,8.45990632209909,8.67123820894887,8.34541617132397,8.30812248982272,8.08681453298584,8.648851145136,8.56577469085177,8.82244604091756,7.94936248178265
"Ep400",8.95280696508204,8.76850411309031,8.76216027080815,9.25183032427963,9.07786491315828,8.96292682600802,9.1600231764431,9.0102609286495,8.74546651032783,8.55326664156527,9.06539629864798,8.83125054957469,9.2046527467773,8.68690139359408
"Epas1",8.55931250283892,7.69760197517618,7.30869831960701,9.09611302007305,8.01244345634961,7.83855131134362,7.69442058313359,8.43742986612074,8.1334583255386,7.51582587577021,8.82490422866947,7.91877017932212,8.08901669812897,8.28090332099308
