,gene,MIC,KLD,MWU,MIC_log,KLD_log,MWU_log
693,Akain1,0.0,0.1612685544487535,0.746885633390364,-inf,-1.8246842635770208,0.2918432067882265
694,Akap1,0.08778681635824426,0.12320877223432726,0.1065831695748876,-2.432843944988585,-2.093875027216837,2.2388296636282443
695,Akap10,0.0569993498564918,0.12278741428456373,0.47767502398590367,-2.8647154172390956,-2.09730075806089,0.7388246438427432
696,Akap11,0.0,0.07771026763661305,0.6513784464763926,-inf,-2.5547678857235114,0.42866447468804925
697,Akap12,0.0,0.11267679582513644,0.746885633390364,-inf,-2.1832317724349295,0.2918432067882265
698,Akap13,0.0,0.09614224482282367,0.6513784464763926,-inf,-2.341926467269221,0.42866447468804925
699,Akap14,0.0,0.20337249925766548,1.0,-inf,-1.592716009731611,-0.0
700,Akap17b,0.0,0.13452482157706921,0.47767502398590367,-inf,-2.006006549925547,0.7388246438427432
701,Akap2,0.04807593200450255,0.08114948198896021,0.17524424540000594,-3.034973601226097,-2.511462368418864,1.7415745901257922
702,Akap5,0.08804191839906039,0.2183226187740177,0.5612758361345778,-2.429942232476538,-1.5217814075366547,0.5775428077832481
703,Akap6,0.0,0.07358456415937836,0.3329216080655659,-inf,-2.609320001338302,1.0998482279297794
704,Akap7,0.017123551052122377,0.11158492620891237,0.5612758361345778,-4.067300508508528,-2.192969307970288,0.5775428077832481
705,Akap8,0.21998120926692266,0.08867875150709001,0.13763825510818278,-1.5142131487007031,-2.4227349729631493,1.9831263753478117
706,Akap8l,0.0,0.08939636877345343,0.08136112923407546,-inf,-2.4146752153741975,2.508857647863281
707,Akap9,0.0,0.08271851237075833,0.8464505968765906,-inf,-2.4923118522962264,0.16670344074632326
708,Akip1,0.18744668030382283,0.3848014270266125,0.050214863204441545,-1.6742608457259192,-0.9550278517083443,2.991444216337667
709,Akirin1,0.410176529819386,0.09346624577759886,0.045387929038794385,-0.8911676514132854,-2.3701549155926873,3.0925090894900094
710,Akirin2,0.0,0.10423066686883763,0.8464505968765906,-inf,-2.2611488852005475,0.16670344074632326
711,Akna,0.0,0.18887092937408093,0.6513784464763926,-inf,-1.6666914105786956,0.42866447468804925
712,Akr1a1,0.0,0.15692477825560655,0.746885633390364,-inf,-1.85198870783924,0.2918432067882265
713,Akr1b10,0.07265076193647557,0.16282511370422104,1.0,-2.622091401251047,-1.8150785762282757,-0.0
714,Akr1b3,0.11848409526980874,0.2682389953193504,0.08136112923407546,-2.1329765445472924,-1.315876922285434,2.508857647863281
715,Akr1d1,0.0,1.3050078045415705,0.5453987298064473,-inf,0.26620902124839857,0.6062381374944329
716,Akr1e1,0.010715078572220982,0.16676736080870208,0.08136112923407546,-4.536103317165052,-1.7911554868099504,2.508857647863281
717,Akr7a5,0.0,0.222340268513168,0.8464505968765906,-inf,-1.503546329508206,0.16670344074632326
718,Akt1,0.21868250796822153,0.1079082055184479,0.06121463495460199,-1.5201343363535453,-2.2264743621725485,2.793368984806523
719,Akt1s1,0.0,0.10037699667885519,0.746885633390364,-inf,-2.2988222147202295,0.2918432067882265
720,Akt2,0.0,0.1068565829550829,0.5612758361345778,-inf,-2.2362676898018607,0.5775428077832481
721,Akt3,0.194249401392258,0.08956671478987249,0.8464505968765906,-1.638612371374866,-2.4127715147397106,0.16670344074632326
722,Aktip,0.0,0.13309210912540168,0.47767502398590367,-inf,-2.0167138406472924,0.7388246438427432
723,Alad,0.011341238126952202,0.12080867103911583,0.8464505968765906,-4.479309804371564,-2.1135472159323614,0.16670344074632326
724,Alas1,0.05986731522445776,0.10412974353916715,0.22003136358141206,-2.815624578470153,-2.2621176233342983,1.5139851810570426
725,Alas2,0.30445348302491126,0.1444239666485053,0.8430052815358544,-1.1892369686089865,-1.9350020922754552,0.17078205583282058
726,Alcam,0.0,0.10148060796931924,0.8464505968765906,-inf,-2.2878875532429945,0.16670344074632326
727,Aldh16a1,0.0,0.26924852345544215,0.746885633390364,-inf,-1.3121204468773253,0.2918432067882265
728,Aldh18a1,0.051732394589537156,0.11991165361645682,0.5612758361345778,-2.9616711058865683,-2.121000027205883,0.5775428077832481
729,Aldh1a1,0.16958953744668004,0.08637100517165017,0.17524424540000594,-1.7743742471104695,-2.449103247785565,1.7415745901257922
730,Aldh1a3,0.21788885717457074,0.13608341157668016,0.0525472364454796,-1.5237701756747302,-1.9944872608334188,2.946042772090943
731,Aldh1b1,0.24952151023579527,0.26898470607609576,0.011821137836622302,-1.3882101541368017,-1.3131007557322931,4.437866007963605
732,Aldh1l1,0.0,0.13628435960954632,0.3329216080655659,-inf,-1.993011696610448,1.0998482279297794
733,Aldh1l2,0.0,0.1574611356905643,1.0,-inf,-1.848576608686322,-0.0
734,Aldh2,0.0,0.10514776621362011,0.8464505968765906,-inf,-2.252388620866783,0.16670344074632326
