"","143B-CA1-1","143C-CA1-1","143D-CA1-3","144A-CA1-2","144B-CA1-1","144C-CA1-2","145A-CA1-2","145B-CA1-1","146A-CA1-2","146B-CA1-2","146C-CA1-4","147C-CA1-3","148A-CA1-3"
"1190007I07Rik",6.85608048581068,6.79393949463213,6.72859244432195,6.76125443798627,6.6869142277548,6.80368636142589,6.7731089683594,6.97691267763959,6.69541841155001,6.93272727711185,6.72652270095693,6.90635851556144,6.9709077314641
"1300017J02Rik",6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.50325841490017,6.19555391767952,6.19555391767952
"1500009C09Rik",7.95025718434574,7.82102678346446,7.95659820745794,7.84211562114767,7.742904636252,7.80045606757135,7.87747595244099,7.75205260977832,7.80853748996795,7.56997181074718,7.44573064346735,7.60854413602627,7.79892505634055
"1500009L16Rik",6.95610579052844,6.48459035088829,6.67285474973149,7.11333853998686,7.14101764168556,7.01767210580914,6.86750946445971,6.19555391767952,6.94655569309889,6.84722114184239,6.19555391767952,6.80481256634511,7.01925363430465
"1500011B03Rik",7.9912132758215,7.97226614803795,7.36220648428891,8.14137342336895,8.03679732250039,8.08490551897579,8.17455706557899,7.80352207990262,8.25484805416362,7.74840970592789,7.68526209911497,8.022246495693,8.01810780901193
"1500011K16Rik",7.41979616501597,7.05150464815771,7.68254762802657,7.29824817620422,7.09149613979767,7.04944599560403,7.17684029145303,7.15494285735008,7.39155705504033,7.22732374262818,7.08042487728213,7.1437698277176,7.13104850281529
"1500015O10Rik",6.19555391767952,6.19555391767952,6.19555391767952,6.47975993039443,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.76853481083849,6.19555391767952,6.19555391767952
"1600002H07Rik",6.76881718355703,6.72122999095027,6.19555391767952,6.74350731316193,6.92024361737112,6.64804644280308,6.65869818153028,6.70611736632625,6.79174783549084,6.93272727711185,6.72652270095693,6.77229870711433,6.62512296788105
"1600002K03Rik",6.52797348874917,6.69452669156378,6.19555391767952,6.70607463518929,6.46559133277859,6.19555391767952,6.69985232659153,6.19555391767952,6.57422097125742,6.44365445092835,6.41333964785737,6.50980306594914,6.56791301583908
"1600012H06Rik",7.14031856235507,7.06675470959213,6.72859244432195,7.05996462334187,6.93618585501964,7.04944599560403,6.9829470465181,7.18627046338232,7.05300569549911,6.74763271647496,6.97212795494315,6.94539450148284,7.03904081572922
"1600014C10Rik",7.63711174161957,7.29039830360799,7.10874278515999,7.36277606513509,7.47777360691696,7.29818184254397,7.2020118057835,7.12239975516844,7.4816825857966,6.84722114184239,7.42876844000801,7.41088484931088,7.38576508762749
"1600014C23Rik",6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.47992954359012,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952
"1700001C19Rik",6.19555391767952,6.19555391767952,6.19555391767952,6.5433540488742,6.35161168489562,6.46912691312471,6.35991529013116,6.19555391767952,6.19555391767952,6.54599140129956,6.19555391767952,6.33631256631621,6.43629895886625
"1700001K19Rik",6.19555391767952,6.60363531755226,6.19555391767952,6.33782915330226,6.79591646106263,6.50130378454264,6.58008474671219,6.19555391767952,6.52372337838613,6.44365445092835,6.80753146793139,6.47673762481245,6.51824905614424
"1700001L19Rik",6.7364213996046,6.74658707727019,7.48683524772149,6.76125443798627,6.79591646106263,6.74027855255283,6.99107556654437,6.93557217915368,6.8477412056584,7.14063813661528,7.00071729081291,6.82040015976197,6.99202290985831
"1700001O22Rik",7.30588942658529,7.09639075718854,7.1927179613443,7.21983411707068,6.99652261675545,6.88742723143671,6.97472538209226,7.0159847754168,7.32172256789209,6.84722114184239,7.17556989833107,6.83558542312672,6.9637278386193
"1700001P01Rik",6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.33249403486405,6.45522198370321,6.19555391767952,6.38529461339979,6.19555391767952,6.19555391767952,6.19555391767952,6.45921590768844
"1700003E16Rik",7.61504678836232,6.93497189445622,7.61541196585069,7.27285530413464,7.17630413617595,7.26671234827695,7.3450576313111,7.48556290898853,7.63073618991811,7.42467173207043,7.00071729081291,7.19111049369436,7.02590746175169
"1700003F12Rik",6.19555391767952,6.19555391767952,6.19555391767952,6.44178276476761,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.46369509969545,6.44365445092835,6.19555391767952,6.19555391767952,6.19555391767952
"1700006E09Rik",6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.70611736632625,6.46369509969545,6.54599140129956,6.19555391767952,6.19555391767952,6.30331828006611
