"","143B-CA1-1","143C-CA1-1","143D-CA1-3","144A-CA1-2","144B-CA1-1","144C-CA1-2","145A-CA1-2","145B-CA1-1","146A-CA1-2","146B-CA1-2","146C-CA1-4","147C-CA1-3","148A-CA1-3"
"Asph",7.89920462047108,7.8349706394872,7.63258358350575,8.06066685782866,8.08198901817395,8.30346699236028,8.09050564318024,8.56748409783859,8.05549633774321,7.94523759402586,7.8821935990005,8.19490635654071,7.99814920140934
"Asphd1",7.62613491265296,7.48902980939398,7.31686978561174,7.48027513863702,7.35331605453599,7.35810787176451,7.45049582426578,7.08850639498086,7.46928944808472,7.56997181074718,7.57220070525057,7.3662852935677,7.34563255371849
"Asphd2",9.16734985768454,8.99126699026559,9.41602997305358,9.1441924551207,9.29902546608652,9.16328843074463,9.2767153095999,9.42696967434145,8.96261241841306,9.0906928313869,9.0489571577222,8.93548391851362,8.95596505407324
"Aspm",6.19555391767952,6.19555391767952,6.82484643860642,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.30331828006611
"Aspn",6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.38914392544437,6.19555391767952,6.19555391767952,6.19555391767952,6.19555391767952,6.50325841490017,6.19555391767952,6.19555391767952
"Asprv1",6.19555391767952,6.19555391767952,6.19555391767952,6.44178276476761,6.19555391767952,6.72317452634641,6.45522198370321,6.19555391767952,6.6186153965533,6.19555391767952,6.19555391767952,6.19555391767952,6.34792035172125
"Aspscr1",7.32089128653976,7.36836047526084,7.31686978561174,7.40100947152549,7.24280876633884,7.33607746308419,7.51956546716531,7.2457164174808,7.57584715815551,7.69781779842618,7.21938920328563,7.05100535214173,7.67007282180694
"Asrgl1",8.90480934464891,8.47910233830016,8.41500348158844,8.42427565322255,8.62818210303359,8.7713083653918,8.50065993021306,9.18920914405672,8.55982633155583,8.32669296459431,8.44588442297297,8.68698387938035,8.0831785630376
"Ass1",7.47216176496388,6.89777766773993,7.21896428706751,7.31479829720743,7.1647053243572,7.24237581263542,6.97472538209226,7.03477058391103,7.09169767287847,6.74763271647496,6.68071085405442,7.08314192257245,6.77217202806078
"Aste1",6.70185505932378,6.72122999095027,6.86755046618435,6.77843496806779,6.57689113003314,6.74027855255283,6.72545008377935,6.19555391767952,6.46369509969545,6.84722114184239,6.87851201094733,6.59258336454439,6.45921590768844
"Astn1",9.17728304715995,9.40474365277837,9.17102741193168,9.25613259789195,9.33250384021631,9.53659860658148,9.43683936182737,9.38708458841531,9.02497207603062,9.84329829678313,9.27178328991446,9.44010575355134,9.42673501866916
"Astn2",8.13549091733672,8.11226527556422,8.05548050246241,7.9698586187183,8.33177764640848,8.40762261306485,7.9156819985007,7.61210734262565,7.90508340049969,7.91700452005091,7.92665652560974,7.96626787350346,7.97016311599939
"Asun",7.45932227036516,7.46989543760572,7.64949038407388,7.69307518347144,7.66848399695072,7.47437276849921,7.58435101683057,7.07100399677929,7.66239255841192,7.42467173207043,7.57220070525057,7.63231801108378,7.45329953747877
"Asxl1",8.11379231468718,8.01476655187239,8.00703611986021,7.92877201242829,8.0419008187671,8.19019271456277,8.23654849702842,7.82842442902327,8.12080217570455,8.27413976388192,8.35596555807308,8.12324530162588,8.36799228298852
"Asxl2",7.45932227036516,7.60553920005139,7.61541196585069,7.55385119332583,7.78784560927792,7.74647167331626,7.56745720352982,7.18627046338232,7.52981998022376,8.10215826988819,8.26771709140009,7.80622324764346,7.78697422080601
"Asxl3",6.76881718355703,7.27871163751331,6.4350192279955,6.81128479776953,7.05222888015007,7.43486768724621,6.90520010493752,6.8443186263598,7.09169767287847,7.37902831479598,7.00071729081291,7.53390677098007,6.87108580746529
"Atad1",8.27136946468528,8.47494280236833,8.36938085067308,8.52980772900716,8.40660711793769,8.34736615885497,8.44410120166873,8.42247058644424,8.27379474750365,8.06475858451169,7.80012657819702,8.16897465349582,8.19755183522148
"Atad2",6.52797348874917,6.74658707727019,6.19555391767952,6.77843496806779,6.6869142277548,6.50130378454264,6.68653197518077,6.67345050561807,6.46369509969545,7.07740306235316,6.942337132475,6.87899268600307,6.88745908547896
"Atad2b",7.1029870086347,6.8376283078146,6.9809480910169,7.28139768582955,7.31463139924599,7.04944599560403,7.03804052276572,7.15494285735008,7.05300569549911,7.22732374262818,7.51088546113564,7.09356832374178,6.9709077314641
"Atad3a",7.60384458872504,7.43051285577162,7.96940488245858,7.4663177736237,7.80658270157513,7.46789433306811,7.62142140463263,7.92308410743045,7.4440416507348,7.28069927508268,7.61598080019317,7.59645946521548,7.5011420635377
"Atad5",6.70185505932378,6.48459035088829,6.72859244432195,6.39668011885229,6.66192224057523,6.87423618660094,6.64411063278247,6.70611736632625,6.69541841155001,6.6899440221764,6.68071085405442,6.6605671513191,6.72070791289291
"Atat1",7.87283767609721,7.70297311488368,8.03149627105007,7.7962779562783,7.71640747632664,7.88372845290583,8.02639938517822,7.94562124304985,7.92182400267483,7.7809319377124,7.89346543276779,7.77038796479548,7.82246421792607
"Atcay",9.59145957143676,9.31733018787427,9.24619739862879,9.33901762841048,9.24415632368821,9.2815449785017,9.23221248664109,9.46336446244116,9.49300372290422,9.46816813444459,9.46054358032752,9.39238002175898,9.23662504963932
"Ate1",7.79950347014669,7.94729726387361,7.95659820745794,7.91005196570251,8.06210680257883,7.97404185512227,7.94049208591695,7.76079226443115,7.92182400267483,8.20810904858725,7.96953382958578,7.96185347815879,8.17374417581158
"Atf1",7.08365398543407,6.8376283078146,7.1927179613443,6.90019356910304,6.77583383999065,7.09965412239041,6.93210874372242,6.73673995991344,6.94655569309889,7.19938675256651,7.12937436691036,6.94539450148284,6.93424525628038
"Atf2",8.17779893941102,8.45394687451673,8.36006247467538,8.41482558750238,8.58871605536681,8.5095871666367,8.29104720727757,8.29937120592603,8.18287791013214,8.29541775967648,8.19073059233962,8.61705901750445,8.55673982378737
"Atf3",7.433144996681,7.60553920005139,7.10874278515999,7.80662091860707,7.09149613979767,7.71074216766055,7.43610287819141,7.68891829635571,7.95462203449034,7.33113953485116,7.8821935990005,7.31952816271393,7.49332136753626
"Atf4",8.86818956170332,8.78255428561322,8.72554879432772,8.79706826054235,8.69766612824632,8.41349870729598,8.78155203622782,8.69830702202504,8.77389428182991,8.41625303124058,8.91744611734313,8.62764976306354,8.69296001986977
"Atf5",7.61504678836232,7.24272543277383,7.01497958634459,7.50086209603927,7.24280876633884,7.2586728044244,7.39163661714136,7.13883110628107,7.43117719852088,7.17052040894263,7.12937436691036,7.20027183952642,7.27472986758422
"Atf6",8.25841327772907,8.41529217556721,7.73037131516816,8.06897645066775,8.43688019302676,8.32560193285687,8.21457698259077,8.45276966397673,8.05549633774321,8.81994612894249,8.34035998609422,8.28001826725468,8.50016647704458
"Atf6b",8.29689782757441,8.21295114308078,8.33170127142736,8.31637590413799,8.7578833117664,8.02675725762033,8.38068624609069,8.47749878678798,8.54970058955162,8.20810904858725,7.84772084949397,8.33707637137831,8.34524749229211
"Atf7",7.64797994390596,7.89575327161027,7.6661420348414,7.62265332727686,7.65440481248771,7.55510041806412,7.60510199084434,7.89236108685283,7.40494066100288,7.81256281786519,8.16400004076646,7.61453637778201,7.37698929780744
"Atf7ip",8.3586023858192,8.59440125116166,8.1904473230183,8.38606076536126,7.79412500244889,8.46805255043542,8.15921840891201,7.98947446581561,8.09941088668397,8.21935320241887,8.58337219977401,8.41049792449361,8.50016647704458
"Atg10",6.88256257998681,6.81619185723272,7.04751634733771,7.13373346829363,6.75499092951462,7.00677379688404,6.93210874372242,6.63828652747328,6.8477412056584,6.62422766366608,7.08042487728213,6.80481256634511,6.95647385228711
"Atg101",7.50974409885616,7.73364831202792,7.99462075441163,7.7376727350558,7.64729746184547,7.57288225370636,7.72199091725352,7.73437016616198,7.52981998022376,7.48945923396946,7.08042487728213,7.65558719735442,7.56535757908091
"Atg12",7.56952392278209,7.65532924658586,8.15803778977403,7.77000897767829,7.68238702655634,7.9781786030884,7.7293655874935,7.81188208593889,7.67274645147276,7.42467173207043,7.81220818749596,7.70622459629122,7.49723910252523
"Atg13",8.44036880213761,8.50378940527096,8.46774139768182,8.17986339871021,8.16774548773951,8.65414893035584,8.32990084361409,8.28809568067556,8.39919205890821,8.32669296459431,8.53006766409463,8.27313709210478,8.27250299147211
"Atg14",6.90799077453497,7.23040301884157,6.82484643860642,7.28139768582955,7.32445166759968,7.21735884892691,7.2204228359154,7.67960317105015,7.163905849724,6.93272727711185,7.33929212199727,7.29525253746971,7.35469626798951
"Atg16l1",8.04634088570963,8.17678088179437,7.8203941943173,8.02256757522888,8.00046803947781,8.1867044683148,8.21211223159003,8.5811539145173,8.09941088668397,7.94523759402586,8.20824371162297,8.21672053489472,8.0855242739242
"Atg16l2",7.49736796492299,7.36836047526084,7.40550740544523,7.38589527854799,7.58871465045499,7.549106485502,7.44092340482004,7.28784091408191,7.163905849724,7.30626020756107,8.03114423018863,7.35095236809009,7.48147810916484
