tissue,gene,lfc,padj,logpadj,comparison,direction
DG,0610007P14Rik,-0.055044092667611386,0.9698621571063499,0.013289986003892132,yoked vs. trained,NS
DG,0610009O20Rik,0.21402477794740574,0.785015116630269,0.10512198018990628,yoked vs. trained,NS
DG,0610010F05Rik,0.10478897684870885,0.9245847768761284,0.034053261420456594,yoked vs. trained,NS
DG,0610010K14Rik,-0.2762960794306011,0.8601176579488362,0.0654421363112717,yoked vs. trained,NS
DG,0610012G03Rik,-0.5448493722791375,0.4420019191756029,0.354575844936961,yoked vs. trained,NS
DG,0610030E20Rik,-0.056349622816527174,0.9642310344476956,0.015818894557554503,yoked vs. trained,NS
DG,0610037L13Rik,-0.38939960244931954,0.4860920574706382,0.31328147504735626,yoked vs. trained,NS
DG,1110002E22Rik,0.06138487781045898,0.9815633244120047,0.008081677158653969,yoked vs. trained,NS
DG,1110004E09Rik,-0.13258988300080624,0.9254041702041267,0.03366854774452902,yoked vs. trained,NS
DG,1110004F10Rik,-0.20187597028225115,0.7479890653106762,0.1261047509456267,yoked vs. trained,NS
DG,1110008F13Rik,-0.35335745630598614,0.5317496855042643,0.2742927582824088,yoked vs. trained,NS
DG,1110008P14Rik,-0.3811722058840036,0.576385278477381,0.23928712008165381,yoked vs. trained,NS
DG,1110012L19Rik,-1.1502573364188782,0.4396663079358198,0.3568768135210398,yoked vs. trained,NS
DG,1110032A03Rik,-0.7158300391213773,0.5824058630245622,0.23477426167167098,yoked vs. trained,NS
DG,1110034G24Rik,-0.48581391779523697,0.82426638785684,0.08393240956540432,yoked vs. trained,NS
DG,1110037F02Rik,0.048371363707293995,0.9613241285233962,0.017130157081391716,yoked vs. trained,NS
DG,1110038F14Rik,0.11482444731567919,0.9415448273607794,0.02615899820496815,yoked vs. trained,NS
DG,1110051M20Rik,-0.136563230257516,0.8796980841814707,0.055666353840655464,yoked vs. trained,NS
DG,1110059E24Rik,-0.4925537925884631,0.6367369256597403,0.19603996379210428,yoked vs. trained,NS
DG,1110059G10Rik,-0.07287781190846124,0.9728958283938248,0.011933658781716395,yoked vs. trained,NS
DG,1110065P20Rik,-0.13984109054434768,0.9227965241399537,0.034894049987182686,yoked vs. trained,NS
DG,1190002N15Rik,1.7833979335692483,3.5980590531094843e-4,3.443931713077981,yoked vs. trained,trained
DG,1500009C09Rik,-0.43001929494099717,0.4459140533881748,0.3507488402479265,yoked vs. trained,NS
DG,1500011B03Rik,-0.08279743013407155,0.9259636149377617,0.03340607826645708,yoked vs. trained,NS
DG,1500011K16Rik,-0.18277466095385267,0.9050300224606267,0.043337013753120324,yoked vs. trained,NS
DG,1600002H07Rik,-0.7882764631360213,0.2776799528748157,0.5564554730409416,yoked vs. trained,NS
DG,1600012H06Rik,-0.08544524113010216,0.9685352470255552,0.013884569771756164,yoked vs. trained,NS
DG,1600014C10Rik,-0.34262010936238624,0.665685908231934,0.17673063644158019,yoked vs. trained,NS
DG,1700003E16Rik,-0.3219073983553898,0.750441124691195,0.12468337433971871,yoked vs. trained,NS
DG,1700017B05Rik,0.2071168687877688,0.9050300224606267,0.043337013753120324,yoked vs. trained,NS
DG,1700019D03Rik,-0.10493198492505088,0.9650750925183327,0.01543889287638304,yoked vs. trained,NS
DG,1700021F05Rik,-0.28303236143316085,0.8541663174864285,0.06845755819389852,yoked vs. trained,NS
DG,1700025G04Rik,0.2795157230121202,0.546971430817497,0.2620353569615198,yoked vs. trained,NS
DG,1700030K09Rik,-0.589563632252053,0.5262989804357782,0.27876747131189666,yoked vs. trained,NS
DG,1700037H04Rik,-0.030750516800237812,0.9893328589860176,0.004657566340238102,yoked vs. trained,NS
DG,1700047I17Rik2,-0.09520759969438038,0.970158440124987,0.01315733372044758,yoked vs. trained,NS
DG,1700066M21Rik,-0.10214505021036056,0.9470046542120993,0.023647886578917355,yoked vs. trained,NS
DG,1700123O20Rik,-0.010262288016517972,0.9965775906449382,0.0014888827365721945,yoked vs. trained,NS
DG,1700128F08Rik,-0.2805319624875629,0.8124640836831901,0.0901958286296654,yoked vs. trained,NS
DG,1810010H24Rik,0.1701901429282867,0.9421967525506468,0.025858396968688174,yoked vs. trained,NS
DG,1810013L24Rik,0.3445967731890884,0.5435316321386559,0.26477517602384487,yoked vs. trained,NS
DG,1810022K09Rik,-0.24449192074182086,0.8616627518878164,0.06466268040851898,yoked vs. trained,NS
DG,1810026J23Rik,-0.01095405248357203,0.9893328589860176,0.004657566340238102,yoked vs. trained,NS
DG,1810030O07Rik,-0.3282530053197502,0.6893672731808604,0.1615493380071703,yoked vs. trained,NS
DG,1810032O08Rik,0.1185633668532788,0.9550123631104943,0.01999100622158035,yoked vs. trained,NS
DG,1810037I17Rik,-0.168119232853657,0.9296102418546534,0.03169910014688368,yoked vs. trained,NS
DG,1810041L15Rik,0.21305808995795839,0.762858049148846,0.11755626703424664,yoked vs. trained,NS
DG,1810043G02Rik,0.03922061511734465,0.970158440124987,0.01315733372044758,yoked vs. trained,NS
DG,1810055G02Rik,0.3723226138290032,0.684387927917875,0.16469765968747088,yoked vs. trained,NS
DG,2010107E04Rik,-0.3877539909704212,0.7141923461907441,0.14618480833665126,yoked vs. trained,NS
DG,2010107G23Rik,0.04563322190243976,0.9836939793579046,0.0071399866770912625,yoked vs. trained,NS
DG,2010111I01Rik,0.9631527235031225,0.10394752466423132,0.9831858482032676,yoked vs. trained,NS
DG,2010300C02Rik,0.04750761840830723,0.9105057427667923,0.04071731066635556,yoked vs. trained,NS
DG,2010315B03Rik,0.2883498538007883,0.8761733113922914,0.05740997974901526,yoked vs. trained,NS
DG,2210013O21Rik,-0.49200418806014995,0.7040036226916984,0.15242510604117443,yoked vs. trained,NS
DG,2210016F16Rik,-0.6074908247673092,0.6443732392686933,0.19086250406794322,yoked vs. trained,NS
DG,2210016L21Rik,-0.1603747749343229,0.750441124691195,0.12468337433971871,yoked vs. trained,NS
DG,2210418O10Rik,0.5540590715504391,0.5824058630245622,0.23477426167167098,yoked vs. trained,NS
DG,2300009A05Rik,-0.15404093353982132,0.9534026869541358,0.02072362844452336,yoked vs. trained,NS
DG,2310009B15Rik,-0.01629327616463278,0.9948288310602852,0.002251636963671812,yoked vs. trained,NS
DG,2310011J03Rik,-0.5931782382896225,0.4818643636222441,0.31707519084859626,yoked vs. trained,NS
DG,2310022A10Rik,-0.008654831011137572,0.9958498188947035,0.0018061512782068048,yoked vs. trained,NS
DG,2310022B05Rik,-0.13569721390099318,0.9050300224606267,0.043337013753120324,yoked vs. trained,NS
DG,2310033P09Rik,-0.09057077177643243,0.9532001592355943,0.02081589377508406,yoked vs. trained,NS
DG,2310035C23Rik,-0.24082622965975928,0.5887542779618395,0.23006592421384003,yoked vs. trained,NS
DG,2310036O22Rik,-0.017553449642127014,0.9893328589860176,0.004657566340238102,yoked vs. trained,NS
DG,2310057M21Rik,0.1800451255660075,0.8522031471726706,0.06945686628998862,yoked vs. trained,NS
DG,2310061I04Rik,-0.08270692215352589,0.9255581852035808,0.03359627413577388,yoked vs. trained,NS
DG,2410002F23Rik,-0.5118341366357787,0.09262514793101238,1.033271085403211,yoked vs. trained,yoked
DG,2410004B18Rik,-0.06448761387398791,0.968890781708727,0.013725176070556778,yoked vs. trained,NS
DG,2410004P03Rik,0.6314663293144134,0.6328626779596892,0.1986905153763199,yoked vs. trained,NS
DG,2410015M20Rik,-0.17812405831072065,0.9157205496883805,0.0382370396997206,yoked vs. trained,NS
DG,2410016O06Rik,0.1820306956547181,0.8997043667279243,0.045900171661258045,yoked vs. trained,NS
DG,2410089E03Rik,-0.08033759429228472,0.9080119123888741,0.04190845384585522,yoked vs. trained,NS
DG,2410131K14Rik,0.31274395008801165,0.7479890653106762,0.1261047509456267,yoked vs. trained,NS
DG,2510002D24Rik,-0.5473369026431603,0.5720757073295342,0.24254649375982143,yoked vs. trained,NS
DG,2510009E07Rik,0.3525482443986839,0.5509697534824746,0.2588722419035894,yoked vs. trained,NS
DG,2510039O18Rik,-0.00779702742963612,0.9955893512548968,0.0019197572180949497,yoked vs. trained,NS
DG,2610001J05Rik,0.0932264613992271,0.968890781708727,0.013725176070556778,yoked vs. trained,NS
DG,2610002M06Rik,0.1810198553936968,0.8788110545712876,0.05610448872340445,yoked vs. trained,NS
DG,2610008E11Rik,-0.46681886649252435,0.4051491403266349,0.3923850782718495,yoked vs. trained,NS
DG,2610021A01Rik,-0.1079970396223197,0.9317545992931637,0.030698454820206132,yoked vs. trained,NS
DG,2610044O15Rik8,0.13104607505570431,0.8997043667279243,0.045900171661258045,yoked vs. trained,NS
DG,2610301B20Rik,-0.27221023209739087,0.6210069568254664,0.20690353461570896,yoked vs. trained,NS
DG,2610507B11Rik,0.01225011892664294,0.987258926309707,0.005568930896534336,yoked vs. trained,NS
DG,2610524H06Rik,-0.41763775684665155,0.7928534696575014,0.10080706892369116,yoked vs. trained,NS
DG,2700049A03Rik,0.028358513858558768,0.9893328589860176,0.004657566340238102,yoked vs. trained,NS
DG,2700060E02Rik,0.03776239332278095,0.9766004705342447,0.010283070805144547,yoked vs. trained,NS
DG,2700062C07Rik,-0.5133106771729349,0.7118189823276557,0.14763043469374662,yoked vs. trained,NS
DG,2700081O15Rik,-0.014513875911061106,0.9893328589860176,0.004657566340238102,yoked vs. trained,NS
DG,2810004N23Rik,0.22365442375117725,0.9147190934309899,0.03871225555453773,yoked vs. trained,NS
DG,2810006K23Rik,0.15518448844905877,0.9291408130516501,0.03191846286636895,yoked vs. trained,NS
DG,2810021J22Rik,-0.044176610234972,0.9892746967986611,0.004683098959840001,yoked vs. trained,NS
DG,2810403A07Rik,0.0035009755759901353,0.9970445412173443,0.0012854399101861077,yoked vs. trained,NS
DG,2810428I15Rik,-0.5175470872597268,0.5979825821580366,0.22331146581563274,yoked vs. trained,NS
DG,2810459M11Rik,-0.027861088709026923,0.9917543082876653,0.0035959042276506054,yoked vs. trained,NS
DG,2810474O19Rik,-0.3422738515723287,0.7515584904965052,0.12403721452965663,yoked vs. trained,NS
DG,2900011O08Rik,-0.07247573440478824,0.926972633102111,0.03293308728827778,yoked vs. trained,NS
DG,2900026A02Rik,0.07125322490029694,0.9317091750508711,0.030719627754231277,yoked vs. trained,NS
DG,2900055J20Rik,0.35438434893618204,0.6975573051097306,0.15642010881328464,yoked vs. trained,NS
DG,3110002H16Rik,-0.2168715508071477,0.8129632141343606,0.08992910540212054,yoked vs. trained,NS
DG,3110035E14Rik,-0.3079249407246805,0.733892129283721,0.13436776991990806,yoked vs. trained,NS
DG,3110043O21Rik,-0.19069186294387586,0.8298522612339646,0.08099921827683217,yoked vs. trained,NS
DG,3110082I17Rik,0.7370582073642534,0.4820556774275731,0.31690279785432507,yoked vs. trained,NS
DG,3830406C13Rik,-0.16271254580068253,0.9254041702041267,0.03366854774452902,yoked vs. trained,NS
DG,4430402I18Rik,-0.0996995900050319,0.9634075753994695,0.016189943093981356,yoked vs. trained,NS
DG,4833420G17Rik,0.05574523463234889,0.9610554179495097,0.01725156861060003,yoked vs. trained,NS
DG,4833439L19Rik,0.07295282781769843,0.9089191774131559,0.04147473324012701,yoked vs. trained,NS
DG,4921524J17Rik,-0.4588265777512447,0.5956134838179173,0.2250354790168545,yoked vs. trained,NS
DG,4930402H24Rik,-0.15404433370988282,0.8266216626749767,0.08269321766436322,yoked vs. trained,NS
DG,4930430F08Rik,-0.6508203592124612,0.527182379523568,0.27803911397468617,yoked vs. trained,NS
DG,4930447C04Rik,-0.011886588629039406,0.9968641291405026,0.0013640312426976638,yoked vs. trained,NS
DG,4930453N24Rik,-0.19227760388488796,0.8997043667279243,0.045900171661258045,yoked vs. trained,NS
DG,4930503L19Rik,0.07863795990486348,0.9457731236305263,0.024213031645187354,yoked vs. trained,NS
DG,4930539E08Rik,-0.37789772635401236,0.7616916359945055,0.11822081329381029,yoked vs. trained,NS
DG,4930562C15Rik,-0.18607029024946817,0.9224187819240992,0.03507186269194411,yoked vs. trained,NS
DG,4931406C07Rik,-0.05086844435257535,0.9815633244120047,0.008081677158653969,yoked vs. trained,NS
DG,4931406P16Rik,0.20366764322875786,0.8202058252111176,0.08607715062027196,yoked vs. trained,NS
DG,4931428F04Rik,0.09815641379579755,0.9426384969991681,0.025654827792058413,yoked vs. trained,NS
DG,4931428L18Rik,-0.21481969802129322,0.9387320763676755,0.027458342087830264,yoked vs. trained,NS
DG,4932438A13Rik,0.037960148717882794,0.970158440124987,0.01315733372044758,yoked vs. trained,NS
DG,4933427D14Rik,0.22286169984632156,0.7661632826413893,0.1156786648409697,yoked vs. trained,NS
DG,4933434E20Rik,0.06201807215278603,0.9471427859457394,0.023584544255579567,yoked vs. trained,NS
DG,5031439G07Rik,0.3559796651360762,0.1813459633308454,0.7414921071508231,yoked vs. trained,NS
DG,5330417C22Rik,-0.07865886080874449,0.9255581852035808,0.03359627413577388,yoked vs. trained,NS
DG,5730409E04Rik,-0.06452296457862457,0.9401556452445919,0.02680024185220061,yoked vs. trained,NS
DG,5730455P16Rik,-0.18085101956404637,0.7809204291242463,0.10739321574213682,yoked vs. trained,NS
DG,5730480H06Rik,0.5518863259565688,0.6297037180840489,0.2008637423996704,yoked vs. trained,NS
DG,6030419C18Rik,-0.1046505329370298,0.8712911080585458,0.0598367181257004,yoked vs. trained,NS
DG,6030458C11Rik,-0.3376350638927912,0.4798798683729207,0.318867468942222,yoked vs. trained,NS
DG,6330408A02Rik,0.16905964804681606,0.9329685415104393,0.030132999853456424,yoked vs. trained,NS
DG,6430548M08Rik,0.007384301475824914,0.9909994265818313,0.00392659680878981,yoked vs. trained,NS
DG,8030462N17Rik,0.10032926550061867,0.9261735816698836,0.03330761105387535,yoked vs. trained,NS
DG,9030624J02Rik,0.11671947888476812,0.8967090684702123,0.047348438173857296,yoked vs. trained,NS
DG,9130011E15Rik,-0.28188811072344105,0.7746350092573372,0.11090287917578713,yoked vs. trained,NS
DG,9130401M01Rik,-0.06544348771193112,0.9577080695205985,0.018766853257139185,yoked vs. trained,NS
DG,9230110C19Rik,-0.7375205204891659,0.41074908196322574,0.38642339855327995,yoked vs. trained,NS
DG,9330151L19Rik,-0.3251703585692234,0.6516630609880364,0.18597689595043382,yoked vs. trained,NS
DG,9330159F19Rik,-0.1292321056421577,0.8473715750732198,0.07192610842081945,yoked vs. trained,NS
DG,9330182L06Rik,0.31476134559453667,0.8339157777724903,0.07887780918921372,yoked vs. trained,NS
DG,9430015G10Rik,-0.11330205105339355,0.927175894088568,0.03283786824421135,yoked vs. trained,NS
DG,9430016H08Rik,0.19469801297758688,0.9205275932891471,0.03596318876387212,yoked vs. trained,NS
DG,9430020K01Rik,0.30608111565309964,0.7928534696575014,0.10080706892369116,yoked vs. trained,NS
DG,9530068E07Rik,0.03270213673759437,0.9681145294448154,0.014073261944031416,yoked vs. trained,NS
DG,9530077C05Rik,0.5057650330840037,0.7094896552676498,0.14905393240231968,yoked vs. trained,NS
DG,9930021J03Rik,-0.007192207427714448,0.9949357843413394,0.0022049488082301998,yoked vs. trained,NS
DG,9930111J21Rik2,0.009827885648541581,0.9949357843413394,0.0022049488082301998,yoked vs. trained,NS
DG,A230046K03Rik,-0.09940212105250565,0.9050300224606267,0.043337013753120324,yoked vs. trained,NS
DG,A230050P20Rik,-0.3105602564467929,0.5078955238235359,0.29422561467151,yoked vs. trained,NS
DG,A430005L14Rik,-0.46230546904036457,0.8482413773162796,0.0714805464225941,yoked vs. trained,NS
DG,A430033K04Rik,-0.025540146845408458,0.986787841150074,0.005776210371966525,yoked vs. trained,NS
DG,A430078G23Rik,0.21219955846931332,0.9201269433546304,0.036152252007429775,yoked vs. trained,NS
DG,A430105I19Rik,-0.11821819870636799,0.9254041702041267,0.03366854774452902,yoked vs. trained,NS
DG,A730017C20Rik,-0.08188287869258234,0.9513014129771014,0.021681858191015656,yoked vs. trained,NS
DG,A830010M20Rik,1.4690754760470668,1.6763394647656251e-7,6.7756380306065855,yoked vs. trained,trained
DG,A830018L16Rik,0.2158996852421723,0.4818643636222441,0.31707519084859626,yoked vs. trained,NS
DG,A830080D01Rik,-0.0778567335002216,0.973733282708377,0.011559985329470591,yoked vs. trained,NS
DG,A930011G23Rik,0.670783808427305,0.7352644292778144,0.13355644387734608,yoked vs. trained,NS
DG,AA415398,-0.898090417236914,0.5599913236901312,0.25181870174860277,yoked vs. trained,NS
DG,Aaas,-0.07440545519278487,0.9650750925183327,0.01543889287638304,yoked vs. trained,NS
DG,Aacs,-0.26184504749658954,0.7940384317549114,0.10015847705002799,yoked vs. trained,NS
DG,Aagab,0.04135428780245048,0.9630694469060608,0.016342394785508793,yoked vs. trained,NS
DG,Aak1,-0.11543546006268611,0.7928534696575014,0.10080706892369116,yoked vs. trained,NS
DG,Aamdc,-0.5341234034184329,0.6537110958511,0.1846141434171205,yoked vs. trained,NS
DG,Aamp,8.438498197834769e-4,0.9994240589903483,2.502000595491043e-4,yoked vs. trained,NS
DG,Aar2,-0.06963999318120809,0.9427519755527825,0.02560254884992303,yoked vs. trained,NS
DG,Aars,0.27086729101411466,0.4459140533881748,0.3507488402479265,yoked vs. trained,NS
DG,Aars2,-0.26302392899678817,0.684387927917875,0.16469765968747088,yoked vs. trained,NS
DG,Aarsd1,-0.23347533196976616,0.7278666680759623,0.13794816824485767,yoked vs. trained,NS
DG,Aasdh,-0.4301145832736678,0.7351631020052531,0.1336162984087298,yoked vs. trained,NS
DG,Aasdhppt,0.0826045964785467,0.9410670296943887,0.026379441833491307,yoked vs. trained,NS
DG,Aatf,0.25840928812162894,0.8634573781947941,0.06375909512218057,yoked vs. trained,NS
DG,Aatk,-0.1684986438218896,0.5979825821580366,0.22331146581563274,yoked vs. trained,NS
DG,Abat,0.06995065703442362,0.9531610578372401,0.020833709413998886,yoked vs. trained,NS
DG,Abca1,0.13213506085983026,0.9254041702041267,0.03366854774452902,yoked vs. trained,NS
DG,Abca2,0.006207347555641416,0.9939907278313554,0.0026176667802110696,yoked vs. trained,NS
DG,Abca3,0.10794520093667596,0.870786548518762,0.0600882883461434,yoked vs. trained,NS
DG,Abca5,0.6246781567940117,0.1833974852624985,0.7366066236502288,yoked vs. trained,NS
DG,Abca7,-0.2588200372212746,0.8339157777724903,0.07887780918921372,yoked vs. trained,NS
DG,Abca8b,0.020466310214204673,0.9893328589860176,0.004657566340238102,yoked vs. trained,NS
DG,Abcb10,-0.22235104749508586,0.6862839090597674,0.16349618366575497,yoked vs. trained,NS
DG,Abcb1a,0.1255237151706918,0.9644770214087486,0.01570811492964731,yoked vs. trained,NS
DG,Abcb4,0.21290929534591066,0.9157205496883805,0.0382370396997206,yoked vs. trained,NS
DG,Abcb6,-0.0071007361352716965,0.9965775906449382,0.0014888827365721945,yoked vs. trained,NS
DG,Abcb7,0.11339352475552347,0.9050300224606267,0.043337013753120324,yoked vs. trained,NS
DG,Abcb8,-0.03663405842558995,0.970158440124987,0.01315733372044758,yoked vs. trained,NS
DG,Abcb9,-0.10583916838982829,0.9387320763676755,0.027458342087830264,yoked vs. trained,NS
DG,Abcc1,-0.0018305246153086218,0.9994240589903483,2.502000595491043e-4,yoked vs. trained,NS
DG,Abcc10,-0.26322042358579617,0.8124640836831901,0.0901958286296654,yoked vs. trained,NS
DG,Abcc4,0.02445263976074386,0.9915926680322746,0.0036666931233538444,yoked vs. trained,NS
DG,Abcc5,-0.06969171354530777,0.9199988523271383,0.03621271442433795,yoked vs. trained,NS
DG,Abcc8,-0.02993672486107084,0.970158440124987,0.01315733372044758,yoked vs. trained,NS
DG,Abcd1,-0.33582966727398306,0.7552002062925287,0.12193790007691721,yoked vs. trained,NS
DG,Abcd2,0.329337793816018,0.5574954856129666,0.2537586450175878,yoked vs. trained,NS
DG,Abcd3,-0.07511146168671358,0.9365857149629838,0.028452470470297475,yoked vs. trained,NS
DG,Abcd4,-0.2389947981667251,0.8854025204289268,0.05285924607208285,yoked vs. trained,NS
DG,Abce1,0.013784291024618962,0.9885404875934766,0.00500553861298615,yoked vs. trained,NS
DG,Abcf1,0.05051381615851457,0.9472273341207821,0.023545778012899272,yoked vs. trained,NS
DG,Abcf2,0.01984748840074342,0.9840007361917905,0.007004576645983035,yoked vs. trained,NS
DG,Abcf3,-0.03195680926837456,0.970158440124987,0.01315733372044758,yoked vs. trained,NS
DG,Abcg1,-0.015776154961051014,0.9885404875934766,0.00500553861298615,yoked vs. trained,NS
DG,Abcg2,0.4976126985774704,0.6975573051097306,0.15642010881328464,yoked vs. trained,NS
DG,Abcg4,-0.21092511226045219,0.731530181593413,0.13576775097534738,yoked vs. trained,NS
DG,Abhd10,0.01704781778645187,0.9941561128984205,0.002545412738698845,yoked vs. trained,NS
DG,Abhd11,0.14870489891560282,0.9254041702041267,0.03366854774452902,yoked vs. trained,NS
DG,Abhd12,0.05303065910438191,0.9250565520958813,0.033831716436711616,yoked vs. trained,NS
DG,Abhd13,0.009577102560333188,0.9941561128984205,0.002545412738698845,yoked vs. trained,NS
DG,Abhd14a,-0.3687004251537126,0.7794088691672272,0.10823465652578923,yoked vs. trained,NS
DG,Abhd14b,-0.27229451832479823,0.8740875081777235,0.058445086340121195,yoked vs. trained,NS
DG,Abhd16a,-0.06801226712588775,0.9321633156366982,0.030507992295988887,yoked vs. trained,NS
DG,Abhd17a,0.1182918691280541,0.9023333101850456,0.04463301009046421,yoked vs. trained,NS
DG,Abhd17b,0.26840389323940267,0.7410077273265655,0.13017726311677286,yoked vs. trained,NS
DG,Abhd17c,-0.16441578027098142,0.8345263639169785,0.07855993876567309,yoked vs. trained,NS
DG,Abhd18,-0.5508703073845319,0.4820556774275731,0.31690279785432507,yoked vs. trained,NS
DG,Abhd2,0.6771646395852632,0.01327254669869588,1.8770457379438403,yoked vs. trained,trained
DG,Abhd3,0.24570151692998943,0.8552026748402957,0.06793094944267913,yoked vs. trained,NS
DG,Abhd4,-0.21698661205973166,0.8051423978767378,0.09412730330539573,yoked vs. trained,NS
DG,Abhd5,0.14543276133497282,0.9329685415104393,0.030132999853456424,yoked vs. trained,NS
DG,Abhd6,-0.3627587729888981,0.4798798683729207,0.318867468942222,yoked vs. trained,NS
DG,Abhd8,-0.2016779085001042,0.6257124330676066,0.2036252153932499,yoked vs. trained,NS
DG,Abi1,-0.035325630175266375,0.9483508363491318,0.023030968459893896,yoked vs. trained,NS
DG,Abi2,-0.015254529641575636,0.9812014951987981,0.008241798667758917,yoked vs. trained,NS
DG,Abl1,0.015128029613289186,0.9893328589860176,0.004657566340238102,yoked vs. trained,NS
DG,Abl2,0.14472534999449438,0.8864565062146055,0.05234256809959052,yoked vs. trained,NS
DG,Ablim1,0.08103232309726546,0.8984127726696672,0.04652408236934562,yoked vs. trained,NS
DG,Ablim2,-0.08943792625419252,0.8518540741860932,0.06963479514363562,yoked vs. trained,NS
DG,Ablim3,0.14291582486961552,0.8474771603970213,0.07187199725137218,yoked vs. trained,NS
DG,Abr,0.07311937602025503,0.8605081656785867,0.06524500413674049,yoked vs. trained,NS
DG,Abt1,0.46283290969525986,0.6516630609880364,0.18597689595043382,yoked vs. trained,NS
DG,Abtb1,-0.30807903619839294,0.6040709652522649,0.21891203818836458,yoked vs. trained,NS
DG,Abtb2,0.2042578239025664,0.9365770488971441,0.02845648894071194,yoked vs. trained,NS
DG,Acaa1a,-0.10025603689703237,0.9054442761799245,0.04313827234301176,yoked vs. trained,NS
DG,Acaa2,0.2815360803226932,0.8899141178865025,0.05065190338618396,yoked vs. trained,NS
DG,Acaca,-0.16394188865698922,0.8139602371429003,0.08939681035799281,yoked vs. trained,NS
DG,Acad10,0.13822561092745095,0.9500837954921917,0.0222380891164441,yoked vs. trained,NS
DG,Acad11,-0.16859843758230758,0.882888846186273,0.054093969725467636,yoked vs. trained,NS
DG,Acad8,-0.28661553341687435,0.7928534696575014,0.10080706892369116,yoked vs. trained,NS
DG,Acad9,0.022464456735776153,0.9893328589860176,0.004657566340238102,yoked vs. trained,NS
DG,Acadl,0.5818742177381887,0.6163710605972965,0.21015776015145424,yoked vs. trained,NS
DG,Acadm,-0.2876479271030817,0.8124640836831901,0.0901958286296654,yoked vs. trained,NS
DG,Acadsb,-0.005789522423096536,0.9958498188947035,0.0018061512782068048,yoked vs. trained,NS
DG,Acadvl,0.0099757060709405,0.9949357843413394,0.0022049488082301998,yoked vs. trained,NS
DG,Acan,1.9645385801010828,5.249641557420393e-10,9.279870348965243,yoked vs. trained,trained
DG,Acap2,-0.038870751050908335,0.9617814951478866,0.01692358308719927,yoked vs. trained,NS
DG,Acap3,0.022849418025250742,0.970158440124987,0.01315733372044758,yoked vs. trained,NS
DG,Acat1,-0.09543038976554744,0.9201269433546304,0.036152252007429775,yoked vs. trained,NS
DG,Acat2,-0.17595501036833133,0.8899141178865025,0.05065190338618396,yoked vs. trained,NS
DG,Acbd3,0.1092837051896179,0.9201269433546304,0.036152252007429775,yoked vs. trained,NS
DG,Acbd4,-0.15152707958841732,0.894607555335642,0.048367438349006274,yoked vs. trained,NS
DG,Acbd5,0.07470444378580644,0.9317545992931637,0.030698454820206132,yoked vs. trained,NS
DG,Acbd6,0.13063958275560358,0.8605081656785867,0.06524500413674049,yoked vs. trained,NS
DG,Acd,-0.34314398022964226,0.6092176837185892,0.2152274989178414,yoked vs. trained,NS
DG,Acer3,-0.24281497686565906,0.7600469916348389,0.11915955564447021,yoked vs. trained,NS
DG,Ache,-0.2621627762542765,0.8019799387274268,0.0958364953180158,yoked vs. trained,NS
DG,Acin1,0.021279849016589938,0.9712563300647794,0.012666137711497546,yoked vs. trained,NS
DG,Ackr1,0.11445874581562937,0.927175894088568,0.03283786824421135,yoked vs. trained,NS
DG,Ackr3,0.004309024191869786,0.9978824934055642,9.205964582409429e-4,yoked vs. trained,NS
DG,Acly,-0.22405027674628084,0.5829710204731333,0.23435303351099943,yoked vs. trained,NS
DG,Aco1,-0.11219996485850013,0.9210319887234829,0.03572528588910594,yoked vs. trained,NS
DG,Aco2,0.14569030263229305,0.682811718850993,0.1656990338539557,yoked vs. trained,NS
DG,Acot1,0.8834871767679128,0.31881374386165634,0.49646296470811435,yoked vs. trained,NS
DG,Acot11,0.7051687434152297,0.18744367143582802,0.7271292178559017,yoked vs. trained,NS
DG,Acot13,-0.13297148382749385,0.9034871424224387,0.04407802352885818,yoked vs. trained,NS
DG,Acot2,0.733159334742666,0.5387924259801259,0.2685785179567672,yoked vs. trained,NS
DG,Acot3,-0.020721200627135585,0.9949357843413394,0.0022049488082301998,yoked vs. trained,NS
DG,Acot5,0.022580249226417666,0.9917543082876653,0.0035959042276506054,yoked vs. trained,NS
DG,Acot6,-0.23234148684293363,0.9105057427667923,0.04071731066635556,yoked vs. trained,NS
DG,Acot7,-0.2907875671294232,0.641522260867224,0.1927882689787493,yoked vs. trained,NS
DG,Acot8,-0.2907751068600576,0.8098026274688693,0.09162081846241878,yoked vs. trained,NS
DG,Acot9,0.18665944498813958,0.9116154529246441,0.04018832164104632,yoked vs. trained,NS
DG,Acox1,0.0616231233692158,0.925220159872882,0.03375491283812185,yoked vs. trained,NS
DG,Acox3,-0.450295990181185,0.5840654817065843,0.23353845982319554,yoked vs. trained,NS
DG,Acp1,0.14548733557239074,0.8899141178865025,0.05065190338618396,yoked vs. trained,NS
DG,Acp2,-0.016854078175780916,0.9893231973595489,0.004661807593838665,yoked vs. trained,NS
DG,Acp6,0.11940897361910915,0.9338588437597335,0.029718764036627505,yoked vs. trained,NS
DG,Acrbp,0.004707551509866356,0.997927854379869,9.008550826542733e-4,yoked vs. trained,NS
DG,Acsbg1,0.27864967684298897,0.7476041615320902,0.12632828979000493,yoked vs. trained,NS
DG,Acsf3,-0.08873007242469448,0.948810781849549,0.022820388828928465,yoked vs. trained,NS
DG,Acsl1,-0.07470684875396622,0.92584679497557,0.03346087249890302,yoked vs. trained,NS
