"","143A-DG-1","143B-DG-1","143D-DG-3","144A-DG-2","144C-DG-2","144D-DG-2","145A-DG-2","145B-DG-1","146A-DG-2","146C-DG-4","147C-DG-3","147D-DG-1","148A-DG-3","148B-DG-4"
"Arl16",6.86091621902354,6.88117748980138,6.85456784300786,6.55305863658497,6.16979556208309,6.84776407273955,6.51135915942339,6.64659115321666,6.40380856788695,6.99946010811265,6.62982378305885,6.73653046285697,6.71284067879213,6.66973204795558
"Arl2",7.2148917835261,6.99156629385751,7.09957124970136,6.83992615551237,6.91363359910829,7.15571073980846,7.11345857474033,6.98731489599054,7.23195379605143,7.32947232500784,6.89618632842537,7.01851545425201,7.05589313721217,7.01654900489832
"Arl2bp",8.30917562863185,8.32429191765969,8.26234650784326,8.02439497384738,7.97177747013171,8.07914468324149,7.84741952209249,7.64850719441366,7.93530500495305,7.85157720681007,7.89785625986471,7.95332511192254,8.11021750753257,8.23173616084965
"Arl3",7.63034411877615,7.49496781533578,7.5523861705215,7.45471933016695,7.41851044877188,7.57638771199766,7.68191848860923,7.06980598834536,7.68453155755242,7.46255590015316,7.47562424876882,7.52258068710441,7.37806021912094,7.83124653412086
"Arl4a",7.29123985384454,7.07661199569908,7.33864427595262,8.24620747092736,7.76332224772931,7.01446950542104,7.43331572817435,7.32959100245779,7.09964072623615,8.09882847404841,7.84185710759551,6.97384506770439,7.22323321027004,7.41523168884282
"Arl4c",7.12168910246004,7.31682554737699,6.95436796797982,7.01027596362378,6.71336581321501,6.80678592646472,6.84085938059306,6.84749462521969,6.82772532625728,6.93165098986756,7.11119390746858,6.85592331165044,6.93120141665665,7.41523168884282
"Arl4d",8.3643952662634,7.73457921643576,7.4979384944416,8.29199073007099,9.12716552279327,7.39963240122941,7.71684068454996,7.61309044879955,8.65417204164606,8.09882847404841,8.24364315898681,7.25847998201044,7.68578001869619,7.66381398987837
"Arl5a",8.24103875489964,8.30514752855355,7.91720455861319,8.24261986260109,8.19886419185088,8.06865296700328,8.32563031789966,8.33930890442603,8.04426356246881,8.54169034381192,8.25349568029668,8.26494524775794,8.33413048847465,8.04685842140541
"Arl5b",8.20235361140652,8.09122721764246,7.79267236383798,8.92805207751385,8.78943592560673,7.64467365285997,8.14975630595135,8.03522580346471,8.24719437876149,9.37067000279186,8.57320170239452,7.37500549573292,8.07144216802567,7.52108510545275
"Arl5c",6.34164331070118,6.32349497814785,5.90418219343334,5.90418219343334,6.22926229054567,6.2630885588905,6.66219928108996,6.45520219334268,6.15492990143128,6.29954994557385,6.45953349761377,6.33739643677537,6.04067898002947,6.44864432228325
"Arl6",6.95637334958616,6.96139721625189,6.69922836790621,7.11773477032114,7.19103835275608,6.87914373991731,6.72656557457081,6.64659115321666,7.05131530311817,6.46159435657705,6.91221772173161,6.8308867041047,7.01108241772065,6.44864432228325
"Arl6ip1",8.99712763766594,9.26506099944729,9.26067973450218,8.89497216535732,8.76556746949361,9.11578590237182,8.87797761571834,8.63720975751659,9.21073458739594,9.40019524539034,8.83386670819425,9.16303577443704,8.94982008201648,9.46634122123558
"Arl6ip4",7.35385786993894,7.10336042509999,6.85456784300786,6.71800685956827,7.10275310724512,7.10284993036603,7.13297418304962,6.67884728955395,7.07577969618213,7.12189081631675,6.9735737737042,6.94372897574279,7.06316022534589,7.09479802462732
"Arl6ip5",8.5735194713459,8.66320754794033,8.37863288414945,7.95917773611562,8.33270192133074,8.56974605793488,8.50645316974922,8.37287485889301,8.60687964446216,8.42927261761248,8.28980917016138,8.52687619746763,8.33908906041883,8.34208503380434
"Arl6ip6",6.61744607990813,6.55064559641568,6.74109501664983,6.77455725559219,6.75375508441941,6.61658725709323,6.55261108513661,6.40769592420539,6.56270199404727,6.68772869997008,6.66337067964088,6.74366471493088,6.56727453225389,6.6043663146017
"Arl8a",8.66798249880662,8.7770206019257,8.66255328107353,8.42381411599452,8.72721084642424,8.66602331931579,8.71006725247505,8.52927109671834,8.8518971555123,9.02295672817142,8.53984531674629,8.5564259445549,8.35630179499869,8.86405180616669
"Arl8b",9.18125434190105,8.97115041716198,8.96624532305844,9.00851646539908,9.10034654231463,9.03639648737788,9.10739026697793,8.9047007643328,9.09938107903671,8.99728311356442,8.95675451179164,8.85356799736666,9.01953961088776,8.99371443162413
"Arl9",5.90418219343334,5.90418219343334,6.4378967738278,5.90418219343334,6.22926229054567,6.158293652155,5.90418219343334,5.90418219343334,6.33740726396399,5.90418219343334,6.22612926952978,5.90418219343334,6.09714593865057,5.90418219343334
"Armc1",8.02274077705768,8.15748988817374,8.22122899712644,8.07021846270818,8.03235806745038,8.28437777524604,8.25954259785362,8.2978934557874,8.12529675986371,8.17179852584495,8.07795793470525,8.03056167515983,8.16208469273167,8.12706606904866
"Armc10",7.14845053309247,7.43865927201739,7.29497701259304,7.11773477032114,7.03447004179953,7.12078409441395,7.07322675983451,7.21641407372046,7.33067015409072,7.23082785899283,7.21466966368908,7.17231415675753,7.26556684119508,7.20160098153457
"Armc2",6.76131236616563,7.00628638416019,6.98527517213845,6.60696539324823,6.71336581321501,6.78115780401128,7.03124603398233,6.9654942375725,7.02620693544111,6.85818785997731,6.76500259542421,6.92686372077557,6.7344150759298,6.6043663146017
"Armc3",5.90418219343334,5.90418219343334,5.90418219343334,5.90418219343334,6.09213164185919,6.03136104400808,5.90418219343334,6.13027353638698,5.90418219343334,5.90418219343334,5.90418219343334,5.90418219343334,5.90418219343334,5.90418219343334
"Armc5",7.00050868723153,7.11646580149641,6.95436796797982,6.67256314609322,6.86370394432375,6.83161897469135,6.66219928108996,6.7392961286247,6.72572033608028,5.90418219343334,7.02405148514657,6.94650895695152,6.85255229511555,6.6043663146017
"Armc6",7.28199123161977,7.46715933645766,7.15203192460649,7.12693968170143,7.12878082764616,7.02760867883005,7.29363050132705,7.32959100245779,7.1456950366709,7.50365529798396,7.04487563408707,7.07816428723447,7.49475402204348,7.23485481843995
"Armc7",6.35802458728672,6.32349497814785,6.55602157261725,6.29176308128682,6.77317053051156,6.54753561209594,6.69510173682305,6.35499142579098,6.60731699833924,7.37561952492369,6.58229352100939,6.63266233407622,6.84334507347847,6.6043663146017
"Armc8",8.05484530749155,8.28082665505122,8.11249266337503,8.13022363362076,8.30890506375833,8.16509153103665,8.34695638920253,8.33249427091684,8.17351662560401,8.14792120373717,7.96989909575147,8.30071057174478,8.17613772919721,7.90723102833499
"Armc9",7.59564298206302,7.60835069691331,7.56998741598636,7.57627888445209,7.71863671822575,7.4787254312538,7.80539589748466,7.6829139008217,7.75211405388659,7.46255590015316,7.35541825897672,7.63485150282911,7.24158500564686,7.68603355699514
"Armcx1",7.42947339755289,7.14216822880129,7.53451750169531,7.10844349417587,7.46639594145745,7.14420325835338,7.47625892415681,7.63681718918176,7.34937525458885,7.46255590015316,7.36552409547086,7.38940820880963,7.28320442100347,8.03020827150397
"Armcx2",8.08855739418248,7.84905023558813,8.33139556170253,7.96806627071378,8.18312894874562,8.05541865176014,7.96571645493673,8.05221645768938,8.19232268335353,7.69001879292195,8.17516052465899,8.02102265055122,7.94766000471263,7.81151251612414
"Armcx3",7.93480251364405,7.98507692041785,8.13496784068553,8.51783234317956,8.1883948000711,7.90613104459101,8.14975630595135,8.10190006200548,8.16401248079299,8.88961235617496,8.26083766521739,8.04421777866608,7.97403588450555,8.27418914689062
"Armcx4",8.07901377697817,8.11924342946345,8.01852352712543,8.49418323328445,8.52991126930185,7.84179933241585,8.46829885646284,7.91898753533481,7.88899378674572,8.12360383729625,8.34594073955145,7.92498666465051,8.25483573687648,7.92553710671791
"Armcx5",7.44560784574019,7.03504615987737,6.60727465729643,7.77214128927436,7.52133768379237,6.75466192090029,7.32624004517792,6.87242608142606,7.40366212924609,7.50365529798396,7.57188808376679,7.06114829741983,7.04119097215261,7.29837004662933
"Armcx6",6.656248782138,6.16993740736766,6.55602157261725,6.65674557877954,6.52322105914581,6.50985044727678,6.30333856231022,6.29498876076657,6.56270199404727,5.90418219343334,6.54415319264618,6.39126591064243,6.28925335808642,6.21976674361794
"Armt1",7.16935829333753,7.31682554737699,7.65428567461025,7.60034060454259,7.17888850735416,7.31942803717314,7.43331572817435,7.58888336114676,6.91833309209057,7.32947232500784,7.1971559041557,7.14791334545248,7.40447307835043,7.52108510545275
"Arnt",7.81708482575236,7.81439265723415,8.16797793612976,7.83269904881074,7.68011441956869,7.80674451567741,7.7946658905049,8.26237673145936,7.92388387473944,8.09882847404841,8.08355097953646,8.04107907476256,8.10137064236741,7.41523168884282
"Arnt2",8.67569818350291,8.51872744464123,8.43322253761369,8.65705967716485,8.55817706795891,8.51801254873626,8.38176724343867,8.84484814283382,8.39948634495051,8.50523688189168,8.48306950465836,8.54568884375854,8.48443008500593,9.08171826451838
"Arntl",7.2537547371499,7.14216822880129,7.24946237640225,7.65277052184161,7.40868551639201,7.07221052752403,7.5040201871032,7.1273301619328,7.50497462808068,7.41992504833221,7.57608136658706,7.50007947746435,7.13299087158125,7.16724059455411
"Arntl2",6.85367283137438,6.79257371198453,7.24946237640225,6.60696539324823,6.71336581321501,6.88680973656918,6.89247316459068,6.49875914573578,6.82772532625728,6.46159435657705,6.76500259542421,6.86816439472083,6.67923496617783,6.44864432228325
"Arpc1a",9.14432409820087,9.19332144581714,8.98432324091923,8.68847986858571,8.97586420318176,9.08731866130361,8.89702119442401,8.76747119123023,9.07993623776874,9.40990212832214,8.8640462933764,8.94324278440969,8.77580867190818,9.17183671665621
"Arpc1b",6.90311924362839,6.71378813909748,6.4378967738278,6.92354649493669,6.55030524740054,6.77242617011416,6.86706203553531,6.61273489982679,6.64907092061799,6.46159435657705,6.89618632842537,6.58982798941985,6.76565813565982,6.6043663146017
"Arpc2",10.246785640552,10.1504800681872,9.85849011627042,9.97047758730103,10.0922129481216,9.98464051831724,9.95528606617036,9.57659212606099,10.1838442195534,10.2269832741717,9.95072076381151,9.91572406856065,9.75581609133855,10.0810266297829
"Arpc3",8.39118011182199,8.60645119316195,8.23162784171675,7.95022727699586,8.21441511779256,8.12786406680323,7.88808649914963,7.92831190339819,8.34229110457797,8.40959967687703,7.99104595495783,8.08536078019225,7.95430491796255,8.3552624885919
"Arpc4",8.68030700222686,8.66320754794033,8.44211104350269,8.38882606993941,8.63964297166535,8.46815650266835,8.27451293698263,8.59279066566537,8.68048583037803,8.36937566179868,8.37987125332484,8.45891492512406,8.42071303945815,8.99371443162413
"Arpc5",8.53315613251647,8.57123924797489,8.56082451095779,8.57522700503657,8.63964297166535,8.46228483963228,8.59742870515566,8.49939531093672,8.93029111134664,8.17179852584495,8.48099749624272,8.62458188306202,8.52387250993305,9.01013051924397
"Arpc5l",7.80527857423703,7.7118869546045,7.73308189636322,7.57627888445209,7.55657479110596,7.77731389339805,7.44781050477684,7.7910808946257,7.69834964395743,8.04782583135127,7.57608136658706,7.49845543012024,7.61387626215635,7.66381398987837
"Arpin",7.04263228565178,6.91415315630178,6.78075733884746,6.96794998433565,7.14154344201541,6.89440756221901,6.51135915942339,6.87242608142606,7.00040915235437,7.06262690709072,6.90423913689408,7.10196654161296,7.01108241772065,6.72950585164572
"Arpp19",8.03518266270339,8.24601779769519,7.56998741598636,8.35290944841728,8.29926707315296,8.02582099062545,8.25199409269582,7.75961462675214,8.31701650904244,8.38963708660331,8.31348279568784,7.9465808359793,8.19556477862584,7.8886579891408
"Arpp21",8.90757492422545,8.56727051439275,8.87865206558194,9.27235180200801,9.35711521272361,8.88745813229603,9.0910134567017,8.52334792263245,8.8518971555123,9.5913018455862,9.11905916393587,8.63741388140532,8.84084335710865,8.68034962860686
"Arr3",6.30682327854023,6.55064559641568,6.8891338620731,6.74680931396716,6.52322105914581,6.59439372999329,6.69510173682305,6.53918147106837,6.51459614637335,5.90418219343334,6.67420017585734,6.81807578413214,6.7344150759298,6.34960526491837
"Arrb1",9.05106266098655,8.93197942727265,9.1156944279398,9.30441523850074,9.10034654231463,9.15207353212613,9.16716269340946,9.22202440491946,8.87474784017213,9.15635155131481,9.26222121386189,9.07742848918109,8.993606610746,8.99371443162413
