,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences,min_logP,perc
0,GO:CC,GO:0005737,cytoplasm,8.608094304015782e-07,True,"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",11701,173,113,27195,0.653179190751445,0.009657294248354842,query_1,"['GO:0005622', 'GO:0110165']","['Poc5', 'Zdhhc2', 'Lmo7', 'Thap4', 'Dusp16', 'Phlda1', 'Arglu1', 'Prep', 'Nexn', 'Anapc10', 'Arl16', 'Sptlc2', 'Orc5', 'Tnip2', 'Rab3b', 'Actr3', 'Polr2d', 'Cebpzos', 'Arih1', 'Zbtb21', 'Mapre1', 'Calu', 'Cep295', 'Pick1', 'Btbd2', 'Ahsa2', 'Dhx16', 'Atl2', 'Mkks', 'Zranb1', 'Stard3nl', 'Rsrc1', 'Tgfb3', 'Ankrd27', 'Otog', 'Trappc6b', 'Cisd2', 'Ndufs4', 'Trim11', 'Plk3', 'Akap10', 'Gmeb2', 'Sik1', 'Tax1bp1', 'Usp36', 'Katnal1', 'Ndufv1', 'Txnip', 'Gphn', 'Mtch2', 'Myom1', 'Msmo1', 'Ikzf1', 'Mgst3', 'Phtf1', 'Ptpn22', 'Gprc5b', 'Mrpl42', 'Unc5a', 'Shmt2', 'Arpp19', 'Coq2', 'Areg', 'Atp8b3', 'Mrps23', 'Akt1', 'Sh2d3c', 'Cyp2t4', 'Aprt', 'Rnft1', 'Snx4', 'Lin7c', 'Ildr1', 'Prom2', 'Usp17lc', 'Fkbp6', 'Fut7', 'F13a1', 'Gstm2', 'M1ap', 'Mmp12', 'Dlx5', 'Ripk3', 'C130073F10Rik', 'Ngrn', 'Nsf', 'Sumf2', 'Eif1a', 'Prmt3', 'Plagl1', 'Frmd6', 'Eprs', 'Arl4a', 'Ahr', 'Spcs3', 'Rfx2', 'Pigm', 'Pnpt1', 'Plekho1', 'Homer1', 'Armcx3', 'Toe1', 'Trp53inp2', 'Eif5', 'Ier3', 'Ifrd1', 'Crebzf', 'Hmgcr', 'Ccar2', 'Sorcs2', 'Syt5', 'Ranbp2', 'Eif2b1']","[['ISO', 'IEA'], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'ISS', 'ISO'], ['ISO', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IEA'], ['ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA'], ['ISO'], ['HDA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'ISS', 'ISO', 'IBA', 'TAS', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IBA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IDA'], ['IBA', 'NAS', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IDA', 'HDA', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['HDA', 'ISO', 'IEA'], ['IDA', 'ISO', 'IBA', 'TAS', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IDA', 'HDA', 'ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['HDA', 'ISS', 'ISO', 'IBA', 'NAS', 'IEA'], ['TAS'], ['HDA', 'ISO', 'IBA', 'IEA'], ['IBA', 'IEA'], ['HDA', 'ISS', 'ISO', 'IEA'], ['IDA'], ['IDA', 'IBA', 'IEA'], ['HDA', 'ISS', 'ISO', 'IBA', 'NAS', 'IEA'], ['IDA', 'ISO', 'TAS', 'IEA'], ['ISO', 'IEA'], ['IBA', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'IMP', 'IEP', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'TAS', 'IEA'], ['ISO', 'IEA'], ['ISS', 'ISO'], ['ISO', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['ISO', 'IEA'], ['IDA', 'IEA'], ['ISO', 'IEA'], ['IDA'], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['IBA'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IEA'], ['ISO'], ['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IBA', 'IEA'], ['IDA', 'HDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IBA', 'IEA'], ['IDA', 'IBA', 'IEA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IEA'], ['IDA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'ISO', 'IEA'], ['IDA', 'IEP', 'IBA', 'IEA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA']]",13.965392692206732,0.009657294248354842
1,GO:BP,GO:0080090,regulation of primary metabolic process,4.822199970947936e-06,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",5358,173,68,26963,0.3930635838150289,0.01269130272489735,query_1,"['GO:0019222', 'GO:0044238']","['Zdhhc2', 'Lmo7', 'Orc5', 'Tnip2', 'Actr3', 'Arih1', 'Zbtb21', 'Cep295', 'Nab2', 'Jmjd1c', 'Zfp87', 'Ccnk', 'Tgfb3', 'Rora', 'Zfp799', 'Rorb', 'Ndufs4', 'Zfp26', 'Ciart', 'Trim11', 'Plk3', 'Gmeb2', 'Sik1', 'Tax1bp1', 'Usp36', 'Txnip', 'Mtch2', 'Jade3', 'Zbtb41', 'Ikzf1', 'Ptpn22', 'Gprc5b', 'Shmt2', 'Arpp19', 'Areg', 'Akt1', 'Sh2d3c', 'Rnft1', 'Ildr1', 'Ssxb2', 'Prom2', 'Dscc1', 'Mmp12', 'Hpx', 'Dlx5', 'Ctf1', 'Ripk3', 'Ngrn', 'Nsf', 'Prmt3', 'Zfp668', 'Plagl1', 'Eprs', 'Ahr', 'Sf3b1', 'Rfx2', 'Kdm6b', 'Pnpt1', 'Armcx3', 'Trp53inp2', 'Eif5', 'Ier3', 'Ifrd1', 'Crebzf', 'Hmgcr', 'Ccar2', 'Ranbp2', 'Zfp59']","[['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IBA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IGI', 'ISO', 'IBA', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IBA'], ['IDA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IMP', 'ISO'], ['IMP'], ['IMP', 'ISS', 'ISO', 'IEA'], ['IGI'], ['IMP'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IBA'], ['IDA'], ['IMP', 'ISO', 'IBA', 'IEA'], ['IMP'], ['IMP', 'ISO', 'IEA'], ['ISO'], ['IDA'], ['IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IBA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IMP'], ['IEA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IMP', 'ISO', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], ['ISO', 'IBA', 'IEA'], ['ISS'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IBA'], ['ISO', 'IBA'], ['IDA', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'ISO', 'IBA', 'IEA'], ['IDA', 'IMP'], ['ISS', 'ISO', 'IEA'], ['IGI'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'IMP'], ['ISO'], ['ISS', 'ISO', 'IEA'], ['IMP'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IMP'], ['IBA', 'IEA']]",12.242280308524332,0.01269130272489735
2,GO:MF,GO:0005515,protein binding,4.959463484513525e-06,True,"""Binding to a protein."" [GOC:go_curators]",10472,172,109,25071,0.6337209302325582,0.010408708938120704,query_1,['GO:0005488'],"['Zdhhc2', 'Lmo7', 'Thap4', 'Dusp16', 'Phlda1', 'Nexn', 'Anapc10', 'Ube2a', 'Tnip2', 'Rab3b', 'Actr3', 'Shc4', 'Rnf138rt1', 'Polr2d', 'Arih1', 'Zbtb21', 'Mapre1', 'Calu', 'Cep295', 'Pick1', 'Btbd2', 'Ahsa2', 'Smg9', 'Fbxl2', 'Nab2', 'Dhx16', 'Atl2', 'Mkks', 'Zranb1', 'Stard3nl', 'Ccnk', 'Rsrc1', 'Tgfb3', 'Ankrd27', 'Rora', 'Acan', 'Lrrc10b', 'Otog', 'Rorb', 'Cisd2', 'Ciart', 'Trim11', 'Plk3', 'Akap10', 'Gmeb2', 'Sik1', 'Tax1bp1', 'Katnal1', 'Ndufv1', 'Tnfrsf23', 'Txnip', 'Gphn', 'Mtch2', 'Myom1', 'Zbtb41', 'Ikzf1', 'Mgst3', 'Klhl26', 'Ptpn22', 'Gprc5b', 'Unc5a', 'Shmt2', 'Arpp19', 'Ppat', 'Areg', 'Ube2l6', 'Akt1', 'Sh2d3c', 'Rnft1', 'Snx4', 'Lin7c', 'Ildr1', 'Gipc3', 'Fkbp6', 'Gstm2', 'Ankar', 'Htr5b', 'Cd5', 'Pira2', 'M1ap', 'Dlx5', 'Ctf1', 'Ripk3', 'Nsf', 'Sumf2', 'Prmt3', 'Plagl1', 'Frmd6', 'Eprs', 'Ahr', 'Sf3b1', 'Kdm6b', 'Pnpt1', 'Plekho1', 'Fam118a', 'Homer1', 'Armcx3', 'Trp53inp2', 'Eif5', 'Col15a1', 'Ier3', 'Ifrd1', 'Crebzf', 'Hmgcr', 'Ccar2', 'Sorcs2', 'Syt5', 'Ranbp2', 'Eif2b1']","[['ISO', 'IEA'], ['ISO', 'IEA'], ['ISO', 'IEA'], ['ISO', 'IEA'], ['IPI'], ['ISO', 'IBA', 'IEA'], ['IPI'], ['IDA', 'IPI', 'ISO', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'IBA'], ['ISO'], ['IBA'], ['ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISO'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IPI', 'IEA'], ['IEA'], ['ISO', 'IEA'], ['IPI', 'ISO', 'IEA'], ['ISO', 'IEA'], ['ISO', 'IEA'], ['IPI', 'ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IEA'], ['IPI'], ['ISS', 'IEA'], ['IDA', 'IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IPI'], ['IEA'], ['IEA'], ['IPI'], ['ISS', 'ISO', 'IEA'], ['IPI'], ['IPI', 'IEA'], ['IEA'], ['ISS', 'ISO', 'IEA'], ['IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'NAS'], ['ISO', 'IEA'], ['IPI'], ['IPI', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISS', 'ISO', 'TAS', 'IEA'], ['IPI'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['ISO', 'IEA'], ['IEA'], ['IPI', 'ISO', 'IEA'], ['IDA', 'IPI', 'ISO', 'IBA'], ['IEA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO'], ['ISO'], ['IGI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IBA'], ['IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'TAS', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IPI'], ['ISO'], ['ISO', 'IEA'], ['IPI'], ['ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IPI'], ['IPI'], ['IPI'], ['IPI', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IPI'], ['ISO', 'IEA'], ['IPI'], ['ISO', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'IEA'], ['IDA'], ['ISO', 'IBA', 'IEA'], ['IPI'], ['IPI'], ['ISO'], ['IPI', 'ISO', 'IEA'], ['ISO', 'IEA'], ['IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'IEA'], ['IDA', 'IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IPI', 'ISO', 'IEA']]",12.21421299152292,0.010408708938120704
3,GO:MF,GO:0005488,binding,1.405515626908775e-05,True,"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]",16411,172,145,25071,0.8430232558139535,0.008835537139723357,query_1,['GO:0003674'],"['Zfp654', 'Zdhhc2', 'Lmo7', 'Thap4', 'Dusp16', 'Phlda1', 'Prep', 'Nexn', 'Anapc10', 'Ube2a', 'Arl16', 'Sptlc2', 'Orc5', 'Tnip2', 'Rab3b', 'Actr3', 'Shc4', 'Rnf138rt1', 'Polr2d', 'Arih1', 'Zbtb21', 'Mapre1', 'Calu', 'Cep295', 'Pick1', 'Btbd2', 'Ahsa2', 'Smg9', 'Fbxl2', 'Nab2', 'Dhx16', 'Atl2', 'Mkks', 'Zranb1', 'Stard3nl', 'Jmjd1c', 'Zfp87', 'Gm28036', 'Ccnk', 'Rsrc1', 'Tgfb3', 'Ankrd27', 'Rora', 'Acan', 'Lrrc10b', 'Zfp799', 'Otog', 'Rorb', 'Cisd2', 'Zfp26', 'Ciart', 'Trim11', 'Plk3', 'Slc6a6', 'Akap10', 'Npy5r', 'Gmeb2', 'Sik1', 'Tax1bp1', 'Usp36', 'Katnal1', 'Ndufv1', 'Tnfrsf23', 'Txnip', 'Gphn', 'Mtch2', 'Myom1', 'Jade3', 'Msmo1', 'Zbtb41', 'Ikzf1', 'Mgst3', 'Klhl26', 'Ptpn22', 'Ntpcr', 'Gprc5b', 'Unc5a', 'Shmt2', 'Arpp19', 'Ppat', 'Areg', 'Ube2l6', 'Atp8b3', 'Hrh3', 'Akt1', 'Sh2d3c', 'Cyp2t4', 'Aprt', 'Rnft1', 'Snx4', 'Lin7c', 'Ildr1', 'Sebox', 'Prom2', 'Gipc3', 'Dscc1', 'Dlk1', 'Fkbp6', 'F13a1', 'Gstm2', 'Ankar', 'Htr5b', 'Cd5', 'Pira2', 'M1ap', 'Mmp12', 'Hpx', 'Ighv5-17', 'Dlx5', 'Ctf1', 'Ripk3', 'Ngrn', 'Nsf', 'Bahcc1', 'Sumf2', 'Eif1a', 'Prmt3', 'Zfp668', 'Plagl1', 'Frmd6', 'Eprs', 'Arl4a', 'Ahr', 'Sf3b1', 'Rfx2', 'Kdm6b', 'Pnpt1', 'Plekho1', 'Fam118a', 'Homer1', 'Armcx3', 'Toe1', 'Trp53inp2', 'Eif5', 'Col15a1', 'Ier3', 'Ifrd1', 'Crebzf', 'Hmgcr', 'Ccar2', 'Sorcs2', 'Syt5', 'Ranbp2', 'Zfp59', 'Eif2b1']","[['IEA'], ['ISO', 'IEA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['IPI', 'IEA'], ['ISO'], ['ISO', 'IBA', 'IEA'], ['IPI'], ['IDA', 'IPI', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'IBA'], ['ISO', 'IBA', 'IEA'], ['IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IBA', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IPI', 'IEA'], ['IEA'], ['ISO', 'IEA'], ['IPI', 'ISO', 'IEA'], ['ISO', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IPI', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IPI'], ['ISS', 'IEA'], ['IDA', 'IPI', 'ISO', 'IBA', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IDA', 'IPI', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IPI', 'IBA', 'IEA'], ['IPI', 'IEA'], ['IEA'], ['ISO'], ['ISS', 'ISO', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'NAS', 'IEA'], ['IEA'], ['ISO', 'IEA'], ['IPI', 'IEA'], ['IPI', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISS', 'ISO', 'TAS', 'IEA'], ['IPI'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['IPI', 'ISO', 'IEA'], ['IEA'], ['IDA', 'IPI', 'ISO', 'IBA'], ['IEA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO'], ['ISO', 'IEA'], ['IGI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IEA'], ['ISO'], ['IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'TAS', 'IEA'], ['IBA', 'IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IEA'], ['ISS', 'ISO', 'IBA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'ISO', 'IBA', 'IEA'], ['IEA'], ['IPI', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IPI'], ['ISO'], ['ISO', 'IEA'], ['ISO', 'IEA'], ['ISO', 'IEA'], ['IBA'], ['IDA', 'IPI', 'ISO', 'IBA', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IPI', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IEA'], ['IEA'], ['IPI', 'ISO', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IDA', 'IPI', 'ISO', 'IEA'], ['IDA', 'IBA', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI'], ['IPI', 'ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'ISO', 'IBA', 'IEA'], ['IDA', 'IPI', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IPI'], ['ISO', 'IEA'], ['IPI', 'ISO', 'IBA', 'IEA'], ['IPI', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IDA'], ['ISO', 'IBA', 'IEA'], ['IPI'], ['IPI'], ['ISO'], ['IPI', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IPI', 'ISS', 'ISO', 'IEA'], ['IPI', 'IEA'], ['IDA', 'IPI', 'ISS', 'ISO', 'IBA', 'TAS', 'IEA'], ['IPI', 'ISO', 'IEA'], ['IBA', 'IEA'], ['IPI', 'ISS', 'ISO', 'IBA', 'IEA']]",11.172521235269313,0.008835537139723357
4,GO:BP,GO:0019222,regulation of metabolic process,2.4058919802721414e-05,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",6848,173,78,26963,0.4508670520231214,0.01139018691588785,query_1,"['GO:0008152', 'GO:0050794']","['Zdhhc2', 'Lmo7', 'Sptlc2', 'Orc5', 'Tnip2', 'Actr3', 'Shc4', 'Arih1', 'Zbtb21', 'Cep295', 'Smg9', 'Fbxl2', 'Nab2', 'Mkks', 'Jmjd1c', 'Zfp87', 'Ccnk', 'Tgfb3', 'Rora', 'Zfp799', 'Rorb', 'Cisd2', 'Ndufs4', 'Zfp26', 'Ciart', 'Trim11', 'Plk3', 'Gmeb2', 'Sik1', 'Tax1bp1', 'Usp36', 'Txnip', 'Mtch2', 'Myom1', 'Jade3', 'Zbtb41', 'Ikzf1', 'Ptpn22', 'Gprc5b', 'Shmt2', 'Arpp19', 'Areg', 'Akt1', 'Sh2d3c', 'Rnft1', 'Snx4', 'Ildr1', 'Ssxb2', 'Prom2', 'Edar', 'Dscc1', 'Fkbp6', 'Mmp12', 'Hpx', 'Dlx5', 'Ctf1', 'Ripk3', 'Ngrn', 'Nsf', 'Prmt3', 'Zfp668', 'Plagl1', 'Eprs', 'Ahr', 'Sf3b1', 'Rfx2', 'Kdm6b', 'Pnpt1', 'Armcx3', 'Trp53inp2', 'Eif5', 'Ier3', 'Ifrd1', 'Crebzf', 'Hmgcr', 'Ccar2', 'Ranbp2', 'Zfp59']","[['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IMP'], ['IBA'], ['ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IGI', 'ISO', 'IBA', 'IEA'], ['IMP'], ['IBA'], ['IBA', 'IEA'], ['IEA'], ['ISS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IDA', 'ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IBA'], ['IEA'], ['IBA', 'IEA'], ['IDA', 'IMP', 'ISO'], ['IMP'], ['IMP', 'ISS', 'ISO', 'IEA'], ['IGI'], ['IMP'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IBA'], ['IDA'], ['IMP', 'ISO', 'IBA', 'IEA'], ['IMP'], ['IMP', 'ISO', 'IBA', 'IEA'], ['ISO'], ['IDA', 'ISO', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'ISO', 'IEA'], ['IBA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IMP'], ['IEA'], ['ISO', 'IEA'], ['IDA'], ['ISS', 'ISO', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IMP', 'ISO', 'IEA'], ['IMP'], ['IDA', 'IMP', 'IGI', 'ISO', 'IBA', 'IEA'], ['ISO', 'IBA', 'IEA'], ['IMP', 'IGI', 'ISS'], ['ISS', 'ISO', 'IEA'], ['ISO', 'IEA'], ['ISS', 'ISO', 'IEA'], ['IDA', 'IBA'], ['IGI', 'ISO', 'IBA'], ['IDA', 'ISO', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'ISO', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA'], ['IMP', 'ISS', 'ISO', 'IBA', 'IEA'], ['IGI'], ['ISS', 'ISO', 'IBA', 'IEA'], ['ISO', 'IEA'], ['IDA', 'IMP'], ['ISO'], ['ISS', 'ISO', 'IEA'], ['IMP'], ['ISS', 'ISO', 'IBA', 'IEA'], ['IMP'], ['IBA', 'IEA']]",10.635004744405586,0.01139018691588785
