,R,G,B,hex_val,hls_val
Prep,0.009699383834657134,0.945533224841473,0.44381486706283757,#02f171,#02f171
Prickle2,0.2047880732652754,0.4366380421005737,0.8159406272741665,#346fd0,#346fd0
Prkcb,0.3052723665203002,0.44690600593130075,0.28315970244878985,#4e7248,#557d4f
Prkci,0.20623896761982313,0.15503667744198885,0.1754026697615532,#35282d,#745863
Prkcz,0.28527062132102604,0.48889273752756984,0.819280099077622,#497dd1,#497dd1
Prmt3,0.2667222557176273,0.2401489753483198,0.9887883561987187,#443dfc,#443dfc
Prnp,0.21239908125521625,0.4440981619666548,0.8833255746471957,#3671e1,#3671e1
Prokr2,0.21239908125521625,0.4440981619666548,0.8833255746471957,#3671e1,#3671e1
Prom2,0.20760020779869254,0.44390886442925354,0.8565597731053336,#3571da,#3571da
Prpf38b,0.27355695760591026,0.24046890731161327,0.979613990535257,#463dfa,#463dfa
Prr15,0.9995919057023018,0.6419969427920977,0.36793968942293653,#ffa45e,#ffa45e
Psmb8,0.2042762625200469,0.10657933767760966,0.302488950054476,#341b4d,#663597
Psmc3,0.9999178882438757,0.6421833994779755,0.36788313936976735,#ffa45e,#ffa45e
Ptger4,0.3052723665203002,0.44690600593130075,0.28315970244878985,#4e7248,#557d4f
Ptgs2,0.020521809811998477,0.919679931926309,0.232737690269064,#05eb3b,#05eb3b
Ptpn22,1.0,0.6424980386794737,0.36683643454750386,#ffa45e,#ffa45e
Pxn,0.01576113854484376,0.9469164624684634,0.4438785890415378,#04f171,#04f171
Rab11fip2,0.904108625151905,0.6268900153232851,0.3577355121720926,#e7a05b,#e7a05b
Rab2a,0.29422639801101075,0.49035778397519664,0.817531645969628,#4b7dd0,#4b7dd0
Rab39b,0.27355695760591026,0.24046890731161327,0.979613990535257,#463dfa,#463dfa
Rab3b,0.2867096490548014,0.4898725920513335,0.8183397350766158,#497dd1,#497dd1
Raf1,0.20565729788370635,0.0012834237629896531,0.0076277492822004,#340002,#cb0108
Ranbp2,1.0,0.6424980386794737,0.36683643454750386,#ffa45e,#ffa45e
Rasd1,0.01739639250118277,0.9459418294668688,0.4449069283001994,#04f171,#04f171
Rasl11a,0.018376503626936873,0.8252572127863554,0.18266066772130599,#05d22f,#05d22f
Rbbp5,0.20623896761982313,0.15503667744198885,0.1754026697615532,#35282d,#745863
Rbbp8,0.9851635230379482,0.6352502793336279,0.3805571611548527,#fba261,#fba261
Rbm38,0.26132743475955933,0.2597552044655865,0.9990593005946334,#4342ff,#4342ff
Rbp4,0.19392700885649183,0.47005893155631373,0.8601157220419061,#3178db,#3178db
Rbsn,0.2650809746761912,0.1778975280917776,0.6534649753123477,#442da7,#442da7
Rdh16,0.21239908125521625,0.4440981619666548,0.8833255746471957,#3671e1,#3671e1
Rfc5,0.2890503872575183,0.27317645707638805,0.9354062484387514,#4a46ef,#4a46ef
Rfx2,0.2047880732652754,0.4366380421005737,0.8159406272741665,#346fd0,#346fd0
Rfx7,0.20469566336895662,0.10826644965477586,0.3156380753496792,#341c50,#633498
