,gene,PCOR,P_pv,SCOR,S_pv,XI_ori,XI_new,XI_pv,SIGMA_ori,SIGMA,Z_pv,PCOR2,SCOR2
10552,Phxr4,-0.10774770637788714,0.7138893438890546,-0.1912087912087912,0.5125839704707784,0.9186813186813186,0.999999991054666,2.7399449153975297e-08,0.9383688864884501,1.0181162919553244,3.03703450148166e-07,0.10774770637788714,0.1912087912087912
10553,Phyh,0.31040209695199317,0.28009741516960573,0.4241758241758242,0.13063731043811047,0.9208791208791209,0.9999999912964318,2.5470488052015128e-08,1.0138754780969614,1.086243578764958,1.1143386499920575e-07,0.31040209695199317,0.4241758241758242
10554,Phyhd1,0.21143763829986123,0.4680626576727044,0.01978021978021978,0.9464892274080114,0.9494505494505494,0.9999999944393869,9.713654880449951e-09,0.9496565710542437,1.0001956038562296,1.4050409207275864e-07,0.21143763829986123,0.01978021978021978
10555,Phyhip,-0.35538031347878635,0.21241887051270056,-0.3274725274725274,0.2530710007719406,0.9406593406593406,0.9999999934723239,1.3106439822330174e-08,0.9960312502220554,1.0522538872315432,9.383306093045137e-08,0.35538031347878635,0.3274725274725274
10556,Phyhipl,-0.020685561759738784,0.9440434515008774,0.0857142857142857,0.7707850311186757,0.9076923076923077,0.9999999898458372,3.93726631298108e-08,0.9117303681567798,1.0036667367543795,5.217390400687046e-07,0.020685561759738784,0.0857142857142857
10557,Phykpl,0.2312125995779578,0.42642345180260977,0.054945054945054944,0.8520077036323677,0.9395604395604396,0.999999993351441,1.3604016246837602e-08,0.9411656488896742,1.0015083353451417,1.9154078458227302e-07,0.2312125995779578,0.054945054945054944
10558,Pi15,0.1987718825353929,0.495717947351937,0.16923076923076924,0.5630172739962107,0.9285714285714286,0.9999999921426121,1.9701958953177723e-08,0.9438664901423408,1.014218436797351,2.3225276351573925e-07,0.1987718825353929,0.16923076923076924
10559,Pi16,0.29249409405251775,0.31020357067010174,0.12038427346768948,0.6818519160887646,0.9406593406593406,0.9999999934723239,1.3106439822330174e-08,0.9483313600572371,1.0072201150905353,1.714626562424465e-07,0.29249409405251775,0.12038427346768948
10560,Pi4k2a,0.5507705560311753,0.041237618171897666,0.5252747252747253,0.05374750176788299,0.9417582417582417,0.9999999935932068,1.2626543588467598e-08,1.0783423032284383,1.129563421946219,3.0232804989891976e-08,0.5507705560311753,0.5252747252747253
10561,Pi4k2b,-0.042005348165142856,0.8866238946483218,0.05333662581926623,0.8562983261358551,0.9120879120879121,0.9999999903293687,3.40743472326821e-08,0.9136460775544714,1.0014213779985535,4.6705563162123936e-07,0.042005348165142856,0.05333662581926623
10562,Pi4ka,0.015323203071608893,0.9585358385593946,-0.002197802197802198,0.9940505286658998,0.9175824175824175,0.9999999909337831,2.841628898853088e-08,0.917585049677083,1.000002406098139,3.990067409207074e-07,0.015323203071608893,0.002197802197802198
