,R,G,B,hex_val,gene,candy
Armcx5,0.9800383057448881,0.39996000000000004,0.419821694255112,#fa666b,Armcx5,X
Arntl,0.9454066257668712,0.39112,0.42351337423312885,#f1646c,Arntl,X
Arpp19,0.867293982473223,0.39996000000000004,0.532566017526777,#dd6688,Arpp19,X
Arpp21,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Arpp21,X
Asb14,0.39980120481927717,0.41783734939759043,0.9787614457831325,#666bfa,Asb14,X
Asic4,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Asic4,X
Asna1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Asna1,X
Aste1,0.36008,0.6238595348837209,0.6364204651162791,#5c9fa2,Aste1,X
Ate1,0.39908000000000005,0.99710138,0.39967862000000004,#66fe66,Ate1,X
Atf3,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Atf3,X
Atg16l1,0.922969324055666,0.4727161431411531,0.40413453280318096,#eb7967,Atg16l1,X
Atl2,0.4054162487462387,0.9235707121364092,0.47101303911735204,#67ec78,Atl2,X
Atp8b3,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Atp8b3,X
Atpif1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Atpif1,X
Aven,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Aven,X
Avp,0.36076,0.8767306976744186,0.3859293023255815,#5ce062,Avp,X
Avpi1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Avpi1,X
B3gnt2,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,B3gnt2,X
B430203G13Rik,0.9800383057448881,0.39996000000000004,0.419821694255112,#fa666b,B430203G13Rik,X
BC003331,0.36060000000000003,0.47155384615384616,0.7905461538461538,#5c78ca,BC003331,X
Bach1,0.7650068085106383,0.36136,0.4997531914893617,#c35c7f,Bach1,X
Bag3,0.40837599198396796,0.9884782965931864,0.4029657114228457,#68fc67,Bag3,X
Bahcc1,0.4685659405940594,0.40038574257425746,0.9274483168316832,#7766ec,Bahcc1,X
Banp,0.46908961424332346,0.39979228486646884,0.9275181008902076,#7866ed,Banp,X
Bbs1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Bbs1,X
Bdnf,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Bdnf,X
Birc5,0.5076753261927945,0.39968000000000004,0.8912046738072055,#8166e3,Birc5,X
Borcs8,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Borcs8,X
Bst1,0.4046082669322709,0.4350284462151394,0.9569432868525897,#676ff4,Bst1,X
Btbd2,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Btbd2,X
Btg1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Btg1,X
Btg2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Btg2,X
C130073F10Rik,0.40516757515030055,0.9909882164328656,0.4027642084168337,#67fd67,C130073F10Rik,X
C2cd4b,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,C2cd4b,X
Cacna1b,0.3608,0.889413953488372,0.37338604651162793,#5ce35f,Cacna1b,X
Calcrl,0.39924000000000004,0.41940569387755106,0.9779343061224489,#666bf9,Calcrl,X
Calu,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Calu,X
Camk2a,0.36048,0.788026046511628,0.4736539534883721,#5cc979,Camk2a,O
Capsl,0.37255813953488376,0.636279069767442,0.6111627906976744,#5fa29c,Capsl,X
Card6,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Card6,X
Cbx1,0.40417221664994984,0.9890685857572719,0.4065791975927784,#67fc68,Cbx1,X
Cc2d1a,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Cc2d1a,X
Ccar2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Ccar2,X
Ccdc137,0.39916,0.99730126,0.39975874,#66fe66,Ccdc137,X
Ccdc32,0.5763218867924528,0.36148,0.6888581132075472,#935cb0,Ccdc32,X
Ccdc7a,0.404531073219659,0.9271339017051153,0.4670750250752257,#67ec77,Ccdc7a,X
Ccdc93,0.7988908666017527,0.39964,0.5998491333982473,#cc6699,Ccdc93,X
Ccl27a,0.9753649659201558,0.39996000000000004,0.42449503407984424,#f9666c,Ccl27a,X
Ccnk,0.9790325217391305,0.39996000000000004,0.4208274782608696,#fa666b,Ccnk,X
Ccno,0.9790325217391305,0.39996000000000004,0.4208274782608696,#fa666b,Ccno,X
Ccnt1,0.39376000000000005,0.4367408450704226,0.9414191549295775,#646ff0,Ccnt1,X
Ccpg1os,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Ccpg1os,X
Cd1d1,0.46571824701195225,0.3995560557768924,0.9300456972111554,#7766ed,Cd1d1,X
Cd27,0.5877746198830409,0.40022426900584795,0.8103811111111111,#9666cf,Cd27,X
Cd5,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Cd5,X
Cdhr3,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Cdhr3,X
Cdk11b,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Cdk11b,X
Cds1,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Cds1,X
Cdv3,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Cdv3,X
Cebpzos,0.6655460869565217,0.7183076086956521,0.4159663043478261,#aab76a,Cebpzos,X
Cecr6,0.9812066407010711,0.39996000000000004,0.418653359298929,#fa666b,Cecr6,X
Cenpf,0.39940000000000003,0.9327377643504532,0.4651622356495469,#66ee77,Cenpf,X
Cenpl,0.39904000000000006,0.9970008408408408,0.39963915915915915,#66fe66,Cenpl,X
Cep295,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Cep295,X
Chst14,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Chst14,X
Ciart,0.9794541382667965,0.39996000000000004,0.42040586173320355,#fa666b,Ciart,X
Cirh1a,0.47233201581027673,0.8096837944664032,0.5179841897233202,#78ce84,Cirh1a,X
Cisd2,0.36008,0.6615423255813954,0.5987376744186047,#5ca999,Cisd2,X
Cited2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Cited2,X
Clcc1,0.7975271929824562,0.40022426900584795,0.6006285380116958,#cb6699,Clcc1,X
Cldn12,0.9806224732229796,0.39996000000000004,0.4192375267770205,#fa666b,Cldn12,X
Clec16a,0.36060000000000003,0.47155384615384616,0.7905461538461538,#5c78ca,Clec16a,X
Clip2,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Clip2,X
Clptm1l,0.9782858033106135,0.4005441674780915,0.4209900292112951,#f9666b,Clptm1l,X
Clrn1,0.6069142745861733,0.39968000000000004,0.7919657254138267,#9b66ca,Clrn1,X
Cnnm1,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Cnnm1,X
Cnnm4,0.8461705744888023,0.39964,0.5525694255111977,#d8668d,Cnnm4,X
Coa3,0.39908000000000005,0.99710138,0.39967862000000004,#66fe66,Coa3,X
Cog1,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Cog1,X
Col10a1,0.9800383057448881,0.39996000000000004,0.419821694255112,#fa666b,Col10a1,X
Col15a1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Col15a1,X
Comp,0.41965866141732283,0.4261482283464567,0.9523931102362205,#6b6df3,Comp,X
Copg2,0.4163932673267327,0.40038574257425746,0.9796209900990099,#6a66fa,Copg2,X
Coq2,0.36032000000000003,0.548859534883721,0.7122604651162792,#5c8cb6,Coq2,X
Cox7a2l,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Cox7a2l,X
Cpeb4,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Cpeb4,X
Crebzf,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Crebzf,X
Crlf3,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Crlf3,X
Csnk1a1,0.9794541382667965,0.39996000000000004,0.42040586173320355,#fa666b,Csnk1a1,X
Ctf1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Ctf1,X
Ctnnd1,0.9259511332007953,0.4703306958250497,0.4035381709741551,#ec7867,Ctnnd1,X
Cul3,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Cul3,X
Cul9,0.8974712195121951,0.40113061463414634,0.5012181658536585,#e56680,Cul9,X
Cwc25,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Cwc25,X
Cxadr,0.9800383057448881,0.39996000000000004,0.419821694255112,#fa666b,Cxadr,X
Cyp11a1,0.4679050445103857,0.39979228486646884,0.9287026706231453,#7766ed,Cyp11a1,X
Cyp2t4,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Cyp2t4,X
D130040H23Rik,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,D130040H23Rik,X
Dars,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Dars,X
Dbpht2,0.9812066407010711,0.39996000000000004,0.418653359298929,#fa666b,Dbpht2,X
Dck,0.9795728944820911,0.4011215488867377,0.4191255566311714,#fa666b,Dck,X
Dcun1d3,0.8501463414634147,0.503609756097561,0.4462439024390244,#d98072,Dcun1d3,X
Depdc7,0.39916,0.99730126,0.39975874,#66fe66,Depdc7,X
Dhrs7,0.41387647058823535,0.40330941176470586,0.9792141176470588,#6a67fa,Dhrs7,X
Dhx16,0.45994315789473683,0.5247321052631579,0.8119047368421052,#7586cf,Dhx16,X
Diras1,0.39908000000000005,0.99710138,0.39967862000000004,#66fe66,Diras1,X
Dlk1,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Dlk1,X
Dlx5,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Dlx5,X
Dmxl1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Dmxl1,X
Dnaja1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Dnaja1,X
Dnaja4,0.9794342105263157,0.4005447368421053,0.41984105263157895,#fa666b,Dnaja4,X
Dnajb1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Dnajb1,X
Dock7,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Dock7,X
Dpm3,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Dpm3,X
Dpyd,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Dpyd,X
Dscc1,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Dscc1,X
Dusp10,0.561122244488978,0.7661322645290581,0.47274549098196395,#8fc379,Dusp10,X
Dusp14,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Dusp14,X
Dusp16,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Dusp16,X
Dusp2,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Dusp2,X
Dusp4,0.9790325217391305,0.39996000000000004,0.4208274782608696,#fa666b,Dusp4,X
Dusp6,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Dusp6,X
Dusp8,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Dusp8,X
Dyrk2,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Dyrk2,X
Edar,0.40516757515030055,0.9909882164328656,0.4027642084168337,#67fd67,Edar,X
Egflam,0.40480961923847697,0.9855711422845691,0.4096192384769539,#67fb68,Egflam,X
Egr1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Egr1,X
Egr2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Egr2,X
Egr3,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Egr3,X
Egr4,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Egr4,X
Eif1a,0.3988151390319259,0.40189083419155514,0.9911940267765191,#6666fd,Eif1a,X
Eif2b1,0.36076,0.8767306976744186,0.3859293023255815,#5ce062,Eif2b1,X
Eif2s1,0.38716,0.7895358951965065,0.5655241048034935,#63c990,Eif2s1,X
Eif5,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Eif5,X
Elavl1,0.39896,0.6444584553660982,0.7519015446339018,#66a4c0,Elavl1,X
Epc1,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Epc1,X
Ephx2,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Ephx2,X
Eprs,0.8513768421052631,0.4005447368421053,0.5478984210526316,#d9668c,Eprs,X
Errfi1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Errfi1,X
Esm1,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Esm1,X
Extl1,0.46560158415841585,0.40038574257425746,0.9304126732673268,#7766ed,Extl1,X
F13a1,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,F13a1,X
Fam118a,0.9298773293768546,0.46286172106824924,0.40708094955489615,#ed7668,Fam118a,X
Fam122a,0.36344,0.392645,0.8793949999999999,#5d64e0,Fam122a,X
Fam150b,0.4667873267326733,0.40038574257425746,0.9292269306930694,#7766ed,Fam150b,X
Fam174b,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Fam174b,X
Fam189a2,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Fam189a2,X
Fam53c,0.7459194658753708,0.642665697329377,0.41123483679525225,#bea469,Fam53c,X
Fam57a,0.3742232142857143,0.38253928571428575,0.9197574999999999,#5f62eb,Fam57a,X
Fam78a,0.36416000000000004,0.36416000000000004,0.9104,#5d5de8,Fam78a,X
Fbl,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Fbl,X
Fbxl2,0.8042038948393379,0.39996000000000004,0.5956561051606623,#cd6698,Fbxl2,X
Fbxl4,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Fbxl4,X
Fbxl6,0.39904000000000006,0.9970008408408408,0.39963915915915915,#66fe66,Fbxl6,X
Fbxo18,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Fbxo18,X
Fbxo33,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Fbxo33,X
Fbxo34,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Fbxo34,X
Fbxo42,0.40452625250501,0.9914898396793587,0.4027239078156313,#67fd67,Fbxo42,X
Fbxw7,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Fbxw7,X
Fdx1l,0.685041443902439,0.4008096780487805,0.7125288780487805,#af66b6,Fdx1l,X
Fgf8,0.40517299899699094,0.9266252357071213,0.46712176529588767,#67ec77,Fgf8,X
Fkbp6,0.40517299899699094,0.9266252357071213,0.46712176529588767,#67ec77,Fkbp6,X
Flrt3,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Flrt3,X
Fmr1,0.37255813953488376,0.636279069767442,0.6111627906976744,#5fa29c,Fmr1,O
Fos,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Fos,O
Fosb,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Fosb,X
Fosl2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Fosl2,O
Foxg1,0.8910144927536232,0.4,0.5089855072463768,#e36682,Foxg1,X
Foxk1,0.36048,0.788026046511628,0.4736539534883721,#5cc979,Foxk1,X
Foxo1,0.8460215204678363,0.40022426900584795,0.5521342105263158,#d8668d,Foxo1,X
Frat2,0.36076,0.8767306976744186,0.3859293023255815,#5ce062,Frat2,X
Frmd6,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Frmd6,X
Fto,0.4123604395604396,0.40338741258741256,0.9806521478521478,#6967fa,Fto,X
Fut7,0.40517299899699094,0.9218136810431293,0.47193331995987964,#67eb78,Fut7,X
Fxyd2,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Fxyd2,X
Fzd4,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Fzd4,X
Fzd5,0.9794541382667965,0.39996000000000004,0.42040586173320355,#fa666b,Fzd5,X
Gabra4,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Gabra4,X
Gadd45b,0.40324396793587175,0.9234166733466933,0.47171935871743487,#67eb78,Gadd45b,X
Gadd45g,0.9790325217391305,0.39996000000000004,0.4208274782608696,#fa666b,Gadd45g,X
Gas2,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Gas2,X
Gata3,0.6334630350194552,0.4980544747081712,0.6684824902723736,#a27faa,Gata3,X
Gatad2b,0.4000403607214429,0.6575951102204409,0.7398445290581163,#66a8bd,Gatad2b,X
Gch1,0.41425847070506455,0.9808353723932474,0.4047261569016882,#6afa67,Gch1,X
Gcm1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Gcm1,X
Gcnt2,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Gcnt2,X
Gdpd5,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Gdpd5,X
Gemin4,0.39964,0.6058734804413239,0.792866519558676,#669aca,Gemin4,X
Gimap8,0.36008,0.6238595348837209,0.6364204651162791,#5c9fa2,Gimap8,X
Gipc3,0.40516757515030055,0.9909882164328656,0.4027642084168337,#67fd67,Gipc3,X
Glce,0.37259953488372094,0.6237902325581396,0.6237902325581396,#5f9f9f,Glce,X
Glrx3,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Glrx3,X
Glt28d2,0.41527117296222665,0.4003904572564613,0.9807383697813121,#6a66fa,Glt28d2,X
Glyr1,0.5714268421052631,0.39982368421052633,0.8253294736842106,#9266d2,Glyr1,X
Gm10130,0.404531073219659,0.9271339017051153,0.4670750250752257,#67ec77,Gm10130,X
Gm10184,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Gm10184,X
Gm10250,0.4141103585657371,0.40158565737051793,0.980703984063745,#6a66fa,Gm10250,X
Gm10696,0.404531073219659,0.9271339017051153,0.4670750250752257,#67ec77,Gm10696,X
Gm13889,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Gm13889,X
Gm14685,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Gm14685,X
Gm20425,0.404531073219659,0.9271339017051153,0.4670750250752257,#67ec77,Gm20425,X
Gm21830,0.5998318597857838,0.39924000000000004,0.7975081402142162,#9966cb,Gm21830,X
Gm28036,0.39908000000000005,0.99710138,0.39967862000000004,#66fe66,Gm28036,X
Gm3854,0.41669172346640704,0.4003661148977605,0.9793421616358325,#6a66fa,Gm3854,X
Gm43786,0.8986492143549951,0.41334372453928225,0.48782706110572266,#e5697c,Gm43786,X
Gm45140,0.446629702970297,0.40038574257425746,0.9493845544554456,#7266f2,Gm45140,X
Gm4847,0.40517299899699094,0.9218136810431293,0.47193331995987964,#67eb78,Gm4847,X
Gm7276,0.39940000000000003,0.9334066398390343,0.4644933601609659,#66ee76,Gm7276,X
Gm7694,0.9811701658536587,0.40113061463414634,0.41751921951219517,#fa666a,Gm7694,X
Gm973,0.39828,0.403207175257732,0.9907728247422681,#6667fd,Gm973,X
Gm9925,0.36072,0.8640502325581395,0.39846976744186047,#5cdc66,Gm9925,X
Gmeb2,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Gmeb2,X
Gmppb,0.46795740561471444,0.41800580832526624,0.9140367860600194,#776be9,Gmppb,X
Gnb1l,0.46560158415841585,0.40038574257425746,0.9304126732673268,#7766ed,Gnb1l,X
Gphn,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Gphn,X
Gpr157,0.4336882865440465,0.41858664085188774,0.9477250726040658,#6f6bf2,Gpr157,X
Gpr19,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Gpr19,X
Gpr22,0.9806224732229796,0.39996000000000004,0.4192375267770205,#fa666b,Gpr22,X
Gprc5b,0.8232512315270935,0.49399014778325123,0.4827586206896552,#d27e7b,Gprc5b,X
Grasp,0.5857838364167478,0.4,0.8142161635832522,#9566d0,Grasp,X
Grb2,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Grb2,X
Gria1,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Gria1,O
Gria2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Gria2,O
Grin1,0.36484000000000005,0.4802485714285714,0.7966914285714286,#5d7acb,Grin1,O
Gstm2,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Gstm2,X
Gstm5,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Gstm5,X
Gstp1,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Gstp1,X
Gyg,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Gyg,X
H2-DMb1,0.4032475827482448,0.9281508726178535,0.46698154463390174,#67ed77,H2-DMb1,X
H2-Q10,0.4046082669322709,0.4350284462151394,0.9569432868525897,#676ff4,H2-Q10,X
Haghl,0.39916,0.99730126,0.39975874,#66fe66,Haghl,X
Harbi1,0.4020791286307054,0.3995997095435685,0.9909411618257261,#6766fd,Harbi1,X
Has2,0.41527117296222665,0.4003904572564613,0.9807383697813121,#6a66fa,Has2,X
Hexa,0.4077826880641926,0.9890685857572719,0.40296872617853563,#68fc67,Hexa,X
Hilpda,0.7529581268292683,0.40084979512195124,0.6447520780487805,#c066a4,Hilpda,X
Hipk3,0.39908000000000005,0.99710138,0.39967862000000004,#66fe66,Hipk3,X
Hist1h1d,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Hist1h1d,X
Hist1h3i,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Hist1h3i,X
Hmgcr,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Hmgcr,X
Hmha1,0.46619445544554455,0.40038574257425746,0.9298198019801981,#7766ed,Hmha1,X
Hnrnpf,0.9783068287937743,0.40521239299610895,0.41630077821011674,#f9676a,Hnrnpf,X
Hnrnpul1,0.3890273722627738,0.6813053284671533,0.598087299270073,#63ae99,Hnrnpul1,X
Homer1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Homer1,X
Hpn,0.9806224732229796,0.39996000000000004,0.4192375267770205,#fa666b,Hpn,X
Hpx,0.404531073219659,0.9271339017051153,0.4670750250752257,#67ec77,Hpx,X
Hras,0.40963474827245805,0.6400542941757158,0.7458109575518262,#68a3be,Hras,X
Hrh2,0.5257971014492754,0.40057971014492755,0.8736231884057971,#8666df,Hrh2,X
Hrh3,0.44569263791374125,0.9469464192577733,0.4071809428284855,#72f168,Hrh3,X
Hs6st1,0.36068,0.46888399999999997,0.793496,#5c78ca,Hs6st1,X
Hspa1a,0.3608,0.889413953488372,0.37338604651162793,#5ce35f,Hspa1a,X
Hspa1b,0.36084000000000005,0.9021,0.36084000000000005,#5ce65c,Hspa1b,X
Hspb3,0.36008,0.6238595348837209,0.6364204651162791,#5c9fa2,Hspb3,X
Hsph1,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Hsph1,X
Htr5b,0.39916,0.99730126,0.39975874,#66fe66,Htr5b,X
Ier3,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Ier3,X
Ifrd1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Ifrd1,X
Igf2r,0.4879162092793683,0.593736485686081,0.7149273050345508,#7c97b6,Igf2r,X
Ighv5-17,0.404531073219659,0.9271339017051153,0.4670750250752257,#67ec77,Ighv5-17,X
Ikbip,0.39976,0.991581223671013,0.407578776328987,#66fd68,Ikbip,X
Ikzf1,0.3992,0.9968024,0.4003976,#66fe66,Ikzf1,X
Il16,0.6013152046783625,0.3999038011695906,0.7957209941520467,#9966cb,Il16,X
Il34,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Il34,X
Il3ra,0.36464,0.9116,0.36464,#5de85d,Il3ra,X
Ildr1,0.5915915915915916,0.7351351351351352,0.4732732732732733,#97bb79,Ildr1,X
Ilvbl,0.36044000000000004,0.7753651162790698,0.48617488372093026,#5cc67c,Ilvbl,X
Impg2,0.39940000000000003,0.9978972837022133,0.4000027162977868,#66fe66,Impg2,X
Ing2,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Ing2,X
Ipmk,0.8550264654333009,0.39996000000000004,0.5448335345666991,#da668b,Ipmk,X
Iqcg,0.4,0.8597793380140422,0.5402206619859579,#66db8a,Iqcg,X
Iqub,0.3992,0.43481411290322586,0.9623858870967742,#666ff5,Iqub,X
Irf9,0.467380198019802,0.40038574257425746,0.9286340594059407,#7766ed,Irf9,X
Irs1,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Irs1,X
Irs2,0.9790325217391305,0.39996000000000004,0.4208274782608696,#fa666b,Irs2,X
Iscu,0.39968000000000004,0.9925854363089267,0.40629456369107325,#66fd68,Iscu,X
Itga7,0.46803721946375376,0.3996744587884806,0.9281483217477656,#7766ed,Itga7,X
Itgam,0.36008,0.6546909090909091,0.605589090909091,#5ca79a,Itgam,X
Itgb7,0.45919880952380954,0.40038809523809527,0.9368130952380952,#7566ef,Itgb7,X
Jade3,0.36004,0.6363497674418606,0.6237902325581396,#5ca29f,Jade3,X
Jag1,0.953464886877828,0.38628,0.39851511312217197,#f36366,Jag1,X
Jdp2,0.44416,0.37476000000000004,0.80504,#7160cd,Jdp2,X
Jmjd1c,0.6156285998013903,0.7800610129096326,0.40413038728897716,#9dc767,Jmjd1c,X
Jun,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Jun,X
Junb,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Junb,X
Jund,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Jund,X
K230010J24Rik,0.5275827482447342,0.5059177532597794,0.7664994984954865,#8781c3,K230010J24Rik,X
Katnal1,0.39792000000000005,0.4133832124352332,0.9793367875647669,#6569fa,Katnal1,X
Kazn,0.38825813953488375,0.464846046511628,0.7935358139534884,#6377ca,Kazn,X
Kcna4,0.9800383057448881,0.39996000000000004,0.419821694255112,#fa666b,Kcna4,X
Kcnj2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Kcnj2,X
Kcnma1,0.36076,0.5095735,0.7530865,#5c82c0,Kcnma1,X
Kctd12,0.9788699707887051,0.39996000000000004,0.4209900292112951,#fa666b,Kctd12,X
Kctd6,0.404773961885657,0.9240801003009027,0.4709659378134403,#67ec78,Kctd6,X
Kctd8,0.39916,0.99730126,0.39975874,#66fe66,Kctd8,X
Kdm6b,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Kdm6b,X
Keap1,0.39912000000000003,0.9972019180819182,0.39971808191808195,#66fe66,Keap1,X
Khdrbs2,0.39972,0.9920833901705115,0.4069366098294885,#66fd68,Khdrbs2,X
Klf16,0.7761265628042843,0.39964,0.6226134371957156,#c6669f,Klf16,X
Klf2,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Klf2,X
Klf8,0.36004,0.6489093023255814,0.6112306976744186,#5ca59c,Klf8,X
Klhdc2,0.5402206619859579,0.7875626880641926,0.4722166499498496,#8ac978,Klhdc2,X
Klhl21,0.9800383057448881,0.39996000000000004,0.419821694255112,#fa666b,Klhl21,X
Klhl26,0.40516757515030055,0.9909882164328656,0.4027642084168337,#67fd67,Klhl26,X
Knop1,0.9796121739130436,0.39996000000000004,0.42024782608695654,#fa666b,Knop1,X
Krba1,0.5465035014836795,0.39864000000000005,0.8487364985163205,#8b66d8,Krba1,X
Krcc1,0.4003987987987988,0.6389597597597598,0.7570414414414415,#66a3c1,Krcc1,X
