,trained,yoked,FC,candy
Flt3l,3.182666686835724,2.991334716258486,0.19133197057723805,X
Flt4,2.017735419666803,0.6405899177401638,1.3771455019266394,X
Flywch1,8.353444552447169,8.476893692263017,-0.1234491398158486,X
Flywch2,4.136083380199257,4.218524651877231,-0.08244127167797366,X
Fmc1,3.952366103891822,3.882862422178786,0.06950368171303589,X
Fmn1,4.344960325446786,4.602218621027579,-0.25725829558079294,X
Fmn2,7.64608899196698,7.255891681799206,0.3901973101677747,X
Fmnl1,8.557513069136045,8.620703374239708,-0.06319030510366375,X
Fmnl2,7.201964943717896,6.9752438008523265,0.22672114286556955,X
Fmnl3,4.168824245390959,3.99200709102571,0.1768171543652488,X
Fmo1,5.760658182284303,5.777175636433722,-0.01651745414941974,X
Fmo2,1.5153920831328247,0.695588548178434,0.8198035349543907,X
Fmo5,2.598497467770594,2.6269563964273037,-0.028458928656709848,X
Fmod,0.19790890990295532,0.45331743264695024,-0.25540852274399495,X
Fmr1,7.592945007604397,7.305513325706266,0.2874316818981315,O
Fn1,4.558611693669087,5.2680504135405455,-0.7094387198714589,X
Fn3k,4.819781976992022,5.295029988046664,-0.4752480110546413,X
Fn3krp,7.603086742366068,7.676992798312238,-0.0739060559461695,X
Fnbp1,7.878011004191716,7.857395499686871,0.020615504504845283,X
Fnbp1l,4.553460972252762,4.313815933091519,0.23964503916124347,X
Fnbp4,7.700286120496285,7.717510644936234,-0.01722452443994893,X
Fndc1,4.837048365761366,4.6696198986691755,0.16742846709219084,X
Fndc10,4.8922060196236705,5.60700758823781,-0.7148015686141393,X
Fndc3a,7.39678825708306,7.322823862497092,0.0739643945859676,X
Fndc3b,6.02433273513013,6.067335850040538,-0.04300311491040798,X
Fndc4,7.139712680058548,6.955358562416621,0.18435411764192722,X
Fndc5,7.540008789206164,7.967316464513033,-0.427307675306869,X
Fndc7,0.9603363500202129,0.9206809985999033,0.039655351420309626,X
Fndc8,3.669154399368916,3.2259228011942582,0.44323159817465774,X
Fndc9,3.9781079447269834,2.497145441940883,1.4809625027861002,X
Fnip1,7.342912060294505,7.163415408178722,0.17949665211578303,X
Fnip2,7.616400561056346,7.334082256302395,0.28231830475395103,X
Fnta,5.812520531498184,5.80798183824659,0.0045386932515940615,X
Fntb,5.7974731622913245,5.935759914407089,-0.13828675211576424,X
Focad,7.286047477203555,7.240129999644821,0.0459174775587341,X
Folh1,1.0627617758233017,1.3516096720106499,-0.2888478961873482,X
Folr2,0.0,0.98609374925253,-0.98609374925253,X
Fopnl,5.960443352510814,6.0154239735686135,-0.05498062105779944,X
Fos,11.16979290890567,9.585652722794109,1.5841401861115614,O
Fosb,11.536578601244761,9.521916574094606,2.0146620271501554,X
Fosl1,3.8982507406864144,4.770509410246215,-0.8722586695598009,X
Fosl2,10.231698681877393,8.472244689548722,1.7594539923286714,O
Foxa1,0.26400937708804095,0.3831705710507915,-0.11916119396275054,X
Foxa3,1.095106012065217,0.26086305036161306,0.8342429617036039,X
Foxb1,0.45821827084486283,0.7481934297259589,-0.2899751588810961,X
Foxb2,1.168200712032597,1.5899300054446999,-0.42172929341210286,X
Foxc1,2.050950151480306,2.164122648022311,-0.1131724965420049,X
Foxc2,0.12484147122227747,0.09193017002669761,0.03291130119557986,X
Foxd1,0.5711304521999672,0.6104531382521715,-0.03932268605220435,X
Foxf1,1.6465130920817346,1.6301103956885525,0.016402696393182037,X
Foxf2,1.1016304313318015,1.6569282086279726,-0.5552977772961711,X
Foxg1,9.054740022366232,8.642791677666988,0.411948344699244,X
Foxh1,0.3263976232922624,0.5745601600024074,-0.248162536710145,X
Foxj1,3.6465419479861154,2.2839273331343537,1.3626146148517617,X
Foxj2,7.327484783706291,7.049380690669044,0.27810409303724715,X
Foxj3,7.886391159672717,7.771969831307974,0.1144213283647435,X
Foxk1,8.924105108873942,8.748452703195406,0.17565240567853557,X
Foxk2,7.8911077837817984,7.916034726340104,-0.024926942558305853,X
Foxl1,0.54933245576954,0.9205479505983764,-0.3712154948288363,X
Foxm1,2.236918746648662,2.0664818478245914,0.17043689882407076,X
Foxn1,1.0843562715087285,0.2230886588019214,0.8612676127068071,X
Foxn2,6.670442441032885,6.641347687136487,0.029094753896398373,X
Foxn3,5.280099109465117,5.398053461429641,-0.1179543519645243,X
Foxo1,8.563393160275444,7.890579117558011,0.672814042717433,X
Foxo3,8.385861274235232,7.880740408625431,0.5051208656098014,X
Foxo4,5.146543811236297,5.763840812834007,-0.6172970015977102,X
Foxo6,5.585570109397125,6.14266011642286,-0.5570900070257352,X
Foxp1,6.6954748208830015,6.765995530690103,-0.07052070980710123,X
Foxp2,2.9675914018255667,3.096834211203207,-0.1292428093776401,X
Foxp3,1.239667877113297,1.0306273078901906,0.20904056922310632,X
Foxp4,6.195776566174182,6.518338042300178,-0.3225614761259967,X
Foxq1,3.2137816017168515,3.102446012384675,0.11133558933217635,X
Foxr1,1.7891349581782636,1.3649055828997978,0.4242293752784658,X
Foxr2,1.114731903223962,0.36835242032062165,0.7463794829033403,X
Foxred1,5.833000605021993,5.895117414131971,-0.06211680910997863,X
Foxred2,5.758761517446975,6.108886878077307,-0.35012536063033206,X
Foxs1,0.6734536907383262,0.13115848877522382,0.5422952019631023,X
Fpgs,4.104241386631901,4.12727374214147,-0.023032355509569058,X
Fpgt,5.3347184607852185,5.234412493136892,0.10030596764832644,X
Fpr1,0.5038617541862839,0.7384815342077093,-0.23461978002142547,X
Fra10ac1,5.072904828333728,5.615542604436253,-0.5426377761025245,X
Fras1,5.2806860877462505,5.81519801808987,-0.5345119303436192,X
Frat1,5.515637044318736,5.448724772021483,0.0669122722972535,X
Frat2,4.314584423011647,5.140451345103887,-0.8258669220922403,X
Frem1,2.6533073913954452,2.571869653080786,0.08143773831465939,X
Frem2,1.8454631306640543,1.3950731767292155,0.4503899539348388,X
Frg1,4.850960047587755,5.088707316541977,-0.23774726895422216,X
Frk,1.1397050492934586,0.905448652998705,0.2342563962947536,X
Frmd3,2.6170361223529133,2.8377793478259803,-0.22074322547306702,X
Frmd4a,7.494698849602762,7.235584332093523,0.2591145175092393,X
Frmd4b,6.757035022920846,6.816553856387571,-0.059518833466725596,X
Frmd5,6.64603102650784,6.714659926030952,-0.06862889952311146,X
Frmd6,8.682888339655609,6.453209197192958,2.2296791424626505,X
Frmd7,0.20600717399698606,0.5228889387208403,-0.3168817647238542,X
Frmd8,4.925986238459581,4.544427444579964,0.3815587938796172,X
Frmpd1,5.648203447058987,5.6379150932366775,0.010288353822309304,X
Frmpd3,3.5289965609588174,2.803886146345542,0.7251104146132756,X
Frmpd4,7.222824256680894,7.0773741754094415,0.1454500812714521,X
Frrs1,4.086827682504187,3.876227768101574,0.21059991440261294,X
Frrs1l,9.77717021891208,9.781180895044296,-0.004010676132216062,X
Frs2,6.920738435414176,6.9310130358069335,-0.010274600392757627,X
Frs3,3.67509987410813,4.646687093105233,-0.9715872189971027,X
Fry,9.482322446886661,9.254545584298642,0.2277768625880192,X
Fryl,7.205274295156117,7.13357131119028,0.07170298396583696,X
Frzb,5.685771613771501,5.638127387741921,0.04764422602957996,X
Fsbp,2.7343654215445516,2.692241080074485,0.04212434147006672,X
Fscn1,9.00380650460934,8.86047701254662,0.14332949206272083,X
Fscn2,1.228761685728494,0.4840996361352845,0.7446620495932095,X
Fsd1,5.994049726957383,6.138664374728574,-0.14461464777119115,X
Fsd1l,5.999775236730677,5.941528963641844,0.05824627308883379,X
Fsd2,0.8705235741248801,0.4345923265070006,0.43593124761787955,X
Fsip1,0.4827530126226452,1.1011156708510212,-0.6183626582283761,X
Fst,4.274554536494581,4.470052534124337,-0.19549799762975528,X
Fstl1,5.281120413598055,5.089183016979182,0.1919373966188731,X
Fstl3,1.5097193464171577,0.3864985417997305,1.1232208046174272,X
Fstl4,7.061795405005604,6.707121247993782,0.35467415701182237,X
Fstl5,2.549718045766504,3.4303995827403018,-0.8806815369737979,X
Fth1,11.153033345217517,11.133220868627212,0.01981247659030494,X
Ftl1,8.247171170885697,8.416781613350532,-0.16961044246483503,X
Ftl1-ps1,1.2409117311723312,0.1582722654445699,1.0826394657277614,X
Fto,8.594117280494036,8.456918216770429,0.13719906372360668,X
Ftsj1,5.780823171321592,6.298680988139183,-0.5178578168175907,X
Ftsj3,6.348762911087353,6.387082959551783,-0.03832004846443038,X
Fubp1,8.065525474801214,8.417424718520682,-0.35189924371946724,X
Fubp3,6.47707872323346,6.545327818899277,-0.06824909566581638,X
Fuca1,4.752373713043711,4.422360989511115,0.3300127235325956,X
Fuca2,5.930003291398717,5.508923488553971,0.421079802844746,X
Fuk,6.33088662377871,6.838952139143923,-0.5080655153652129,X
Fundc1,5.475919437302144,5.502704599305376,-0.026785162003231555,X
Fundc2,5.553796249003163,5.661369360363067,-0.10757311135990388,X
Fuom,4.195746378351375,4.471159754683378,-0.27541337633200325,X
Furin,6.758648573810463,6.857653917297266,-0.09900534348680257,X
Fus,8.753158435813944,8.764182378522273,-0.01102394270832896,X
Fut1,0.22313683547237623,0.0,0.22313683547237623,X
Fut10,4.5637831578205335,4.9548483633232605,-0.39106520550272705,X
Fut11,5.6362885217079075,6.05739511375058,-0.42110659204267264,X
Fut2,0.5472653988948983,0.959513306518457,-0.4122479076235587,X
Fut4,0.7490711846538677,1.1290191906451583,-0.37994800599129064,X
Fut7,0.06410075727521433,0.40700505475626275,-0.34290429748104845,X
Fut8,6.836520910010824,6.868239804619605,-0.031718894608780523,X
Fut9,7.433622557446781,7.348296826326636,0.08532573112014497,X
Fuz,4.764418130502755,5.018693644624084,-0.2542755141213284,X
Fv1,1.7666475472219676,2.683473170019969,-0.9168256227980014,X
Fxn,2.976817278946688,3.050720211801531,-0.07390293285484306,X
Fxr1,7.1951465113932915,7.223308001445303,-0.028161490052011295,X
Fxr2,8.354077144271969,8.414818126803295,-0.06074098253132654,X
Fxyd1,3.0975953946634553,2.7660435922317093,0.3315518024317461,X
Fxyd2,0.8057055930357712,2.5180350123255484,-1.712329419289777,X
Fxyd3,1.426751474219269,1.3046586901184327,0.12209278410083635,X
Fxyd4,0.973038291984688,1.7732146534055084,-0.8001763614208204,X
Fxyd5,1.9876205299744378,1.367736406069264,0.6198841239051738,X
Fxyd6,5.347428109616498,5.75666661636087,-0.409238506744372,X
Fxyd7,2.1044587587260883,1.932579643314405,0.17187911541168344,X
Fyb,2.052115149171243,0.9800386727518112,1.072076476419432,X
Fyco1,8.265404011002213,8.55492037020012,-0.28951635919790775,X
Fyn,8.371048777569571,8.419023391200849,-0.04797461363127731,X
Fyttd1,7.647715666909333,7.511450660560361,0.13626500634897187,X
Fzd1,5.514165718464212,4.1564553043994215,1.3577104140647904,X
Fzd2,3.218005238258537,2.6213656621835613,0.5966395760749759,X
Fzd3,6.157121473403103,6.085140809633638,0.07198066376946421,X
Fzd4,6.076368729231922,4.156613782138614,1.919754947093308,X
Fzd5,6.110616101578377,2.701582502796303,3.409033598782074,X
Fzd6,3.457563091995893,2.847229244621106,0.610333847374787,X
Fzd7,4.716492811436373,3.885513185255277,0.830979626181096,X
Fzd8,3.824358474904233,3.696805273068934,0.12755320183529895,X
Fzd9,2.7011005862200292,1.5549227978057611,1.146177788414268,X
Fzr1,6.996441256690272,7.080084270376083,-0.08364301368581106,X
G0s2,2.327923552730197,1.474921731531741,0.8530018211984558,X
G2e3,6.029960597922807,5.669101389732965,0.36085920818984185,X
G3bp1,7.527973701760969,7.682980361438459,-0.1550066596774906,X
G3bp2,9.15170103151271,9.20002044589137,-0.0483194143786605,X
G430049J08Rik,3.9665607862425296,4.285800959979357,-0.3192401737368278,X
G430095P16Rik,0.5961957564303471,0.6955666854009207,-0.09937092897057365,X
G530012D18Rik,1.3339387993039968,0.8758626454038833,0.4580761539001136,X
G6b,0.07745393116687094,0.6374159104944627,-0.5599619793275917,X
G6pc3,4.871545780452236,5.205731146314992,-0.3341853658627558,X
G6pdx,5.246463057151643,5.590592659242591,-0.34412960209094834,X
Gaa,8.891066636924219,8.866379161551372,0.02468747537284699,X
Gab1,4.386911418224195,5.020024168076451,-0.6331127498522555,X
Gab2,3.7898624707114745,3.7556341061382112,0.03422836457326328,X
Gab3,2.9898703761511207,2.9142288069403093,0.07564156921081144,X
Gabarap,7.329937236984082,7.452668437141255,-0.12273120015717254,X
Gabarapl1,9.792293771890167,9.828571559699258,-0.03627778780909097,X
Gabarapl2,7.699187090880816,7.728133677132202,-0.028946586251385575,X
Gabbr1,10.491654215105797,10.458309554277848,0.0333446608279484,X
Gabbr2,9.79937046618448,9.623198212403492,0.17617225378098667,X
Gabpa,6.13076592534567,5.95167382242786,0.17909210291781008,X
Gabpb1,5.754819730810007,5.992277234994696,-0.23745750418468958,X
Gabpb2,7.054638664159567,7.173448878229551,-0.11881021406998382,X
Gabra1,8.746615256527559,8.673133627793975,0.07348162873358355,X
Gabra2,7.913665505972565,7.835015945113008,0.07864956085955743,X
Gabra3,1.8887332117908058,1.9766563264072812,-0.0879231146164754,X
Gabra4,8.820328184098539,8.5706241992949,0.24970398480363976,X
Gabra5,8.482192967821273,8.573980542447021,-0.09178757462574794,X
Gabrb1,9.265333723736862,9.122961104561915,0.1423726191749477,X
Gabrb2,8.045620906122746,8.08845887563308,-0.042837969510333807,X
Gabrb3,10.110217068014753,9.936979706240628,0.17323736177412563,X
Gabrd,7.186201429706039,7.45398147080956,-0.2677800411035207,X
Gabre,2.2935986995242956,2.3528212556657704,-0.05922255614147476,X
Gabrg1,4.007375865462743,3.5991216709037115,0.40825419455903145,X
Gabrg2,9.145546685098198,9.14374406171058,0.001802623387618496,X
Gabrg3,3.5295038924030226,3.5668906708338337,-0.03738677843081106,X
Gabrq,0.7360280300451643,0.21021231871789312,0.5258157113272711,X
Gabrr1,0.0,0.548876041217705,-0.548876041217705,X
Gabrr2,0.5606656187986532,0.21021231871789312,0.35045330008076003,X
Gad1,9.551514035426253,8.991870914405132,0.5596431210211215,X
Gad1-ps,0.29279392586569775,0.09193017002669761,0.20086375583900012,X
Gad2,6.1415172353482035,6.330893500132333,-0.18937626478412994,X
Gadd45a,4.110717839478122,2.821211718690383,1.2895061207877387,X
Gadd45b,6.463179470708602,5.989449688494001,0.47372978221460116,X
Gadd45g,8.66139487083672,7.499893038158823,1.1615018326778968,X
Gadd45gip1,5.775875604621044,5.8302403584869085,-0.05436475386586448,X
Gadl1,2.194390407361849,3.4825885871399236,-1.2881981797780746,X
Gak,8.200681906544602,8.138865309886322,0.06181659665828043,X
Gal,0.4902407689365166,0.5336539650714329,-0.04341319613491634,X
Gal3st1,1.9343183793622436,2.260596310847595,-0.3262779314853512,X
Gal3st2,0.3337651404271408,0.4345923265070006,-0.1008271860798598,X
Gal3st3,7.521360972996735,7.649243695111667,-0.1278827221149319,X
Gal3st4,2.0830572166404098,2.714906905608371,-0.6318496889679612,X
Galc,6.512243379853275,6.436646423308221,0.07559695654505383,X
Gale,3.860230626993621,4.314530160415205,-0.454299533421584,X
Galk1,3.205686487515151,3.3579877807004017,-0.15230129318525076,X
Galk2,4.37549004137716,4.431011933486302,-0.05552189210914271,X
Galm,0.6270619418323653,1.4256868471170705,-0.7986249052847052,X
Galns,6.232625087124044,6.286765690867708,-0.05414060374366425,X
Galnt1,6.306487973178061,6.3472764404963735,-0.040788467318312094,X
Galnt10,3.5515928759440283,3.5748714983518575,-0.023278622407829186,X
Galnt11,6.207322564977816,6.335592879848304,-0.12827031487048757,X
Galnt12,1.2420096646825973,1.4948816298899548,-0.25287196520735744,X
Galnt13,5.154390463109333,5.34719608629506,-0.19280562318572692,X
Galnt14,5.599266192039328,5.226407924192623,0.3728582678467047,X
Galnt15,3.263219530196812,3.1886701385542935,0.07454939164251861,X
Galnt16,8.763068810982968,8.736990826498092,0.026077984484876637,X
Galnt18,7.327494763345055,7.001498915436605,0.32599584790844993,X
Galnt2,6.202954486933386,5.169369816571062,1.0335846703623242,X
Galnt3,2.2296273952478605,2.4842216920099074,-0.2545942967620469,X
Galnt4,3.250768525501992,3.0645806203102164,0.18618790519177564,X
Galnt5,1.7416480262953222,1.5195222229542864,0.22212580334103582,X
Galnt6,2.1259388027927444,3.064532600844697,-0.9385937980519525,X
Galnt7,3.1560206698359483,3.856113020319787,-0.7000923504838386,X
Galnt9,6.00271149667497,5.921575132424329,0.08113636425064108,X
Galntl6,3.536546927817363,3.5269901783625754,0.009556749454787461,X
Galr2,1.5120971587536416,1.7141064435510744,-0.20200928479743285,X
Galt,6.137394097417977,5.9394377224344055,0.19795637498357177,X
Gamt,2.6619341605606994,2.8783496423119654,-0.21641548175126601,X
Gan,7.193574921327399,6.974007418004277,0.21956750332312236,X
Ganab,7.83916927828723,8.139877234927079,-0.30070795663984917,X
Ganc,3.422881671181435,3.2465461968428415,0.17633547433859365,X
Gap43,3.3519460153165426,3.9947938006258616,-0.6428477853093191,X
Gapdh,11.397975384436624,11.591169650502657,-0.1931942660660333,X
Gapdhs,3.679184917426226,4.121836756025188,-0.4426518385989624,X
Gapvd1,7.891805402590222,7.939711673596698,-0.04790627100647615,X
Gar1,4.4025746470368965,4.453472901144603,-0.05089825410770654,X
Garem,7.578866441211368,7.282069497035266,0.29679694417610225,X
Gareml,3.757279298689436,4.719868503394823,-0.9625892047053868,X
Garnl3,3.8856301357972116,4.703312016677832,-0.8176818808806203,X
Gars,7.887197976634526,7.637575007803805,0.249622968830721,X
Gart,5.901407196222769,6.16674753290805,-0.2653403366852807,X
Gas1,4.393843567739341,4.153021420094019,0.24082214764532228,X
Gas2,2.7055185373811717,3.945837933889494,-1.2403193965083226,X
Gas2l1,7.467915590217924,7.744000902645122,-0.276085312427198,X
Gas2l2,1.2675200341870125,1.343832871886689,-0.07631283769967645,X
Gas2l3,2.285825838601599,2.5730632598473777,-0.2872374212457789,X
Gas6,6.664407344763554,6.472671211784443,0.19173613297911096,X
Gas7,10.966575056359046,10.95517986036254,0.011395195996506402,X
Gas8,5.301155643467595,5.969078942947479,-0.6679232994798836,X
Gata2,0.937687021073621,1.9368820820764518,-0.9991950610028308,X
Gata3,3.3804898082976766,2.6371469761652704,0.7433428321324063,X
Gata4,1.0282611416299696,1.1484766321567654,-0.12021549052679581,X
Gata5,1.5927405761276106,1.5713836592390746,0.021356916888535915,X
Gatad1,6.702590214366365,6.539713636366353,0.1628765780000121,X
Gatad2a,6.220444537633186,6.217983241492827,0.0024612961403587263,X
Gatad2b,9.154494584442437,8.813707281422136,0.340787303020301,X
Gatb,5.624805114490623,5.8425316170786346,-0.21772650258801196,X
Gatc,6.032644844146285,6.366646211272124,-0.33400136712583883,X
Gatm,5.633892832256197,5.891301172017342,-0.2574083397611453,X
Gatsl2,8.831108878173659,8.691387145163885,0.13972173300977353,X
Gatsl3,1.406356954153782,2.0023880740607236,-0.5960311199069417,X
Gba,6.167495299254943,5.953498826518197,0.2139964727367465,X
Gba2,8.412443435440036,8.629554062921736,-0.2171106274817003,X
Gbas,6.789514753080571,7.013889354362803,-0.22437460128223208,X
Gbe1,2.6681858819444773,2.7091872222595605,-0.04100134031508329,X
Gbf1,7.7423171009238985,7.7675863989653235,-0.02526929804142508,X
Gbgt1,0.7430556093050111,0.19834622976152916,0.544709379543482,X
Gbp2,1.2043401462058516,1.8615235239906067,-0.6571833777847551,X
Gbp3,1.4459779024134516,1.6289724670825843,-0.18299456466913266,X
Gbp4,0.9386951118198409,0.6956466189804297,0.2430484928394112,X
Gbp5,6.0149344469195025,5.778062182544961,0.23687226437454179,X
Gbp6,0.7841611827951261,0.5323350087904971,0.25182617400462903,X
Gbp7,1.8212519097868238,2.309576899913344,-0.4883249901265203,X
Gbp9,0.9294579915470361,2.3208881413656997,-1.3914301498186634,X
Gbx1,0.3337651404271408,0.09193017002669761,0.24183497040044316,X
Gca,4.134815470352038,4.131962613872536,0.002852856479502286,X
Gcat,3.037694142373798,2.6975046009635792,0.34018954141021895,X
Gcc1,6.264108329998996,6.244151667868242,0.01995666213075431,X
Gcc2,7.152360711042121,7.403203556905296,-0.2508428458631746,X
Gcdh,5.970193781634638,5.885157001317164,0.0850367803174743,X
Gcfc2,5.010949338667604,4.976633370571597,0.03431596809600723,X
Gch1,4.1339994351463565,2.484062841827039,1.6499365933193175,X
Gck,2.796326722672456,2.6482239312383564,0.14810279143409977,X
Gclc,7.141804643220249,7.112334580915056,0.02947006230519289,X
Gclm,6.180159476087961,6.356394942991795,-0.17623546690383396,X
Gcm1,2.3105073439611727,1.2076267781751067,1.102880565786066,X
Gcm2,0.26400937708804095,0.0,0.26400937708804095,X
Gcn1l1,8.654917784783146,8.505777606793018,0.14914017799012846,X
Gcnt1,1.7265872148192392,0.5512250277212295,1.1753621870980098,X
Gcnt2,5.786233767438962,4.247274186759383,1.5389595806795793,X
Gcnt3,0.5159263467362267,0.4345923265070006,0.08133402022922614,X
Gcnt4,1.7259652407087405,2.107280676841467,-0.38131543613272667,X
Gcnt7,0.6920144409761749,0.3258273706907146,0.3661870702854603,X
Gcom1,0.19790890990295532,0.09193017002669761,0.10597873987625771,X
Gcsam,0.09829536425009874,0.17703594709018414,-0.0787405828400854,X
Gcsh,5.455699158104855,5.14796301265021,0.307736145454645,X
Gda,8.890550877113604,8.77384054148806,0.11671033562554456,X
Gdap1,7.532437679843475,7.596034717996216,-0.06359703815274109,X
Gdap1l1,6.334809629761311,6.781072979214957,-0.44626334945364654,X
Gdap2,6.374681164428121,6.284855968146485,0.08982519628163566,X
Gde1,7.927012750639724,8.174351629799174,-0.2473388791594502,X
Gdf1,3.195549959151628,3.7388123135507505,-0.5432623543991224,X
Gdf10,3.7227723569553515,4.516809088136988,-0.7940367311816363,X
Gdf11,5.5349010795160005,5.69627196311632,-0.16137088360031981,X
Gdf15,0.8347140111485764,0.0,0.8347140111485764,X
Gdf3,0.3310788621200427,1.1456859403811923,-0.8146070782611496,X
Gdf6,0.2752684740418091,0.0,0.2752684740418091,X
Gdf7,0.7194317371370609,1.3623241370053918,-0.6428923998683309,X
Gdf9,1.8142022339360602,0.4801136927887124,1.3340885411473478,X
Gdi1,9.831740794165801,10.021784975782122,-0.19004418161632053,X
Gdi2,8.48370599084677,8.637110934715635,-0.15340494386886405,X
Gdpd1,5.810769723376076,5.720207761816991,0.09056196155908491,X
Gdpd2,2.9708968262615754,1.9307061895121296,1.0401906367494458,X
Gdpd3,2.602912064069776,3.3874156868415852,-0.7845036227718092,X
Gdpd5,5.884889867144409,5.433403343276955,0.45148652386745436,X
Gdpgp1,2.941777816485891,3.205290127339042,-0.2635123108531512,X
Gem,5.291091131032461,3.8669758051536736,1.4241153258787875,X
Gemin2,3.6723166464381665,3.5877222623495832,0.08459438408858322,X
Gemin4,5.944558574252145,5.095293388715791,0.8492651855363542,X
Gemin5,6.1846129904408365,6.085371244102348,0.09924174633848803,X
Gemin6,2.697193611032371,2.827560422594832,-0.13036681156246122,X
Gemin7,4.13413651857649,4.375028763539967,-0.24089224496347672,X
Gemin8,4.138533680029332,4.4014352903265115,-0.2629016102971793,X
Gen1,0.4813827190892996,0.47069120779768436,0.010691511291615219,X
Get4,7.023189331911143,6.996406175875946,0.02678315603519721,X
Gfap,9.126739745036968,8.57492638336167,0.5518133616752987,X
Gfer,4.142819363901961,4.973347365631817,-0.8305280017298555,X
Gfm1,6.168106087095764,6.570732210905219,-0.40262612380945484,X
Gfm2,6.355081066435354,6.5575458922713,-0.20246482583594538,X
Gfod1,9.003592961616622,8.793178304599794,0.2104146570168286,X
Gfod2,5.335749702821226,5.531390117803956,-0.19564041498273,X
Gfpt1,6.928243635169144,6.795067254802611,0.13317638036653268,X
Gfpt2,3.836237050369519,4.343172806935171,-0.5069357565656523,X
Gfra1,6.2928870755824935,6.312975083917834,-0.020088008335340746,X
Gfra2,7.014989762129189,6.7255745665571505,0.28941519557203854,X
Gfra4,6.684527780644818,6.802330777659439,-0.11780299701462038,X
Gfy,1.302477386841916,1.2375821042835453,0.06489528255837063,X
Gga1,7.125524137403835,7.126592812758166,-0.0010686753543307503,X
Gga2,6.524084046208364,6.931034652835525,-0.4069506066271611,X
Gga3,7.833317522394643,7.8743265527899275,-0.04100903039528436,X
Ggact,3.706891131189548,4.064808006678231,-0.3579168754886828,X
Ggct,5.266879729611313,5.299929432105517,-0.03304970249420425,X
Ggcx,5.603014945462677,5.823710337222145,-0.22069539175946762,X
Ggh,3.6393916992176027,3.613412419715422,0.02597927950218093,X
Ggn,1.6991030047592743,0.7322737948704888,0.9668292098887855,X
Ggnbp1,3.7559048193003246,4.538110289411559,-0.7822054701112346,X
Ggnbp2,7.547763700957564,7.6386346760153065,-0.09087097505774278,X
Ggps1,6.39340146781105,6.117012071730177,0.276389396080873,X
Ggt1,1.46915135096169,0.6417773699911274,0.8273739809705626,X
Ggt5,1.9067159959077769,1.2703042690152693,0.6364117268925076,X
Ggt6,2.462965254198287,0.9553503154807084,1.5076149387175786,X
Ggt7,8.290536826312087,8.409162420664869,-0.11862559435278186,X
Ggta1,1.1746774049471784,0.7999943790488516,0.3746830258983268,X
Ghdc,3.5587885658165948,3.8755291682100803,-0.31674060239348556,X
Ghitm,9.28544874769812,9.324726104039074,-0.039277356340955194,X
Ghr,3.0356992924961634,2.418985018181805,0.6167142743143583,X
Ghrl,2.0943734245992442,2.7748174542000235,-0.6804440296007792,X
Ghsr,3.735334445110127,3.0113314444547647,0.7240030006553622,X
Gid4,7.16737392868922,7.2001502869874585,-0.03277635829823833,X
Gid8,6.232265217070024,6.288351264434788,-0.05608604736476419,X
Gif,0.30204671105166475,0.2671773133184337,0.034869397733231056,X
Gigyf1,8.058185107983542,8.159683115604722,-0.10149800762117955,X
Gigyf2,7.3140992806345935,7.551294152595464,-0.2371948719608703,X
Gimap1,1.0308094146035898,1.9303992810909314,-0.8995898664873416,X
Gimap3,0.32660738630132513,0.19834622976152916,0.12826115653979597,X
Gimap5,0.1112956576125442,0.42865486428595934,-0.3173592066734151,X
Gimap6,3.4903446622128005,3.481746474905852,0.00859818730694828,X
Gimap8,3.831396689873891,2.780652200814879,1.0507444890590123,X
Gin1,4.037958311308552,4.75912737535442,-0.7211690640458679,X
Ginm1,3.538592181516788,3.14693526567896,0.3916569158378276,X
Gins1,0.7998584333836808,1.438940609219068,-0.6390821758353872,X
Gins2,3.590296327407658,3.9644972120839057,-0.3742008846762479,X
Gins3,2.006394528347455,2.6045199723602863,-0.5981254440128314,X
Gins4,3.4545074240192664,4.457799452041519,-1.003292028022253,X
Gipc1,5.710933487936837,5.8753667650272705,-0.1644332770904331,X
Gipc2,0.8401831270232715,0.09193017002669761,0.7482529569965739,X
Gipc3,0.0,0.5947934878075963,-0.5947934878075963,X
Gipr,2.033273614166032,1.322467378682276,0.7108062354837561,X
Git1,9.259216253599583,9.332984730221217,-0.073768476621634,X
Git2,6.847090093734803,6.71453399917468,0.13255609456012252,X
Gja1,7.309033893490455,7.246114333798322,0.06291955969213348,X
Gja4,1.5614339155026213,0.26896611711688173,1.2924677983857396,X
Gja5,3.5912493175532907,2.936593780938006,0.6546555366152846,X
Gja6,0.13711539949926976,0.0,0.13711539949926976,X
Gja8,2.086653197326119,1.8372956577871769,0.24935753953894224,X
Gjb1,2.7304618881348737,1.9917228454714777,0.738739042663396,X
Gjb2,2.0093741088099915,0.5255023330531694,1.483871775756822,X
Gjb3,0.07301464222405545,0.2671773133184337,-0.19416267109437824,X
Gjb6,5.4251591171224005,5.068150041033727,0.3570090760886737,X
Gjc1,2.9560446476714985,1.2340952343748888,1.7219494132966098,X
Gjc2,2.950729966312871,2.596001154279387,0.35472881203348416,X
Gjc3,4.620197412171842,5.2337406378780456,-0.6135432257062039,X
Gjd2,1.6325071585123956,0.5350709240207908,1.0974362344916049,X
Gjd3,0.6437257563393315,0.6944929834738439,-0.05076722713451243,X
