,R,G,B,hex_val,hls_val
Zfp385b,0.29472536413174844,0.23834012652401443,0.04311313501432532,#4b3d0b,#b2901a
Zfp52,0.3315702633321941,0.04112269748478477,0.23592840967543782,#550a3c,#b51781
Zfp553,0.2426785860728331,0.15412062657002853,0.3009140940653121,#3e274d,#6d4587
Zfp59,0.27275477653271646,0.5079743598899421,0.8437617701570062,#4682d7,#4682d7
Zfp654,0.6130916502187119,0.14517676326227355,0.9423389193210564,#9c25f0,#9c25f0
Zfp655,0.002524405626953775,0.9884791458194866,0.6095486483265123,#01fc9b,#01fc9b
Zfp668,0.28114579063702066,0.4060995545155345,0.6539836897702237,#4868a7,#4868a7
Zfp799,0.8172806039090451,0.31235842595696134,0.9787812083737549,#d050fa,#d050fa
Zfp804b,0.09433561141431974,0.7856538064928097,0.7167346067772092,#18c8b7,#18c8b7
Zfp869,0.23433428953140834,0.10235608461239243,0.1498101697301566,#3c1a26,#8e3e5b
Zfp87,0.7536773028849284,0.3068700615065662,0.9174497879660454,#c04eea,#c04eea
Zfp937,0.9420495766967167,0.7582800724197402,0.26201577164709927,#f0c143,#f0c143
