"","143B-CA1-1","143C-CA1-1","143D-CA1-3","144A-CA1-2","144B-CA1-1","144C-CA1-2","145A-CA1-2","145B-CA1-1","146A-CA1-2","146B-CA1-2","146C-CA1-4","147C-CA1-3","148A-CA1-3"
"Adam11",9.46561037960573,9.35550993041178,9.55562856636252,9.36237718569749,9.50459267081164,9.45845377572514,9.46164143507607,9.57859340308846,9.44754891519445,9.36456211322511,9.3440296456479,9.34527768297014,9.41273928903369
"Adam12",7.33317553870346,7.11218438557131,7.44479101360973,6.9196841735923,7.40341294843051,7.4353696739208,7.29717133728453,7.05867939243792,7.05971763031177,7.42918043907587,7.95454713296209,7.53489966416562,7.22149160034117
"Adam15",8.72486268965806,8.6922904187037,8.80627261879372,8.76482697619536,9.10396335234821,8.72424685215943,8.65327976211036,8.59497338299811,8.92541866093535,8.52824562145484,8.7976066158234,8.84623976743346,8.6588462933593
"Adam17",7.31600909992096,7.03576406776544,7.3730100810064,7.10637650176568,7.60282843626579,7.28595331348967,7.32276621369768,7.23697422740142,7.17398695114871,7.37744436092443,7.54829889505419,7.27863848570742,7.18298055363436
"Adam18",6.49579787009552,6.64636485111115,6.49579787009552,6.49579787009552,6.98092138433871,6.61921347796823,6.64393114422244,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.59291658050793
"Adam19",7.01303867355915,7.19546334229247,7.10239512736421,7.15650246590364,7.12016057447061,7.27671576778624,7.27736798174032,7.1640289373477,7.08445761818956,7.47784845856316,6.83527430753766,7.4127924594335,6.91770340621648
"Adam1a",6.91887116327371,6.94587644181436,7.02208175859265,6.97354222237916,7.56130309531011,7.16593813880064,7.36555983552551,7.44594494299806,7.32270963039086,7.19678136796494,6.83527430753766,7.3792372635119,7.04201967745879
"Adam1b",6.49579787009552,6.70863532264925,6.49579787009552,6.78214079532039,6.49579787009552,6.49579787009552,6.75214757851045,6.49579787009552,6.49579787009552,6.7194313294023,6.49579787009552,6.89580332265197,6.68992548142026
"Adam21",6.49579787009552,6.64636485111115,6.49579787009552,6.71774345576474,6.69462573073495,6.49579787009552,6.64393114422244,6.82214659441162,6.66681042479046,6.49579787009552,6.49579787009552,6.62265538798179,6.71279829726293
"Adam22",9.73520185077513,9.75936677965363,9.63966534995022,9.4398573463638,9.49241841267428,10.0411686501978,9.49588525321938,9.19551274102748,9.43414611651112,10.2921945220688,9.99084274884039,9.78586814798897,9.76265897271127
"Adam23",9.15498975163302,9.5794757965205,9.61346784963129,9.09801045698618,9.23405039006501,9.52701225570581,9.38739414311515,9.39388016108593,9.44220323959214,9.71051028729978,9.60572435477387,9.51736246836612,9.36886476745921
"Adam26b",6.79548982303479,6.49579787009552,6.49579787009552,6.9196841735923,6.63644598465418,6.49579787009552,6.49579787009552,6.49579787009552,6.66681042479046,6.8823727777957,6.83527430753766,6.87539708923679,6.83153238792302
"Adam28",6.84164615003661,6.64636485111115,6.49579787009552,6.49579787009552,6.49579787009552,6.88500991069443,6.49579787009552,6.65923294886799,6.66681042479046,6.49579787009552,6.93339246058043,6.49579787009552,6.77012944672113
"Adam32",6.49579787009552,6.49579787009552,6.9766663542447,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.77319164294349,6.49579787009552,6.49579787009552
"Adam33",6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.66394898010923
"Adam4",6.49579787009552,6.70863532264925,6.49579787009552,6.62402240560936,6.49579787009552,6.49579787009552,6.49579787009552,7.01017259266551,6.66681042479046,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552
"Adam5",6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.83527430753766,6.49579787009552,6.59291658050793
"Adam7",6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,7.01278328264206,6.49579787009552,6.49579787009552
"Adam8",6.49579787009552,6.94587644181436,7.26560430960126,6.93838926516506,7.38270949984148,6.97176864256137,6.90032923240948,6.92683275068942,6.94668226334423,6.94173533926319,7.04806227516026,7.07345287090595,6.96953896414978
"Adam9",8.10117439739631,8.03686353683589,8.24515396523495,8.07355998484057,8.0432225949455,7.99827555784901,8.04388153708009,8.12985677760152,7.97908950843251,8.2904625326976,8.24949722431236,8.1164699437441,8.14952725588188
"Adamts1",8.404487146243,8.34737707245862,7.10239512736421,8.56203376263475,8.3254197409715,8.41653482390022,8.72493448659731,8.16270862489214,8.2519640956211,8.34387802236771,8.28379686936214,8.42599698080199,7.87668919093606
"Adamts10",7.83401207262215,7.44321830213742,7.78434728780866,7.57392720431675,7.68819507163229,7.89103304323208,7.49189120440577,8.27399233002569,7.92798650634559,7.90681411813617,7.56494724635854,7.85773957825983,7.45428765341466
"Adamts12",6.49579787009552,6.64636485111115,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,7.27067642289747,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552
"Adamts13",6.88223822446972,6.64636485111115,6.49579787009552,6.9196841735923,6.49579787009552,6.49579787009552,6.82645526476283,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.77012944672113
"Adamts14",6.49579787009552,6.70863532264925,6.49579787009552,6.62402240560936,6.49579787009552,6.67028076038111,6.80955535785129,6.49579787009552,6.49579787009552,6.49579787009552,6.69209571606559,6.49579787009552,6.59291658050793
"Adamts15",6.91887116327371,6.70863532264925,7.32124211873704,6.78214079532039,6.86704007313198,6.49579787009552,6.90032923240948,6.8604736196279,6.66681042479046,6.49579787009552,6.49579787009552,6.8538014640511,6.78671587573246
"Adamts16",6.91887116327371,6.49579787009552,6.49579787009552,6.62402240560936,6.49579787009552,6.49579787009552,6.75214757851045,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.89580332265197,6.77012944672113
"Adamts17",6.79548982303479,6.49579787009552,6.49579787009552,6.97354222237916,6.739215199874,7.15486790626539,6.98496956207174,7.08135893754711,7.03378122631602,6.94173533926319,6.93339246058043,7.0456020009238,7.01607301810129
"Adamts18",6.49579787009552,6.49579787009552,6.49579787009552,6.62402240560936,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.62265538798179,6.49579787009552
"Adamts2",7.04069771613907,6.83186832181757,7.26560430960126,6.95631259387457,7.21931058820056,7.28595331348967,7.19198968537212,7.31841312502702,7.17398695114871,7.62959197571204,7.04806227516026,7.3260423908396,6.99799741173188
"Adamts20",7.62921421957844,7.58675921098335,7.76831191940589,7.57392720431675,7.33958767138388,7.60635689116692,7.43932748448486,7.64439880113834,7.59134555491809,7.86018011085624,8.12108284708746,7.6672162307081,7.73836028102166
"Adamts3",7.44376005572974,7.38544666748049,7.20517942752691,6.97354222237916,6.80980102196755,7.16593813880064,7.06604813416171,7.47175045791017,6.83722592006268,6.99388091210328,7.70274613850984,7.01618759754005,7.13489371042535
"Adamts4",7.29843598342833,6.49579787009552,6.80076744890793,7.02173797689843,6.80980102196755,7.3040811349246,7.26385417140707,6.49579787009552,7.05971763031177,6.81174830882594,6.69209571606559,7.26877321891349,7.18298055363436
"Adamts5",6.66903227798692,6.49579787009552,6.80076744890793,6.49579787009552,6.49579787009552,6.97176864256137,6.67718355477534,6.49579787009552,6.66681042479046,6.81174830882594,7.11232309904653,6.89580332265197,6.73346523490415
"Adamts6",6.95249910868642,6.83186832181757,7.23606178770095,6.71774345576474,6.49579787009552,6.7094299236442,6.88669703278137,6.49579787009552,6.79165505037597,6.7194313294023,7.04806227516026,6.62265538798179,6.63311855883057
"Adamts7",6.49579787009552,6.49579787009552,6.49579787009552,6.62402240560936,6.49579787009552,6.49579787009552,6.88669703278137,7.28694085375992,6.49579787009552,6.49579787009552,6.49579787009552,6.80603607174628,6.68992548142026
"Adamts8",6.49579787009552,6.89308496714019,6.9766663542447,6.83438220563227,6.739215199874,7.05796827245863,7.03713212677382,6.49579787009552,6.83722592006268,6.49579787009552,7.29550142349022,6.8538014640511,6.85829708703992
"Adamts9",7.41369397938976,6.89308496714019,6.80076744890793,7.06571128455751,7.1045846882695,6.79764446817141,6.88669703278137,7.12413970565484,6.83722592006268,6.7194313294023,7.04806227516026,6.93370379596359,6.83153238792302
"Adamtsl1",6.84164615003661,6.49579787009552,6.49579787009552,7.06571128455751,6.93899759569089,6.82173086052929,6.49579787009552,6.49579787009552,6.49579787009552,6.81174830882594,6.887492320083,7.03110605627455,6.91770340621648
"Adamtsl2",6.66903227798692,6.49579787009552,6.49579787009552,6.87946650215859,6.49579787009552,6.67028076038111,7.07535061577102,6.49579787009552,6.83722592006268,6.49579787009552,6.49579787009552,6.8538014640511,6.88318126005171
"Adamtsl3",6.49579787009552,6.70863532264925,6.49579787009552,6.80936835097301,6.49579787009552,6.61921347796823,6.6005669087465,6.49579787009552,6.66681042479046,6.49579787009552,6.93339246058043,6.49579787009552,6.49579787009552
"Adamtsl4",7.01303867355915,7.09404367839093,6.49579787009552,6.83438220563227,6.93899759569089,7.07102699871372,7.02712671950774,7.23697422740142,6.83722592006268,7.19678136796494,6.77319164294349,7.0456020009238,6.87095018084232
"Adamtsl5",7.22347277205135,6.92032560102507,7.13861070179692,7.14435747025963,7.19252654520714,7.22861372862242,6.92626796549406,6.49579787009552,7.03378122631602,6.8823727777957,6.49579787009552,6.80603607174628,6.77012944672113
"Adap1",9.03488993325481,9.09632504400566,9.37520099738489,9.01852154343431,9.210712048732,9.08613392090933,9.08110687803003,9.38626346093399,9.11446445273086,9.28477226539407,8.88519134318619,9.08162215588597,9.03386968489288
"Adap2",6.49579787009552,6.89308496714019,6.9766663542447,7.07959855824761,6.69462573073495,7.19802983134097,7.11108243091492,7.33366094249115,6.83722592006268,6.49579787009552,6.97479530307644,6.89580332265197,6.75245973893098
"Adar",8.54020971499764,8.83877486503686,8.67786407732679,8.98327874810175,8.78465773643145,9.07708466608978,8.63882878927582,8.66618410269269,8.66803540855168,8.58995074287183,9.12711795767985,8.98659289585597,8.89079723441606
"Adarb1",8.6081185881988,8.56365091389472,8.24515396523495,8.53872213538526,8.49011943823216,8.99474601847768,8.28295863527975,8.54364065025866,8.13443740919693,8.82559400342514,8.486149586748,8.49931504915915,8.51772300733121
"Adarb2",7.50083567119441,7.11218438557131,7.23606178770095,7.28687557770729,7.21931058820056,7.19802983134097,7.03713212677382,7.67538064558421,7.1081465041234,7.87595087648682,7.56494724635854,7.28836931009299,7.28116542761098
"Adat1",6.88223822446972,7.01481059294174,6.49579787009552,7.1319649417394,7.16458527110118,7.14359531064058,7.00650132432198,6.82214659441162,7.17398695114871,7.12398786741141,7.17016206394379,7.14957284415071,7.32554590306143
"Adat2",6.79548982303479,6.94587644181436,6.49579787009552,6.93838926516506,7.12016057447061,7.04458294848986,7.03713212677382,6.49579787009552,6.94668226334423,6.94173533926319,7.36130789783303,7.07345287090595,6.87095018084232
"Adat3",7.01303867355915,7.05589945767873,6.711644289244,7.07959855824761,7.20605486946777,6.67028076038111,6.93865219590562,7.25402952613946,7.21431844399616,7.32205681471338,7.38204106348976,7.00080912344174,7.04201967745879
"Adck1",7.73145392417693,7.77527234575338,7.91858398948317,7.62802203913255,8.03253836299053,7.45036189218349,7.64172363189944,7.56790036965844,7.82756152694579,7.58875989074768,7.47839449563242,7.56979775930622,7.52456033365675
"Adck2",7.60493712326481,7.54806861909901,7.29395660653216,7.67918702313509,7.1045846882695,7.38061798604914,7.60649689756203,7.36326646610812,7.62712956387851,7.26221847367079,7.64395297893126,7.47603254507009,7.45885305754968
"Adck5",7.42886455705055,7.34865890503756,7.48939808881358,7.48620788704482,7.68819507163229,7.45775816857271,7.50202653300463,7.31841312502702,7.65025251244412,7.23029084969693,7.29550142349022,7.2979706178227,7.31469935655348
"Adcy1",11.4241208402146,11.3855801897668,11.392894313255,11.2740082113963,11.1521051068177,11.4770851552496,11.3841971567163,11.709531416261,10.9608085781502,11.8745153517776,12.0256359690676,11.3617498610677,11.4190124990048
"Adcy10",6.79548982303479,6.49579787009552,6.49579787009552,6.62402240560936,6.49579787009552,6.61921347796823,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.62265538798179,6.49579787009552
"Adcy2",9.61417605460212,9.5393988368225,9.24865284408269,9.42012348881616,9.54217932127743,9.45983090211471,9.65729429531428,9.84279300093214,9.35090245281514,9.37902520884861,9.51491085265355,9.49343205262831,9.47816894666464
"Adcy3",7.77371489683589,8.09073114427558,8.26608607835863,8.05183967231879,8.06950397988584,8.04826233816319,8.3348107131896,8.26807226799196,8.21858107337178,8.21151557145091,7.86091388876711,8.14849864959387,8.20375780349217
"Adcy4",6.91887116327371,6.75635165385186,6.49579787009552,6.90008874563059,7.05510397904024,6.49579787009552,6.88669703278137,6.49579787009552,6.79165505037597,6.49579787009552,7.04806227516026,6.80603607174628,6.81729934708878
"Adcy5",8.94718676086898,8.6886825935354,8.34639793466524,8.39899601501875,8.37473291991903,8.40144733204891,8.52100744867271,8.97052249003657,8.56457434381313,8.96225560036788,8.70383658709044,8.51700157269895,8.48296676478697
"Adcy6",7.9713096634099,7.63294766775413,6.92629450866597,7.75123959204003,7.97754815431425,7.73985719802133,7.79358867576442,7.40566647805171,7.51529044172987,7.79463256846984,7.82358214331256,7.73286298006576,7.86484123640865
"Adcy7",6.84164615003661,7.07530218558791,7.23606178770095,7.1319649417394,6.89251724532913,7.19802983134097,7.19953441239022,7.14441141520542,6.94668226334423,7.0839867615759,7.04806227516026,7.21723330781592,6.68992548142026
"Adcy8",7.48692056755639,7.93426961818546,7.70150204354461,7.64107183007454,7.57813928703916,8.13081353819028,7.80832263610573,7.86893387215369,7.72709168288872,7.68772584653197,8.23197611628439,7.60340844757627,7.70064102420194
"Adcy9",8.95504283187844,9.31061709673466,9.0368158195606,8.7015237299146,8.85875859418347,9.17517031997918,9.08371345402571,8.79795252098201,8.50150177257451,9.4261777658425,9.64901879491002,9.04675960481591,9.17172282494651
"Adcyap1",6.49579787009552,6.49579787009552,6.711644289244,6.78214079532039,6.49579787009552,6.7094299236442,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552
"Adcyap1r1",8.5131048361546,8.11388822889257,7.29395660653216,8.62954285904471,8.22951750530363,8.56094490880879,8.30206865943721,8.85547946942322,8.2320454754078,8.24598288370925,8.18702171621001,8.46623720073922,8.04813479553139
"Add1",10.0851320543047,10.0284547202368,9.88726858789293,10.0324538455704,9.91471705196282,10.0718273699718,10.0838502717117,9.89869268326882,10.05708798267,10.2591457483443,9.92976363138021,9.98156863743533,10.0657260951445
"Add2",10.4437145544688,10.6598189544051,10.3639088276918,10.1225991587363,10.3797787277334,10.4861769705469,10.4271446141306,10.6597824815793,10.2630936534197,10.9871907061436,10.6478554901416,10.495374449866,10.5169795875813
"Add3",8.39850255403384,8.41624179581452,8.35607809125475,8.26015382500061,8.33377642358121,8.31340117354689,8.56598074095149,8.57189348039429,8.4632162804446,8.33337884830201,8.0198921780057,8.50227988999001,8.36678486194492
"Adgb",6.79548982303479,6.49579787009552,6.49579787009552,6.71774345576474,6.49579787009552,6.61921347796823,6.49579787009552,6.49579787009552,6.83722592006268,6.49579787009552,6.49579787009552,6.71538031853513,6.49579787009552
"Adgra1",7.31600909992096,7.5578968945622,7.61103906371644,7.45488928417124,7.31707832717709,7.7823713953727,7.38319761156382,7.10314809346252,7.54136360842053,7.26221847367079,7.2231171426069,7.56292519259346,7.32014237000432
"Adgra2",7.54129970543356,7.37337577592954,7.71862726879064,7.47848562777278,7.32841733109298,7.5938164876352,7.31645011195911,7.65483727375326,7.57910452753276,7.77758008095471,7.53133619881757,7.56979775930622,7.45428765341466
"Adgra3",7.61715409811089,7.1796747796,7.10239512736421,7.28687557770729,7.2575836359465,7.13210955955403,7.32902935042877,6.98403215768709,7.27059012973486,7.23029084969693,7.51404313570153,7.00080912344174,7.14901924722828
"Adgrb1",10.798426767307,10.7293925804348,11.0216770199689,10.8740628906901,10.8726243325665,10.8187715417639,10.7536969176903,10.9448020069961,10.7763374138808,11.0507521721763,10.8144019847424,10.9613617349522,10.7907259386216
"Adgrb2",11.6868844437046,11.5618274222359,11.9256135828599,11.3864368788959,11.5525027297055,11.5794793772287,11.600912833709,11.8732957026976,11.427677662382,11.694103373994,11.5946989673219,11.5201721775117,11.4361730381762
"Adgrb3",9.05686658689009,9.30833384604444,8.9541535346414,9.06479256198114,8.98058935544043,9.22496814233153,8.96686115636367,9.03117052774948,8.90972162520958,9.6406698385498,9.35909853051337,9.04283033155756,9.18009031813776
"Adgrd1",6.49579787009552,6.75635165385186,6.49579787009552,6.49579787009552,6.49579787009552,6.77142832146261,6.82645526476283,6.49579787009552,6.49579787009552,6.8823727777957,6.49579787009552,6.49579787009552,6.81729934708878
"Adgre1",6.66903227798692,6.86377922763134,6.711644289244,6.83438220563227,7.16458527110118,6.74240401765161,7.16880894966025,7.03499686987992,6.97753645913112,6.81174830882594,6.49579787009552,6.89580332265197,6.75245973893098
"Adgre5",6.84164615003661,6.9929354355778,7.51085960481822,7.05145872505159,6.86704007313198,6.98723145933951,7.20699292851769,6.8950690828684,7.15282189823026,6.7194313294023,7.49640225588573,7.07345287090595,6.78671587573246
"Adgrf2",6.74064158569857,6.70863532264925,6.49579787009552,6.75199458877682,6.49579787009552,6.49579787009552,7.0169204718171,6.49579787009552,6.73750497357525,6.7194313294023,6.49579787009552,6.67514379042013,6.49579787009552
"Adgrf4",6.49579787009552,6.49579787009552,6.49579787009552,7.02173797689843,6.80980102196755,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.69209571606559,6.74926852104004,6.77012944672113
"Adgrf5",7.22347277205135,7.28308008013981,6.49579787009552,7.67293801458047,7.50881599906774,7.39664511445871,7.59747960882362,8.1096946771237,7.43199972185796,6.94173533926319,7.51404313570153,7.42096712929167,7.3036916647333
"Adgrg1",7.79420619160503,7.46523747943188,7.57228280401977,7.99795685465658,7.56130309531011,7.64897445919854,7.86872780716039,8.26212321762565,7.65025251244412,7.62959197571204,7.88509254333539,7.70356421201151,7.75504688866213
"Adgrg2",6.49579787009552,6.64636485111115,6.49579787009552,6.71774345576474,6.86704007313198,6.61921347796823,6.67718355477534,7.08135893754711,6.66681042479046,6.49579787009552,6.887492320083,6.67514379042013,6.73346523490415
"Adgrg3",6.74064158569857,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.6005669087465,6.49579787009552,6.49579787009552,6.81174830882594,6.49579787009552,6.83078640540719,6.63311855883057
"Adgrg4",6.49579787009552,6.83186832181757,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.69209571606559,6.49579787009552,6.59291658050793
"Adgrg6",6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.81174830882594,6.77319164294349,6.62265538798179,6.49579787009552
"Adgrl1",10.7717283825722,10.9132855039991,10.9932562470826,10.552592958561,10.712397265869,10.7768935475391,10.940474401411,10.9667432363521,10.657412429195,11.0596072065364,11.0229431977854,10.8149278202147,10.8010445514206
"Adgrl2",8.01351125671932,8.76925811580935,9.44934337498056,9.05287270946803,9.16059630285028,9.04400084921845,9.1146104692491,9.15398191470771,8.88983902774154,9.00699036487449,9.08205532084363,9.17046204982124,9.17591294060711
"Adgrl3",8.65312914822649,9.3377267286886,8.88545854102083,8.54165933870287,8.88075549028185,9.13920623829266,8.96259746062072,8.72131354525873,8.62470046227738,9.25886486422436,9.46372412555311,8.88659663079062,8.9842342799446
"Adgrl4",7.01303867355915,7.07530218558791,6.49579787009552,7.29670377061588,7.05510397904024,7.12039885557248,7.46074694032956,7.74407160514756,7.46068153820039,7.16144993312078,7.64395297893126,7.20643739302514,6.89502912928326
"Adgrv1",6.49579787009552,6.75635165385186,7.26560430960126,6.67707516184158,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,7.01278328264206,6.80603607174628,6.83153238792302
"Adh1",6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.64393114422244,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552
"Adh5",7.52801665502058,7.83588748903019,7.51085960481822,7.69156618262113,7.64257980267374,7.54852683500266,7.69224373666136,7.64439880113834,7.51529044172987,7.47784845856316,7.71690872012791,7.69759909692857,7.63186143559439
"Adh6b",6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.7194313294023,6.69209571606559,6.62265538798179,6.59291658050793
"Adhfe1",6.88223822446972,6.89308496714019,6.8689624902286,7.11931007267682,7.01938514890353,7.20838216864671,7.1365013756499,6.8950690828684,7.21431844399616,7.0839867615759,7.42195021061599,7.07345287090595,7.26963190144504
"Adi1",7.47277656477723,6.9929354355778,7.34756412407863,7.35307682067832,7.29386522216102,7.47235872256205,7.21436793044667,7.18304848301829,7.32270963039086,7.04088633839331,7.14193274691212,7.11275848671279,7.34152722165949
"Adig",6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.69462573073495,6.61921347796823,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.67514379042013,6.49579787009552
"Adipor1",7.99682072463758,8.11388822889257,8.22385277847787,8.25647296001034,8.17380789298648,8.16447855813285,8.13454161950124,8.30892154857557,8.20496389305266,8.03588179636124,8.24076846634192,8.27218079789891,8.18595463441125
"Adipor2",7.77371489683589,7.85050789929287,7.84611622015547,7.70984711427463,7.78034130557709,7.80807409953695,7.75964578065046,7.97307520332705,7.70574407293451,7.86018011085624,7.67379448294426,7.97864980338839,7.86484123640865
"Adk",7.36638482225402,7.14686318003137,7.34756412407863,7.60136786346914,7.28197519729642,7.47956589134791,7.50705018538311,7.53305883404758,7.51529044172987,7.35025075466717,7.01278328264206,7.33516930596467,7.32554590306143
"Adm",6.49579787009552,6.64636485111115,6.49579787009552,6.90008874563059,7.03755272000452,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.74926852104004,6.71279829726293
"Adm2",6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.49579787009552,6.62265538798179,6.68992548142026
"Adnp",7.95397164751913,8.58338743894497,8.86609746488089,8.04744575634461,8.04852738345806,9.02903485351224,8.12633656503349,8.57189348039429,7.82756152694579,9.05637242542056,8.86382746822632,8.74211735607844,8.5893995268695
"Adnp2",7.60493712326481,8.1023673804809,7.98653069882936,7.60810284993719,7.66565649519414,7.60010783833031,7.70447477848166,7.53305883404758,7.61535291861155,8.04934781365492,7.88509254333539,7.94611986674412,7.75835143530859
"Ado",7.92744309682944,7.92075152676472,8.06297106095216,8.19211480943866,7.70293718423474,8.26010868004076,8.02005271395744,7.94207427589537,7.95383339163228,7.90681411813617,8.0816669099383,8.14454253811019,8.11670254005745
"Adora1",9.51603491086594,9.57570791163584,9.87476809023753,9.24261372676414,9.76753553503183,9.50453084638434,9.56563934679197,9.55623110599568,9.41516308175211,9.60848084528737,9.36657210995655,9.6052672724113,9.53422179798323
"Adora2a",6.79548982303479,6.79652377771621,6.49579787009552,6.49579787009552,6.49579787009552,6.7094299236442,6.80955535785129,6.8604736196279,6.49579787009552,6.49579787009552,6.49579787009552,6.71538031853513,6.59291658050793
"Adora2b",6.49579787009552,6.49579787009552,6.49579787009552,6.78214079532039,6.49579787009552,6.84412965879224,6.72986324462177,7.20151858233205,6.49579787009552,6.7194313294023,7.04806227516026,6.71538031853513,6.49579787009552
"Adora3",6.79548982303479,6.49579787009552,7.13861070179692,6.62402240560936,6.49579787009552,6.61921347796823,6.98496956207174,7.03499686987992,6.83722592006268,6.7194313294023,6.77319164294349,6.96849097750439,6.71279829726293
"Adpgk",6.9837441484351,7.28308008013981,7.71862726879064,7.24614821194043,7.41356758589416,7.50083119771218,7.31645011195911,7.08135893754711,7.15282189823026,7.45386765724088,7.27219224182236,7.36191041853067,7.27542202947537
"Adprh",8.2522106705712,8.45147694130486,8.40337893233119,8.49687718534318,8.21123449128053,8.20436532083303,8.55245922541164,8.27399233002569,8.31609461435345,8.16395813967629,8.22311909753705,8.2686137365765,8.50393406290599
"Adprhl2",7.54129970543356,7.65080766723223,7.68407413875805,7.75701617670497,7.50881599906774,7.45775816857271,7.68400423773085,7.4193141868242,7.62712956387851,7.19678136796494,7.42195021061599,7.49112751618063,7.52456033365675
"Adprm",7.16122090543933,7.24067334544026,6.80076744890793,7.28687557770729,6.77676129217192,7.07102699871372,7.11967767713361,6.8604736196279,6.97753645913112,6.94173533926319,6.77319164294349,7.18429679942321,7.06673542357198
"Adra1a",7.11599213364599,6.83186832181757,6.711644289244,7.02173797689843,6.77676129217192,7.12039885557248,6.72986324462177,6.98403215768709,6.66681042479046,6.7194313294023,7.17016206394379,7.03110605627455,6.71279829726293
"Adra1b",7.04069771613907,6.49579787009552,6.49579787009552,7.03681195359619,7.01938514890353,6.86514808826529,6.49579787009552,6.49579787009552,6.73750497357525,6.49579787009552,6.93339246058043,6.83078640540719,6.91770340621648
"Adra1d",8.35578638728967,8.37998821609431,8.26608607835863,8.31055018911921,8.34207686407943,8.26010868004076,8.35313713486379,8.08917728617202,8.33469651540476,8.2346030789039,8.50753199783417,8.12858352973743,8.58615274311712
"Adra2a",7.06695926030026,7.19546334229247,7.59186399639082,7.23558332531509,7.50881599906774,7.38867198995605,7.35959087621555,7.44594494299806,7.05971763031177,7.04088633839331,7.04806227516026,7.00080912344174,7.43107827345857
"Adra2b",6.49579787009552,6.86377922763134,7.02208175859265,6.75199458877682,6.83963608371709,6.67028076038111,6.75214757851045,6.92683275068942,6.66681042479046,6.8823727777957,8.67310948007215,6.80603607174628,6.68992548142026
"Adra2c",7.76331354941748,8.055101971029,7.68407413875805,7.86103635078362,7.58644259554002,7.97242475652781,8.172092792641,8.32601959743179,8.27802256393339,7.40372836938852,8.15921211921224,7.82658233600925,7.91999273193882
"Adrb1",7.58001080630584,7.73548757897266,7.34756412407863,7.32542087046674,7.65802566797541,7.67829159375331,7.56050223551391,7.59040670212331,7.69489517050775,8.07581355297592,8.03042310951139,7.60998665008259,7.6794436925332
"Adrb2",6.49579787009552,6.83186832181757,6.49579787009552,6.75199458877682,6.49579787009552,6.7094299236442,6.6005669087465,6.49579787009552,6.79165505037597,6.49579787009552,7.19717828939547,6.71538031853513,6.63311855883057
"Adrb3",6.49579787009552,6.86377922763134,6.49579787009552,6.71774345576474,7.15013438913694,6.49579787009552,6.75214757851045,6.72680671898022,6.87730491424811,6.49579787009552,6.887492320083,6.71538031853513,6.71279829726293
"Adrbk1",9.01255223616101,9.10429885114779,9.25355207538147,9.09220690087079,9.23405039006501,9.06247982361914,9.17316912561302,9.71586799646573,9.13802130049687,9.21637471242923,8.93205208501866,9.21801766126319,8.8843312649855
"Adrbk2",8.18267818599202,7.99313133609632,7.61103906371644,8.10329672027854,8.10531819149781,8.16816049239474,8.11253224101307,8.4446823164853,7.85589891587164,8.45387594217157,8.82559938561304,8.23602887093494,7.94517118722683
