"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"1700001C02Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.21651083794125,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700001C19Rik",5.74601471773009,5.74601471773009,5.74601471773009,6.11951744560923,5.74601471773009,5.74601471773009,5.74601471773009,6.07792280086529,6.21787974708343,5.74601471773009,5.92286684183805,5.90163489457775
"1700001J03Rik",5.74601471773009,6.2007163041327,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.96598844840125
"1700001K19Rik",6.338630551199,6.2007163041327,6.03443910866162,5.74601471773009,5.9388028126235,6.28431077563994,6.54167555151998,6.3849361907878,6.27645869648311,6.08073118812345,5.74601471773009,6.09332148405593
"1700001L19Rik",6.16651959640837,6.2007163041327,6.03443910866162,5.74601471773009,6.25383794328405,6.05799775503961,6.35939184734643,6.11689602129963,6.23321165437591,6.19838463573641,6.35451166444357,6.18469651090123
"1700001O22Rik",6.31735601409433,5.74601471773009,6.15323483203576,5.74601471773009,6.28850587039984,6.52325198610857,6.08373963483238,5.74601471773009,5.74601471773009,5.74601471773009,5.92286684183805,6.28226779076495
"1700001P01Rik",6.22234554721017,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700003E16Rik",6.81487175728276,7.31394623064817,6.32003085757433,6.81347933830744,7.32558749056575,6.58082058063128,7.16374867983515,6.8122195070632,6.83490795836533,6.87878561166387,7.06982894239238,6.84219261952034
"1700003F12Rik",6.16651959640837,5.74601471773009,6.60019828616155,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.91898088471956,6.05168137211589,5.74601471773009,5.74601471773009
"1700006E09Rik",6.06436664491995,6.38645313262446,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.98295979467018,5.74601471773009,5.96598844840125
"1700007G11Rik",6.13552206292519,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700007K09Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.98096736585904,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700007K13Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422536,5.74601471773009,6.08373963483238,5.74601471773009,5.95779084934618,6.05168137211589,5.74601471773009,6.01529640110914
"1700008O03Rik",6.06436664491995,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422536,5.74601471773009,5.74601471773009,6.11689602129963,6.18555587051556,5.74601471773009,6.35451166444357,5.90163489457775
"1700010I14Rik",5.97135139674533,6.38645313262446,6.03443910866162,5.74601471773009,6.25383794328405,5.74601471773009,6.08373963483238,6.40553789019331,5.74601471773009,5.74601471773009,6.21218382091199,5.90163489457775
"1700011E24Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07792280086529,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700011H14Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422536,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"1700013F07Rik",6.02185492652074,5.74601471773009,6.03443910866162,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.17786933683618,5.90163489457775
"1700014D04Rik",6.35912784955717,5.74601471773009,6.03443910866162,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.09332148405593
"1700015E13Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422536,5.74601471773009,5.74601471773009,6.11689602129963,5.74601471773009,5.74601471773009,5.92286684183805,6.05680468388422
"1700016D06Rik",6.22234554721017,6.38645313262446,6.03443910866162,6.20282812077569,6.01845616303517,6.18637410257059,6.02197511661527,5.74601471773009,6.30335268324699,5.74601471773009,5.92286684183805,6.2110852954645
"1700017B05Rik",7.77812999009612,7.51554170438575,6.80318636475596,7.68267883260494,7.44556666560485,7.23195800014996,7.56718076865736,8.05681736262144,7.3022026432313,7.23989187146999,7.37397640121275,7.59791010221158
"1700019B03Rik",5.74601471773009,6.2007163041327,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.04524372300253,5.74601471773009,5.74601471773009,5.90163489457775
"1700019D03Rik",6.39808189336061,6.64459133834263,6.24393779302673,6.44001656055586,6.21651083794125,6.63429058981534,6.7053950538873,6.26909573140533,6.59055590122792,6.82486049142829,6.66671064852881,6.48461218845211
"1700020A23Rik",5.97135139674533,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.93955192050116,5.74601471773009,5.74601471773009
"1700020D05Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.49449360737951,6.21437995814075,5.86835686934454,6.10741554155046,5.74601471773009,6.2360090261318
"1700020L24Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.24252161456538,6.27645869648311,6.13222517996476,5.74601471773009,5.74601471773009
"1700021F05Rik",6.77027299799333,6.74678563092428,6.72775853067017,6.81347933830744,6.71165018154607,7.01826303676005,6.84212641297254,6.59781383787627,6.42121207264247,6.72420999848909,6.94955068032668,6.67684459638148
"1700022I11Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.13073690606632,5.74601471773009,5.94129669167017,5.74601471773009,5.86835686934454,5.74601471773009,5.74601471773009,5.90163489457775
"1700023F06Rik",6.45224384152599,6.38645313262446,6.03443910866162,5.74601471773009,6.28850587039984,6.25384827263699,5.74601471773009,6.07792280086529,5.74601471773009,6.27349277768692,6.4251023322401,6.5001491580929
"1700024P16Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.40851296874569,6.05799775503961,6.02197511661527,6.6424953454433,5.74601471773009,5.74601471773009,6.52781563163328,5.74601471773009
"1700025G04Rik",7.63765903468984,8.23874592896795,7.72881119956111,7.94095819095092,8.0466280704263,8.01767726376226,7.99781019944509,7.85245198186708,8.14418721247659,8.43321943270614,7.77155375304402,7.86085062065259
"1700027J19Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.9388028126235,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01951320260687,5.74601471773009,6.01529640110914
"1700028J19Rik",5.74601471773009,5.74601471773009,6.44677522158294,6.71845817347769,6.5317449770587,5.74601471773009,6.02197511661527,6.3849361907878,6.2624621125053,6.32320465498686,6.27395271228233,6.2110852954645
"1700028P14Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.92637191568323,5.74601471773009,5.74601471773009,5.99047976259633,5.74601471773009,5.74601471773009,5.90163489457775
"1700029F12Rik",5.74601471773009,5.74601471773009,5.74601471773009,6.11951744560923,5.74601471773009,5.74601471773009,6.02197511661527,5.74601471773009,5.99047976259633,6.05168137211589,5.74601471773009,5.74601471773009
"1700029I15Rik",5.74601471773009,6.2007163041327,6.24393779302673,6.44001656055586,6.13073690606632,6.36640614262992,6.22255185613062,6.18436861938231,6.11216765051845,6.13222517996476,6.27395271228233,6.38278293153432
"1700029J07Rik",6.3789236073746,5.74601471773009,6.64499732739937,6.33414409144239,6.13073690606632,6.84622384839728,6.22255185613062,5.74601471773009,6.11216765051845,6.25579385114531,6.37897466665394,6.05680468388422
"1700029P11Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.20201378062285,5.74601471773009,5.74601471773009,5.74601471773009
"1700030J22Rik",6.57841058142049,5.74601471773009,5.74601471773009,6.27277285307283,6.40851296874569,6.39133219096687,6.4169454436755,6.86969586511232,6.49206772662791,6.08073118812345,5.92286684183805,6.55907584816069
"1700030K09Rik",6.57841058142049,6.64459133834263,6.72775853067017,6.27277285307283,6.17583145262493,6.22135284088232,6.51847866264989,6.34145570982004,6.46262773177182,6.64987571833554,6.65064749842563,6.67684459638148
"1700034I23Rik",6.06436664491995,5.74601471773009,6.03443910866162,5.74601471773009,6.17583145262493,5.92637191568323,5.74601471773009,5.74601471773009,6.35341282453292,5.74601471773009,6.24406443825703,5.74601471773009
"1700034J05Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.24252161456538,5.74601471773009,5.93955192050116,6.14048577853517,5.96598844840125
"1700037C18Rik",6.16651959640837,6.2007163041327,6.03443910866162,5.74601471773009,6.43507124487606,6.98384403724365,6.2603486507478,5.74601471773009,6.09132938202758,6.51172506515806,6.30217033853605,6.51534498112483
"1700037H04Rik",6.73528031957469,7.46825723835563,7.05566533485981,7.00331466764707,7.23456606296922,7.17509916034095,6.91822147925334,7.14947116215827,7.3643594930362,7.34571499011334,6.82576963083975,6.82184799514038
"1700040L02Rik",6.338630551199,5.74601471773009,6.38674697910087,6.11951744560923,6.17583145262493,6.0009127681416,5.94129669167017,5.74601471773009,6.13185952847337,6.17749173720118,6.65064749842563,6.32468745863109
"1700047I17Rik2",6.62061384869923,6.74678563092428,6.9057233537631,6.75129180825674,7.30598005710705,6.70040249363776,6.58596554040747,6.75084766364504,7.10161724651985,6.74180820693416,6.85185844063301,6.58684376140247
"1700048O20Rik",6.3789236073746,6.2007163041327,6.55261476465211,6.44001656055586,6.21651083794125,6.39133219096687,5.94129669167017,5.74601471773009,6.11216765051845,6.29059228912794,6.32896034239041,6.54479109214403
"1700057G04Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.2183256096609,5.74601471773009,5.74601471773009
"1700061G19Rik",6.35912784955717,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.28431077563994,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.99596529059141,6.09332148405593
"1700066B19Rik",6.19532823377327,5.74601471773009,5.74601471773009,5.74601471773009,5.9388028126235,5.74601471773009,5.74601471773009,6.26909573140533,6.50160478410952,5.93955192050116,5.74601471773009,6.01529640110914
"1700066M21Rik",7.10398327656876,7.06893395789685,7.05566533485981,7.24457248269195,7.14692477724508,7.69828857983315,7.30425346152843,6.94470096311447,7.07740354716855,7.15768860587771,7.38956057897301,6.91941644616004
"1700067K01Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.26909573140533,5.74601471773009,5.74601471773009,5.74601471773009,5.90163489457775
"1700088E04Rik",6.31735601409433,6.38645313262446,6.55261476465211,5.74601471773009,6.351660804871,6.52325198610857,5.74601471773009,6.29433054272487,5.86835686934454,5.98295979467018,6.61751760060871,6.46871194211157
"1700093K21Rik",5.74601471773009,6.52726396556619,5.74601471773009,5.74601471773009,6.07943945422536,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01529640110914
"1700102P08Rik",6.06436664491995,5.74601471773009,6.76628213714256,6.11951744560923,5.74601471773009,5.74601471773009,6.13569127027348,5.74601471773009,6.36526200998522,5.74601471773009,6.21218382091199,6.12628777439284
"1700109H08Rik",6.06436664491995,6.2007163041327,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.11689602129963,5.99047976259633,6.30714726930078,6.09905891000245,5.90163489457775
"1700112E06Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422536,5.74601471773009,5.74601471773009,5.74601471773009,5.95779084934618,5.74601471773009,5.74601471773009,5.74601471773009
"1700123L14Rik",5.90543270746837,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.88291745419194,5.74601471773009,6.01529640110914
"1700123O20Rik",6.66065176716825,6.2007163041327,6.60019828616155,6.57219114297088,6.71165018154607,7.01826303676005,6.94704589646678,6.91326845600718,7.15757859814069,6.53472880808472,6.8646327999067,6.90069052705898
"1700128F08Rik",6.59273877475058,6.38645313262446,6.55261476465211,6.11951744560923,6.71165018154607,6.52325198610857,6.49449360737951,6.26909573140533,6.30335268324699,6.64008925121139,6.35451166444357,6.73552773210108
"1810009A15Rik",6.75876423982916,6.83815198390189,6.99834638364493,6.87167352938764,6.5539546939191,5.92637191568323,6.56415175244217,5.74601471773009,6.79652217469604,6.53472880808472,6.60041150343721,6.30390083398407
"1810010H24Rik",6.06436664491995,6.2007163041327,6.38674697910087,6.48693865837898,6.28850587039984,5.74601471773009,6.08373963483238,5.74601471773009,5.99047976259633,6.05168137211589,6.24406443825703,5.74601471773009
"1810011H11Rik",5.97135139674533,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.17786933683618,5.74601471773009
"1810011O10Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.58212939409381,5.74601471773009,5.74601471773009,5.74601471773009
"1810013L24Rik",7.5799712628204,6.83815198390189,7.8193494568185,7.4260886231796,7.54651584915449,7.95259581521398,7.62291111511942,7.82870323896059,7.96985124259054,7.61583526179549,7.53510009654604,7.49817433280203
"1810022K09Rik",6.67356595562456,6.52726396556619,6.24393779302673,7.30209312359262,6.72936991775694,6.96022508797062,6.91822147925334,6.29433054272487,6.64709589160792,6.58923906524792,6.40247134964887,6.7579128203933
"1810024B03Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07943945422536,5.74601471773009,5.74601471773009,6.07792280086529,5.74601471773009,5.93955192050116,5.74601471773009,6.01529640110914
"1810026J23Rik",7.94561643624989,8.03906989636033,8.35161875342656,8.04799342790439,7.92664354431538,7.9002435040476,7.90131957895195,7.90773528482433,7.48983120224192,7.86296748428552,7.98546270803585,7.97457574205798
"1810030O07Rik",6.97454283835749,6.99779671497195,6.50171616861297,6.75129180825674,6.81292181447495,6.68436902756504,7.21990287746992,7.05214147582804,7.18893394490117,6.9646646461322,7.19616189919245,6.96471342610643
"1810032O08Rik",6.3789236073746,6.64459133834263,5.74601471773009,6.53083515152988,6.48512598017227,6.5429508963786,5.74601471773009,6.18436861938231,6.38826597123906,6.29059228912794,6.48858062290051,6.3447159987691
"1810037I17Rik",6.86771176159918,6.83815198390189,6.93757667305958,7.47547922975846,7.59401655093576,7.58038389482883,7.27335526836051,6.48182062244404,6.96902990424968,7.17462826952607,6.9378664522318,6.97352848948154
"1810041L15Rik",7.63765903468984,7.60493663032915,7.40963759289418,8.11809075553078,7.60945202745218,7.15547265328608,7.7627403015247,7.98225345476129,7.7660816440966,7.97221398468496,7.29275600498863,7.42487285927252
"1810043G02Rik",7.15932812621701,7.41903238867639,7.71307592278939,7.32063860056483,7.44556666560485,7.4345778283572,7.49159369234816,6.6424953454433,7.13924674092144,7.37424397960043,7.47178340398021,7.21513471150204
"1810043H04Rik",6.5181490364862,7.06893395789685,6.64499732739937,6.11951744560923,6.74672977412545,6.59905970549397,6.54167555151998,6.34145570982004,6.29007969323523,7.03094167102666,6.32896034239041,6.67684459638148
"1810049J17Rik",5.74601471773009,5.74601471773009,5.74601471773009,6.33414409144239,6.74672977412545,5.74601471773009,6.29545088215056,6.67094236873609,6.23321165437591,6.51172506515806,6.46809088303187,6.61362866854975
"1810055G02Rik",6.99277747162681,7.06893395789685,6.93757667305958,6.44001656055586,6.85956473691285,7.06242298335718,6.6479097345867,6.6848009990257,6.79652217469604,7.24516141688571,7.3094646196557,7.12042196910214
"2010005H15Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.93955192050116,5.74601471773009,5.74601471773009
"2010107E04Rik",7.15159372857963,8.26500025952267,7.30355689981037,7.59810207969829,8.06829843808551,7.72916559850703,7.74166426053418,7.33583986865183,7.07740354716855,7.9126521002597,8.13116164585522,7.68550531092164
"2010107G23Rik",6.85738189513245,7.06893395789685,7.10998468997023,7.0276734523043,7.03897635701064,6.93602916339387,7.26286613508389,6.93433566356544,6.8777588949973,7.21316460579154,7.56890273227191,7.02485428102451
"2010109A12Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.18637410257059,5.74601471773009,5.74601471773009,5.74601471773009,5.98295979467018,5.74601471773009,5.74601471773009
"2010109I03Rik",6.19532823377327,5.74601471773009,5.74601471773009,5.74601471773009,6.21651083794125,6.48212009109979,6.13569127027348,5.74601471773009,6.51101242505695,6.10741554155046,6.17786933683618,6.28226779076495
"2010111I01Rik",7.63765903468984,8.29075642305701,7.57955011224901,7.47547922975846,7.38249102852825,7.44997776407562,7.69108220314081,7.29205675739159,7.20210218920512,7.83416107684514,7.79404963403109,7.69019661921975
"2010300C02Rik",9.31913865510047,8.64812797768599,8.86741943320849,8.84291159435442,9.11931366309205,8.93507033936497,9.29156396822566,9.89652445310276,8.42041609723173,8.78880438058146,9.81430265196465,9.20767020803842
"2010315B03Rik",6.69880016734859,6.64459133834263,6.44677522158294,6.78292947722468,6.61685707954537,6.74674955212543,6.51847866264989,6.4448009782329,6.45251883551555,6.48794056319792,6.17786933683618,6.46871194211157
"2200002D01Rik",5.90543270746837,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.92637191568323,6.02197511661527,5.74601471773009,6.01925349702033,5.74601471773009,5.74601471773009,5.96598844840125
"2210010C04Rik",6.19532823377327,5.74601471773009,5.74601471773009,5.74601471773009,5.9388028126235,6.14826413099722,5.74601471773009,6.15207287470079,5.74601471773009,6.2183256096609,5.74601471773009,5.74601471773009
"2210011C24Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01845616303517,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.90163489457775
"2210013O21Rik",6.60680223492986,7.31394623064817,6.50171616861297,7.09748066665331,6.84427756997434,6.96022508797062,6.35939184734643,6.6848009990257,6.94700056270808,6.74180820693416,7.32593317849343,6.58684376140247
