"","143A-CA3-1","144A-CA3-2","144B-CA3-1","144C-CA3-2","144D-CA3-2","146A-CA3-2","146B-CA3-2","146D-CA3-3","147C-CA3-3","147D-CA3-1","148A-CA3-3","148B-CA3-4"
"A830005F24Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.17583145262493,6.28431077563994,5.74601471773009,5.74601471773009,5.99047976259633,5.74601471773009,5.74601471773009,5.90163489457775
"A830010M20Rik",8.23422433778671,7.56105319419395,8.0213656163335,7.79977264915398,7.99085113204465,7.4110971889818,7.74872841673885,8.4153988933387,7.70180984192449,7.74712820807606,8.06030580855971,8.1955373723661
"A830018L16Rik",7.7361791142345,7.60493663032915,7.71307592278939,7.62693650336064,7.58622596033478,7.81183765564414,7.88874245524732,8.08076945523443,7.65211173553923,7.32629841984701,7.29275600498863,7.56728280694801
"A830031A19Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.25384827263699,5.74601471773009,6.07792280086529,5.74601471773009,6.10741554155046,5.99596529059141,5.74601471773009
"A830080D01Rik",6.69880016734859,6.64459133834263,6.64499732739937,6.53083515152988,6.21651083794125,6.74674955212543,6.44382925268539,6.72504232080247,6.54743957755014,6.51172506515806,6.40247134964887,6.43572001351797
"A930002H24Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.13073690606632,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009
"A930004D18Rik",6.75876423982916,6.74678563092428,6.60019828616155,6.64866758834909,6.79682937899506,6.52325198610857,7.09229001052436,6.4254737550585,6.23321165437591,6.55701864877864,6.56500284168487,6.48461218845211
"A930009A15Rik",5.74601471773009,5.74601471773009,6.15323483203576,5.74601471773009,5.74601471773009,6.0009127681416,5.74601471773009,6.15207287470079,5.74601471773009,6.10741554155046,5.99596529059141,5.74601471773009
"A930011G23Rik",6.50225765919204,7.13553279672632,6.03443910866162,6.53083515152988,6.38076421705862,6.73157868122858,6.88851215548051,6.83564131308355,6.97986403428841,6.49993499875987,6.78518140907418,6.72411314693577
"A930017K11Rik",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.9388028126235,5.74601471773009,5.74601471773009,6.21437995814075,6.32894927514931,6.35398345014251,5.74601471773009,5.90163489457775
"A930018M24Rik",6.338630551199,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.22255185613062,6.29433054272487,5.74601471773009,5.88291745419194,5.74601471773009,6.05680468388422
"A930033H14Rik",6.63418547865895,6.38645313262446,6.60019828616155,6.01048873685946,5.9388028126235,5.92637191568323,6.02197511661527,5.74601471773009,6.42121207264247,6.43770256775214,5.74601471773009,6.12628777439284
"AA415398",6.73528031957469,5.74601471773009,6.44677522158294,6.53083515152988,6.48512598017227,6.46058667269134,6.49449360737951,6.24252161456538,5.91898088471956,6.43770256775214,6.30217033853605,6.3447159987691
"AA467197",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01529640110914
"AA986860",6.02185492652074,5.74601471773009,5.74601471773009,5.74601471773009,6.43507124487606,6.34036937992902,5.74601471773009,6.15207287470079,6.35341282453292,5.98295979467018,6.21218382091199,6.12628777439284
"Aaas",6.3789236073746,7.25758108755117,7.05566533485981,6.11951744560923,6.82873375482094,6.25384827263699,6.79328862881673,6.67094236873609,6.58212939409381,6.85605613958484,6.92604104177943,6.91941644616004
"Aacs",7.7361791142345,8.09921991997081,8.07038178026317,7.9297601150476,7.79452998272066,7.75333730713909,8.16685279943076,7.2387531421445,7.75788024999607,7.45589728590207,8.00930877978346,7.93646658373785
"Aaed1",6.16651959640837,5.74601471773009,6.50171616861297,6.11951744560923,6.01845616303517,6.05799775503961,6.13569127027348,6.6424953454433,6.20201378062285,6.13222517996476,5.74601471773009,6.30390083398407
"Aagab",8.16085779640145,7.31394623064817,8.12922043235226,7.94095819095092,7.87788715620884,7.81754365213449,7.74872841673885,8.05681736262144,7.81158902100775,7.72968974375976,8.00457387307636,7.92871012634683
"Aak1",11.1464817722068,9.79591028967849,11.1505987245304,10.4477598648338,10.7602676157255,10.0674484778835,10.776680100923,10.7450529883359,10.5942444262721,10.8948217655169,10.2989383153007,10.6050341959433
"Aamdc",7.01952605903693,7.19824548475019,6.03443910866162,7.49150065969391,7.01339250784827,7.29483073648226,6.94704589646678,7.19906498902037,7.18893394490117,7.04369449432294,7.0169127016916,7.07372812077594
"Aamp",8.57185750501404,8.77952114915758,8.49084318130156,8.47604813658153,8.44552600725349,8.6344473169722,8.34423187909308,8.54225932639114,8.29113863251349,8.44146842247972,8.81828942388451,8.43959538097703
"Aanat",5.74601471773009,5.74601471773009,6.15323483203576,5.74601471773009,5.74601471773009,6.31306850669985,5.74601471773009,6.03361342466129,6.2480584817341,5.74601471773009,6.14048577853517,6.01529640110914
"Aar2",7.87099103777958,7.06893395789685,7.6480957014075,6.95275757658378,7.76775644178739,7.11511767564718,7.44746676048827,7.47731075107753,7.39423413123313,7.4066715691683,7.60180057440609,7.32793989869369
"Aard",6.22234554721017,6.52726396556619,6.24393779302673,5.74601471773009,6.01845616303517,6.22135284088232,6.18135832070214,5.74601471773009,5.74601471773009,5.93955192050116,6.32896034239041,6.01529640110914
"Aars",9.05775181711111,8.60819435223198,8.79128365100915,8.72893574651189,8.98771599102387,8.75629279623775,8.83778851377262,9.01172253444789,9.17134506040481,8.50965902257607,8.78115355363712,9.00818560064777
"Aars2",7.82760422291185,7.60493663032915,8.04609976202169,7.24457248269195,7.44556666560485,7.44230266943274,7.66876805685589,7.23092793866021,7.55604860086195,7.33604747168625,7.65890311178251,7.55167837813645
"Aarsd1",7.29000734467752,7.56105319419395,7.21099817777674,6.61137346378109,7.44556666560485,7.60082687427032,7.5590096154536,6.89173112546459,7.30618728830932,7.34089132207577,7.93643529353979,7.63760218506112
"Aasdh",6.56380361520673,6.38645313262446,7.05566533485981,6.75129180825674,6.46057228151526,6.61687445109445,6.29545088215056,6.67094236873609,6.52945815243051,6.60998078616562,6.65064749842563,6.58684376140247
"Aasdhppt",7.10398327656876,7.46825723835563,7.46897683491683,6.87167352938764,6.88941108783629,6.93602916339387,6.98876144796014,7.49621461785177,7.15757859814069,7.0245054269563,7.3094646196557,7.22209267452414
"Aass",5.97135139674533,6.2007163041327,5.74601471773009,6.33414409144239,6.07943945422536,6.1060292116947,5.94129669167017,6.51692153181073,6.72153404285511,6.13222517996476,5.74601471773009,6.25968120485495
"Aatf",6.85738189513245,7.13553279672632,6.99834638364493,6.71845817347769,6.351660804871,6.59905970549397,6.62780262159094,7.06137055033587,6.39944526415454,6.78430360973649,6.58291500144641,6.79045232028317
"Aatk",9.69703167670574,9.20857519978294,9.76163852392704,9.62086308888028,10.0493306734575,9.74228957404546,9.68433218675696,9.88018524413292,10.2045871417894,9.91763568857274,9.59890201921558,9.74240339887382
"AB124611",6.13552206292519,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.07792280086529,5.74601471773009,5.93955192050116,5.74601471773009,5.74601471773009
"Abat",8.70022812555496,9.37077225141553,8.41834951956419,9.55267067540364,9.19753744043965,9.47783040319355,9.32095002055944,9.48387286038004,9.92900031943155,8.91138666257568,8.8051392809156,8.96321242869613
"Abca1",7.06261026520732,6.92126115367035,6.99834638364493,7.20452170067274,7.32558749056575,6.91121913871735,7.55078365897155,7.63216100275077,7.74131747438778,7.55273167457401,6.37897466665394,7.19399469044105
"Abca12",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.9388028126235,5.74601471773009,5.94129669167017,5.91224302054867,5.74601471773009,5.74601471773009,5.74601471773009,5.96598844840125
"Abca13",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.18555587051556,5.74601471773009,5.74601471773009,5.74601471773009
"Abca17",6.10176357820177,5.74601471773009,5.74601471773009,6.33414409144239,6.01845616303517,5.74601471773009,5.94129669167017,6.26909573140533,6.49206772662791,5.74601471773009,6.14048577853517,6.12628777439284
"Abca2",9.65991587615031,9.49491182965944,9.32394392793418,9.80786201853479,9.5736090673698,9.7993672194756,9.74544160162066,9.87908931286908,10.2017456013082,9.58060086249001,9.31968278591017,9.83351084262107
"Abca3",8.57944915771531,8.54605437419852,8.07038178026317,8.46852932545048,8.50912815994046,8.61253630572211,8.69191312676256,8.55348868793689,8.93304207511368,8.58949803988962,8.33865002956484,8.94851271771974
"Abca4",6.06436664491995,6.2007163041327,5.74601471773009,6.27277285307283,5.74601471773009,6.05799775503961,5.74601471773009,5.74601471773009,6.13185952847337,6.19838463573641,6.44695176553182,6.2360090261318
"Abca5",7.25521351070455,6.64459133834263,6.83863826748599,7.40915883043995,7.06394046361196,6.93602916339387,7.79031131240926,7.07958726122656,7.63711170304549,6.9917000360508,6.85185844063301,7.04957944176513
"Abca6",6.24786116878775,6.38645313262446,5.74601471773009,5.74601471773009,5.74601471773009,6.1060292116947,6.46964152076905,6.34145570982004,6.43181843681365,6.55701864877864,6.24406443825703,6.40093730813679
"Abca7",7.75965526921729,7.64731848658614,7.40963759289418,6.97835558549461,7.72651297284206,7.11511767564718,7.7627403015247,7.65434957889395,7.65509026122757,7.51992015268681,7.67737169552167,7.71798403491845
"Abca8a",6.31735601409433,6.52726396556619,6.15323483203576,7.24457248269195,6.50882426916373,6.66801779705776,6.18135832070214,6.6424953454433,6.88965137955747,6.53472880808472,6.24406443825703,6.18469651090123
"Abca8b",7.50811473620314,7.36767200551609,7.34715792531749,7.11975615356628,7.05153354354192,6.36640614262992,7.42018681143876,7.1909537723207,7.46923874374362,7.29654536697626,7.11031108370595,7.18685700205875
"Abca9",6.10176357820177,5.74601471773009,6.15323483203576,7.05146679788533,6.17583145262493,6.66801779705776,6.32834670430084,6.11689602129963,6.94700056270808,6.54595916539766,6.24406443825703,6.36406031829069
"Abcb10",6.64752807415448,6.92126115367035,7.18660849870804,6.89946766088884,6.46057228151526,7.39518034941197,6.74162981763653,6.94470096311447,6.84115173226295,6.75047423740472,7.11031108370595,6.63951976351338
"Abcb11",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.09132938202758,5.74601471773009,5.74601471773009,5.74601471773009
"Abcb1a",6.7471018561585,7.13553279672632,6.55261476465211,6.68430092586366,6.82873375482094,7.54553926619647,6.58596554040747,7.4385860045072,7.49322931747869,6.68787772065204,6.32896034239041,6.79045232028317
"Abcb1b",6.93703911551995,5.74601471773009,6.72775853067017,6.01048873685946,6.25383794328405,6.31306850669985,5.94129669167017,6.53383359345792,6.16843677707834,6.91549806507129,6.14048577853517,6.46871194211157
"Abcb4",6.80392819509714,6.2007163041327,6.03443910866162,6.38940370799125,6.28850587039984,6.73157868122858,6.58596554040747,6.4254737550585,6.45251883551555,6.43770256775214,6.24406443825703,6.70081292205365
"Abcb6",6.67356595562456,6.74678563092428,7.36835749710341,7.11975615356628,6.98714902678449,6.65133135875526,6.82613605135507,6.8002783643925,6.96902990424968,6.94389437372489,7.28430904911189,7.32793989869369
"Abcb7",7.071016310812,6.83815198390189,7.40963759289418,7.56857946120056,7.03897635701064,7.24115763293425,7.16374867983515,7.42539337364596,7.40158546115342,7.5846869830821,6.91407002848776,7.05769140008575
"Abcb8",7.59066182045645,7.90989160167979,7.18660849870804,7.1415767771459,7.42788525500932,7.42680248668819,7.11664334342007,7.29205675739159,7.23223209983585,7.29151045290577,7.84327020437428,7.48718442252263
"Abcb9",7.44979101933977,7.84018551825394,7.38917891104928,7.5073122069434,7.58622596033478,7.41897587121321,7.37327336654893,7.07958726122656,7.76880377837177,7.46463301163533,7.53510009654604,7.57757670240467
"Abcc1",7.06261026520732,5.74601471773009,6.60019828616155,6.75129180825674,6.90398950220337,6.92370339063182,7.37327336654893,7.45810500223904,6.95807653795266,6.74180820693416,6.60041150343721,6.76889320023402
"Abcc10",6.87792929134727,6.92126115367035,6.50171616861297,6.84303400695736,7.25543488061636,6.94820147662649,7.02881453662547,6.69843077117863,6.78996298087164,6.97149240129186,7.19616189919245,6.88159134661416
"Abcc12",5.97135139674533,5.74601471773009,5.74601471773009,5.74601471773009,6.01845616303517,5.74601471773009,6.2603486507478,5.74601471773009,6.31630200708343,5.74601471773009,5.74601471773009,6.12628777439284
"Abcc2",6.10176357820177,5.74601471773009,5.74601471773009,5.74601471773009,6.17583145262493,5.74601471773009,5.94129669167017,6.21437995814075,6.2624621125053,5.74601471773009,5.74601471773009,5.74601471773009
"Abcc3",5.74601471773009,6.38645313262446,5.74601471773009,6.33414409144239,5.74601471773009,5.74601471773009,6.13569127027348,5.74601471773009,5.74601471773009,5.74601471773009,5.92286684183805,5.96598844840125
"Abcc4",6.78163334169276,5.74601471773009,6.76628213714256,6.75129180825674,6.72936991775694,6.77631924135544,6.7053950538873,7.2695194681167,6.95807653795266,6.76755162349521,7.05945982518305,6.73552773210108
"Abcc5",9.20904300965187,8.31603397873623,9.24880884474395,8.38299074654323,8.72458648320121,8.34920152860479,8.73999841392592,9.18059565228881,8.69743168638177,8.48398278800033,8.82872147392837,8.85496489212923
"Abcc6",5.74601471773009,5.74601471773009,6.03443910866162,6.11951744560923,5.74601471773009,5.74601471773009,5.74601471773009,6.29433054272487,6.21787974708343,5.74601471773009,5.74601471773009,6.01529640110914
"Abcc8",7.77812999009612,6.64459133834263,8.04609976202169,6.92647763814397,7.46298980762879,7.12534943798599,7.18655571476316,7.26190631711463,7.3022026432313,7.51992015268681,7.92136269194479,7.91305792212488
"Abcc9",6.53369051088667,6.64459133834263,5.74601471773009,6.38940370799125,6.57551092608941,7.01826303676005,6.4169454436755,6.4448009782329,7.09199833698277,6.32320465498686,6.32896034239041,6.48461218845211
"Abcd1",6.92743532616829,6.64459133834263,6.87277773979257,6.87167352938764,6.87460592790578,6.50299063240474,6.93274010563281,7.18278228254774,6.87175614222045,6.75047423740472,6.82576963083975,6.91009897858
"Abcd2",6.86771176159918,7.51554170438575,7.32556365242859,6.78292947722468,7.11215006637306,7.48019513065393,7.42018681143876,7.26190631711463,7.58471471671008,7.18021688455836,6.75705979092978,7.11278100760347
"Abcd3",7.81429892104977,7.87550592574014,7.68100535644868,7.7619252547479,7.78788887297586,7.92143643866823,7.93834001545919,7.87114223556476,7.81158902100775,7.98380908523838,7.76586744658704,8.03334753000173
"Abcd4",7.29683998193459,6.99779671497195,7.21099817777674,7.1415767771459,6.87460592790578,6.93602916339387,7.02881453662547,7.08857831716942,7.3643594930362,6.75905464489577,6.96109792521869,6.89118878525806
"Abce1",8.43878044790524,8.12830806732643,7.91751765056303,8.05823590376457,8.22530896024465,8.07035161606606,8.3397299821589,8.26529925497051,8.11109689292375,8.16180767184773,8.25471110859002,8.32011977826959
"Abcf1",8.11199749405198,7.94339495363266,8.15205042587059,8.07848734830841,7.85280640141873,8.07503831642988,8.46050610732785,8.04873656876413,8.13187387312815,7.97221398468496,8.14403930165934,8.00428824254575
"Abcf2",8.4664423365487,8.26500025952267,8.04609976202169,7.87228327054763,8.08432285456043,8.25021905537116,8.14099303398647,7.9607719429775,7.67574403708625,7.81130339524436,8.39305698862255,8.14362562721412
"Abcf3",7.80085467787651,7.41903238867639,8.07038178026317,7.64110676653781,8.08432285456043,8.0274112176319,8.24158153582951,8.05278310535274,7.9721781826559,8.04582473588069,7.9998219461397,8.0547315854064
"Abcg1",7.98921310744196,7.90989160167979,8.11765800388373,7.89557892169807,7.76775644178739,7.74130887261993,8.09315039867454,8.08865877753562,7.84019927290716,7.90347942804911,7.59529076308573,8.07577718781077
"Abcg2",6.27209387059003,6.38645313262446,6.76628213714256,6.53083515152988,6.69355006156776,6.91121913871735,6.96114659871223,6.98510747245801,6.80949864811724,6.8636939460233,6.77123273357693,6.76889320023402
"Abcg4",8.4664423365487,8.4358497495378,8.25025071937272,7.91846544300054,8.33985283527264,8.35301516776706,8.18718854725031,8.38729938034148,8.16244805420047,8.00669794745842,8.39660839640428,8.48924689208647
"Abhd10",6.68627937607115,6.64459133834263,6.64499732739937,6.71845817347769,6.79682937899506,6.58082058063128,6.44382925268539,6.6129941769376,6.69989630799702,6.46329716245761,6.92604104177943,6.61362866854975
"Abhd11",7.2692596343096,7.13553279672632,6.38674697910087,7.20452170067274,7.18061521836417,7.34609105788606,6.74162981763653,7.13242380019135,6.8777588949973,7.09319574698419,7.17766130884655,6.83207662239442
"Abhd12",9.70502396755832,9.63873252149866,9.58613014263981,9.87631991210179,9.49090235189026,9.84106198215627,9.70328291530197,9.42334964949555,9.47239218573553,9.80319035311653,10.0037818544749,9.83648316129765
"Abhd12b",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.01951320260687,5.92286684183805,5.74601471773009
"Abhd13",7.2119880949977,7.13553279672632,7.21099817777674,6.95275757658378,7.29604911054339,6.97210451197133,7.14045331842749,7.69758182969168,7.36057090234907,7.0245054269563,7.16829250150594,7.26295415693388
"Abhd14a",6.60680223492986,7.13553279672632,7.16166460465806,6.61137346378109,6.72936991775694,7.32074639378698,6.82613605135507,6.92385918954306,6.77669807337002,6.87127001357881,6.82576963083975,6.82184799514038
"Abhd14b",6.92743532616829,6.83815198390189,6.80318636475596,6.27277285307283,6.72936991775694,6.5429508963786,7.10453649804254,6.4254737550585,6.68515402181643,6.52332011673904,6.68246260095642,6.57308884001305
"Abhd15",5.74601471773009,5.74601471773009,5.74601471773009,6.11951744560923,5.74601471773009,6.39133219096687,5.74601471773009,5.74601471773009,6.11216765051845,5.74601471773009,5.74601471773009,5.74601471773009
"Abhd16a",8.04643403249288,8.06948443305302,7.93095643446713,7.45924138824339,7.87166225668307,7.61427024328174,7.85675708163271,8.13883474962005,8.07501782317317,7.96637792566343,8.46577358569837,8.09306482250402
"Abhd17a",8.3962152024917,8.77952114915758,8.45507345594103,9.04639462801781,9.16384440314901,9.20559095208013,8.53289886088915,8.27902757711042,8.84864371404433,9.21872835246213,8.72073088208234,8.40728746495689
"Abhd17b",7.49667364461043,7.51554170438575,6.93757667305958,7.88398323458256,7.23456606296922,7.64072832138842,7.59933353084997,7.47731075107753,7.31015811601636,7.56079876853383,7.38956057897301,7.58778527130924
"Abhd17c",7.35657010065585,7.13553279672632,7.63131049210221,7.2247271475341,7.19161829690237,7.36268461297268,7.15216362887899,7.19906498902037,7.13924674092144,7.46463301163533,7.61471844734858,7.42487285927252
"Abhd18",6.95596885981591,6.83815198390189,6.80318636475596,6.81347933830744,6.82873375482094,6.66801779705776,6.49449360737951,6.98510747245801,7.26157022842782,7.04369449432294,7.0169127016916,6.87189569808639
"Abhd2",7.98530888050882,8.26500025952267,8.15205042587059,8.03767138414392,7.86540737734004,8.77887658010566,8.26560103397586,8.46993048350334,8.3968765097016,7.9126521002597,7.8906857633325,8.08617662508427
"Abhd3",6.87792929134727,6.99779671497195,7.05566533485981,7.26407273566883,7.28603099315898,7.38714050084211,7.20889853977596,7.4385860045072,7.68739547484984,7.60812133457785,7.49325935447042,7.3216049031849
"Abhd4",6.7471018561585,7.97606383036754,7.38917891104928,7.26407273566883,7.06394046361196,8.03225151545072,7.50022818971447,7.14098117329719,7.7796347254447,7.2504063238284,7.05945982518305,7.03316217516386
"Abhd5",6.06436664491995,6.74678563092428,6.50171616861297,6.64866758834909,6.5539546939191,6.63429058981534,6.62780262159094,6.89173112546459,6.83490795836533,6.78430360973649,6.52781563163328,6.51534498112483
"Abhd6",8.09049908658789,7.80387278089285,7.71307592278939,8.10829937087526,8.01903325060032,7.99302442599656,8.08772734351713,7.83348803145988,7.52007602040777,7.81459370674104,8.13976046864571,8.2937346846919
"Abhd8",8.92622752235852,9.41717453307326,9.39994176756961,9.52088873339381,9.54221961348955,9.50491533859546,9.1971348988331,8.59480651036386,9.21265165080003,9.6745184975291,9.22478231336312,9.12535985967369
"Abi1",8.9360399547143,8.91598447308661,9.49390735719256,8.54906624846045,8.89361471948318,8.66212083968033,9.07749792544212,9.34588308814769,8.55831358479244,8.86817661313568,8.96953167077877,8.94851271771974
"Abi2",9.47046074625824,8.58778878140459,9.44097333481043,8.98525269208895,9.12182465991149,8.79557853400703,9.00669554705911,9.36486300394159,8.99511162924243,9.40647543394301,8.98821400795507,8.90347011502376
"Abi3",5.74601471773009,6.83815198390189,5.74601471773009,6.61137346378109,6.5317449770587,6.18637410257059,5.74601471773009,5.74601471773009,6.32894927514931,6.71527291029061,6.14048577853517,6.2360090261318
"Abl1",7.19719807929681,7.41903238867639,7.48811988187853,7.16296460978872,7.53841710801145,7.3544174428717,8.00361224627662,7.69225834861678,7.62192906157855,7.64622123504327,7.46453866574162,7.58778527130924
"Abl2",8.76134400862957,7.72800932297441,8.49084318130156,7.98481934771814,8.48956575802092,8.27060015670427,8.34423187909308,8.51090021228629,8.51852631522921,8.33238520135908,7.75441829774496,8.41272516736668
"Ablim1",7.84077370652884,7.76650417454332,8.15205042587059,8.4068527194752,8.26766553628902,8.22116063088019,8.39712959751676,8.49640739527866,8.42208215253327,7.70127974398905,7.99026649888238,8.25469595222387
"Ablim2",8.79201259888588,8.70595976504058,8.86741943320849,8.63189123971264,8.6494052207459,7.96281998304574,8.54071325631418,8.27218076020783,8.49976957428494,8.18930089040566,8.52518526280564,8.376988521976
"Ablim3",6.78163334169276,6.52726396556619,6.72775853067017,6.81347933830744,6.5317449770587,6.96022508797062,6.44382925268539,6.07792280086529,7.16211350471286,6.54595916539766,6.24406443825703,6.61362866854975
"Abr",11.0425714900866,10.3545243108444,10.4229989671447,10.1947400827486,10.6104991112294,10.2951854001054,10.6966747495389,10.7504444858223,10.5368250053253,10.6377226595162,10.42481643404,10.6981801927908
"Abra",5.97135139674533,5.74601471773009,5.74601471773009,5.74601471773009,6.01845616303517,5.74601471773009,5.74601471773009,5.74601471773009,5.99047976259633,5.74601471773009,5.74601471773009,5.74601471773009
"Abracl",6.86771176159918,6.92126115367035,6.83863826748599,7.00331466764707,6.48512598017227,6.0009127681416,5.94129669167017,6.6424953454433,6.51101242505695,6.70624036410659,6.82576963083975,6.76889320023402
"Abt1",6.87792929134727,6.83815198390189,5.74601471773009,7.09748066665331,6.28850587039984,6.89857110522306,6.3888550935036,6.46356893872451,6.38826597123906,6.53472880808472,6.8124416587995,6.70081292205365
"Abtb1",7.38847086526709,7.31394623064817,7.80469710615958,7.6551179614455,7.54651584915449,7.01826303676005,7.06736178082728,7.36413217269132,7.24909049947919,7.5925478931053,7.58216734972326,7.27625140089603
"Abtb2",5.74601471773009,5.74601471773009,6.68741325644872,6.95275757658378,6.69355006156776,7.26831263101747,6.75918952926714,7.07051856524205,7.34144055672541,6.68787772065204,6.50847360264189,6.45242375721068
"AC139131.1",5.74601471773009,6.64459133834263,6.24393779302673,5.74601471773009,6.21651083794125,6.59905970549397,5.74601471773009,6.03361342466129,6.61529144411934,6.10741554155046,5.74601471773009,5.74601471773009
"Acaa1a",7.66803363996229,7.41903238867639,7.54379577642718,8.28314730230326,7.95621822091953,7.94229142829141,7.86964591160265,7.5690164643478,7.61272971618647,7.64246324707898,7.56890273227191,7.69019661921975
"Acaa1b",5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,5.74601471773009,6.13569127027348,5.74601471773009,5.74601471773009,6.13222517996476,5.74601471773009,5.90163489457775
"Acaa2",6.73528031957469,7.06893395789685,6.87277773979257,6.95275757658378,6.79682937899506,7.44230266943274,6.6479097345867,6.58232608517293,6.92446646477499,6.72420999848909,7.14930949096523,6.65215441697704
"Acaca",7.85381038335939,7.87550592574014,7.80469710615958,8.14704275027173,8.2348366307525,8.08900036898562,8.19724249243419,8.42463899565732,8.48394193122869,8.47397867022133,7.9998219461397,8.60017864890018
"Acacb",5.74601471773009,6.2007163041327,5.74601471773009,5.74601471773009,5.9388028126235,6.18637410257059,6.22255185613062,6.29433054272487,6.50160478410952,6.23743065272888,5.74601471773009,6.36406031829069
"Acad10",6.22234554721017,5.74601471773009,6.15323483203576,5.74601471773009,6.17583145262493,5.74601471773009,6.62780262159094,6.3849361907878,5.91898088471956,5.74601471773009,6.82576963083975,6.41856960859091
"Acad11",7.15159372857963,7.51554170438575,7.05566533485981,6.95275757658378,6.63672970998754,6.89857110522306,7.40164511486367,6.95495803554168,7.03745735809298,6.66909828003666,7.14930949096523,6.90069052705898
"Acad12",5.97135139674533,6.38645313262446,6.68741325644872,6.20282812077569,6.38076421705862,6.25384827263699,6.18135832070214,6.11689602129963,6.43181843681365,6.49993499875987,6.24406443825703,6.30390083398407
"Acad8",7.01068794415259,7.72800932297441,6.96842550338733,6.75129180825674,6.5539546939191,7.25028232615178,7.10453649804254,7.23092793866021,6.9357984421451,7.28137335826725,7.04898634729532,7.02485428102451
"Acad9",7.79634183104493,7.60493663032915,7.74435376491722,7.53833020145165,7.60945202745218,7.67303146153124,7.50880148891086,7.67615158957943,7.43054154622489,7.55273167457401,7.88029756634971,7.58778527130924
"Acadl",6.62061384869923,7.25758108755117,6.72775853067017,7.30209312359262,6.82873375482094,7.67939341723807,6.98876144796014,7.20711699617129,7.25742566782043,6.63018077804454,6.9378664522318,6.68891546698677
"Acadm",6.91773580214593,7.19824548475019,7.23486248372465,6.97835558549461,7.16950048482525,7.26831263101747,7.30425346152843,6.8122195070632,7.11588407854158,7.06253358396113,7.10033501319912,7.03316217516386
"Acads",6.24786116878775,6.2007163041327,6.15323483203576,6.01048873685946,6.5539546939191,6.1060292116947,6.54167555151998,6.4448009782329,5.74601471773009,6.27349277768692,6.44695176553182,6.12628777439284
"Acadsb",7.75965526921729,7.46825723835563,7.28111851905367,7.81214429033134,7.45430997386401,7.93190544225111,7.99781019944509,7.83825516020833,8.20606967068511,7.40209343540484,7.28430904911189,7.55167837813645
"Acadvl",7.087628689286,6.99779671497195,6.93757667305958,7.53833020145165,7.39171085944916,7.58038389482883,7.43844277446656,6.75084766364504,7.48300611603567,7.52820617826105,7.58874649359817,7.37740980028382
"Acan",6.19532823377327,6.2007163041327,5.74601471773009,6.01048873685946,6.07943945422536,6.52325198610857,6.02197511661527,6.53383359345792,6.75641965518767,6.08073118812345,6.44695176553182,6.36406031829069
"Acap2",8.54624739831172,7.97606383036754,8.66481686813079,7.72292119281063,8.31770246268466,8.2042711976403,8.23672613490503,8.4060961900688,8.20996619735625,8.50180938437474,8.02808080298256,8.32880250792886
"Acap3",9.25816537198812,8.72471623366661,9.09693703077771,8.71005950040342,9.08368388114108,9.02250325316303,8.89938909476854,8.96041611535549,9.03215930892349,9.15473179835197,8.9241428005072,9.08233906297701
"Acat1",8.13315593846433,8.21197258504969,7.6480957014075,8.03767138414392,7.88408238866407,8.14343437796538,7.68368804468838,7.9779850938273,7.50336669314722,7.78467319168042,8.25864106813945,7.70416671800219
"Acat2",7.41952774105602,6.99779671497195,7.94425870951496,7.73605591790184,7.34486682113277,7.49502364870496,7.64604996387429,7.371099035155,7.23647056134921,7.43823191726811,7.52131273627041,7.33424027923318
"Acat3",5.74601471773009,6.38645313262446,5.74601471773009,5.74601471773009,6.63672970998754,6.52325198610857,6.51847866264989,5.74601471773009,6.72862544772414,6.39727960302899,5.74601471773009,6.15656000946542
"Acbd3",7.087628689286,7.06893395789685,7.38917891104928,7.45924138824339,7.2133000935469,7.31217278098751,7.17521168300531,7.2695194681167,7.57205664235071,7.11709987165759,7.2233436799784,7.13554214125261
"Acbd4",6.7111359265777,7.19824548475019,7.02740652411637,6.81347933830744,7.10030241706347,7.19437942880693,6.66752391665721,6.84713197952329,6.8222917097053,7.01802845604443,7.10033501319912,7.29590956718503
