,1190002N15Rik,1500009C09Rik,1700028J19Rik,2010111I01Rik,2410015M20Rik,2700060E02Rik,4930415O20Rik,4930430F08Rik,4930444P10Rik,5730480H06Rik,8430408G22Rik,9030612E09Rik,9530077C05Rik,9830107B12Rik,A830010M20Rik,A930004D18Rik,A930011G23Rik,AI467606,AI846148,AI854703,Aaed1,Aard,Abca7,Abra,Acan,Acp7,Actr10,Actr3,Adamts1,Adamts10,Adamtsl5,Adgra2,Adrb1,Agpat4,Agpat9,Ahr,Ahsa2,Aif1,Aim1l,Akap10,Akirin1,Akt1,Amd2,Amigo2,Anapc10,Ankar,Ankrd13c,Ankrd27,Ankrd33b,Anks1b,Ap1ar,Ap1b1,Apaf1,Aprt,Aqp4,Arc,Areg,Arglu1,Arhgap39,Arhgef15,Arid1a,Arid1b,Arid5b,Arih1,Arl16,Arl4a,Arl4d,Arl5b,Armcx3,Armcx4,Armcx5,Arntl,Arpp19,Arpp21,Asb14,Asic4,Asna1,Aste1,Ate1,Atf3,Atg16l1,Atl2,Atp8b3,Atpif1,Aven,Avp,Avpi1,B3gnt2,B430203G13Rik,BC003331,Bach1,Bag3,Bahcc1,Banp,Bbs1,Bdnf,Birc5,Borcs8,Bst1,Btbd2,Btg1,Btg2,C130073F10Rik,C2cd4b,Cacna1b,Calcrl,Calu,Camk2a,Capsl,Card6,Cbx1,Cc2d1a,Ccar2,Ccdc137,Ccdc32,Ccdc7a,Ccdc93,Ccl27a,Ccnk,Ccno,Ccnt1,Ccpg1os,Cd1d1,Cd27,Cd5,Cdhr3,Cdk11b,Cds1,Cdv3,Cebpzos,Cecr6,Cenpf,Cenpl,Cep295,Chst14,Ciart,Cirh1a,Cisd2,Cited2,Clcc1,Cldn12,Clec16a,Clip2,Clptm1l,Clrn1,Cnnm1,Cnnm4,Coa3,Cog1,Col10a1,Col15a1,Comp,Copg2,Coq2,Cox7a2l,Cpeb4,Crebzf,Crlf3,Csnk1a1,Ctf1,Ctnnd1,Cul3,Cul9,Cwc25,Cxadr,Cyp11a1,Cyp2t4,D130040H23Rik,Dars,Dbpht2,Dck,Dcun1d3,Depdc7,Dhrs7,Dhx16,Diras1,Dlk1,Dlx5,Dmxl1,Dnaja1,Dnaja4,Dnajb1,Dock7,Dpm3,Dpyd,Dscc1,Dusp10,Dusp14,Dusp16,Dusp2,Dusp4,Dusp6,Dusp8,Dyrk2,Edar,Egflam,Egr1,Egr2,Egr3,Egr4,Eif1a,Eif2b1,Eif2s1,Eif5,Elavl1,Epc1,Ephx2,Eprs,Errfi1,Esm1,Extl1,F13a1,Fam118a,Fam122a,Fam150b,Fam174b,Fam189a2,Fam53c,Fam57a,Fam78a,Fbl,Fbxl2,Fbxl4,Fbxl6,Fbxo18,Fbxo33,Fbxo34,Fbxo42,Fbxw7,Fdx1l,Fgf8,Fkbp6,Flrt3,Fmr1,Fos,Fosb,Fosl2,Foxg1,Foxk1,Foxo1,Frat2,Frmd6,Fto,Fut7,Fxyd2,Fzd4,Fzd5,Gabra4,Gadd45b,Gadd45g,Gas2,Gata3,Gatad2b,Gch1,Gcm1,Gcnt2,Gdpd5,Gemin4,Gimap8,Gipc3,Glce,Glrx3,Glt28d2,Glyr1,Gm10130,Gm10184,Gm10250,Gm10696,Gm13889,Gm14685,Gm20425,Gm21830,Gm28036,Gm3854,Gm43786,Gm45140,Gm4847,Gm7276,Gm7694,Gm973,Gm9925,Gmeb2,Gmppb,Gnb1l,Gphn,Gpr157,Gpr19,Gpr22,Gprc5b,Grasp,Grb2,Gria1,Gria2,Grin1,Gstm2,Gstm5,Gstp1,Gyg,H2-DMb1,H2-Q10,Haghl,Harbi1,Has2,Hexa,Hilpda,Hipk3,Hist1h1d,Hist1h3i,Hmgcr,Hmha1,Hnrnpf,Hnrnpul1,Homer1,Hpn,Hpx,Hras,Hrh2,Hrh3,Hs6st1,Hspa1a,Hspa1b,Hspb3,Hsph1,Htr5b,Ier3,Ifrd1,Igf2r,Ighv5-17,Ikbip,Ikzf1,Il16,Il34,Il3ra,Ildr1,Ilvbl,Impg2,Ing2,Ipmk,Iqcg,Iqub,Irf9,Irs1,Irs2,Iscu,Itga7,Itgam,Itgb7,Jade3,Jag1,Jdp2,Jmjd1c,Jun,Junb,Jund,K230010J24Rik,Katnal1,Kazn,Kcna4,Kcnj2,Kcnma1,Kctd12,Kctd6,Kctd8,Kdm6b,Keap1,Khdrbs2,Klf16,Klf2,Klf8,Klhdc2,Klhl21,Klhl26,Knop1,Krba1,Krcc1,L3hypdh,Lat,Lats1,Lbh,Lgals1,Lgmn,Lif,Lin7c,Lmo7,Lonrf1,Lrrc10b,Lrrc48,Lsm7,Lyrm2,Lysmd3,Lysmd4,M1ap,Malsu1,Maml2,Mamld1,Mapkapk2,Mapre1,March11,Mcl1,Mea1,Mest,Mettl7a1,Mfap1a,Mfap3l,Mgst3,Minpp1,Mis12,Mkks,Mmp12,Mn1,Mobp,Mrpl42,Mrps16,Mrps23,Mrps26,Msmo1,Mtch2,Mtrf1,Myd88,Myeov2,Myl12b,Myom1,Naa30,Nab2,Naf1,Nap1l5,Ndnl2,Ndufs4,Ndufs5,Ndufv1,Necap1,Neurl4,Neurod2,Nexn,Nfam1,Nfil3,Ngrn,Nkrf,Nkx2-2,Npas4,Nppa,Nptx2,Npy1r,Npy5r,Nr2f1,Nr4a1,Nr4a2,Nr4a3,Nrg2,Nrip1,Nsf,Nsmaf,Ntpcr,Nuak1,Nuf2,Numb,Nup50,Nupr1,Odf4,Olfml2b,Olfr635,Orc5,Otog,Otud1,Oxr1,Pak6,Palb2,Parg,Pcdh8,Pdia4,Peli1,Per1,Phlda1,Phtf1,Pick1,Pigb,Pigm,Pira2,Pkd1,Plagl1,Pld6,Plekho1,Plk2,Plk3,Pmm2,Pnp,Pnpt1,Poc5,Polr2d,Ppat,Ppic,Ppm1d,Ppp1r15a,Ppp2r2a,Ppp6c,Prep,Prickle2,Prkcb,Prkci,Prkcz,Prmt3,Prnp,Prokr2,Prom2,Prpf38b,Prr15,Psmb8,Psmc3,Ptger4,Ptgs2,Ptpn22,Pxn,Rab11fip2,Rab2a,Rab39b,Rab3b,Raf1,Ranbp2,Rasd1,Rasl11a,Rbbp5,Rbbp8,Rbm38,Rbp4,Rbsn,Rdh16,Rfc5,Rfx2,Rfx7,Rgmb,Rgs2,Rgs4,Ripk3,Rnf128,Rnf138rt1,Rnf149,Rnft1,Rnpc3,Rom1,Rora,Rorb,Rpl21-ps4,Rpl36a,Rpp21,Rsbn1l,Rsrc1,Rundc1,Samd11,Samm50,Sbds,Scd3,Scg2,Scg3,Scrn1,Sdcbp,Sebox,Sec61b,Serp1,Sf3b1,Sgk1,Sgpl1,Sh2d3c,Shc4,Shmt2,Siah2,Sik1,Slc14a1,Slc16a1,Slc18a2,Slc18b1,Slc20a2,Slc23a4,Slc25a25,Slc2a3,Slc2a5,Slc35c2,Slc36a4,Slc5a10,Slc6a6,Slc7a15,Slco2a1,Smad7,Smc1b,Smg9,Smndc1,Snrpd2,Snx18,Snx4,Sorcs2,Sos1,Sowahc,Spata2l,Spcs3,Specc1l,Spin2c,Sptlc2,Spty2d1,Srek1ip1,Srf,Srgap1,Ssna1,Ssxb2,Stard3nl,Stmn4,Stx2,Sumf2,Suv39h1,Syt4,Syt5,Tada2b,Tax1bp1,Tbc1d17,Tbcel,Tceb2,Tcta,Tdrp,Tes,Tgfb3,Tgs1,Thap4,Thoc7,Tiparp,Tlr13,Tmed2,Tmem119,Tmem151b,Tmem167,Tmem201,Tmem253,Tmem39a,Tmem47,Tmem50a,Tmem8b,Tmprss9,Tmx4,Tnfrsf23,Tnip2,Toe1,Tox4,Tra2b,Traip,Trappc6b,Trhr,Trib1,Trim11,Trp53inp2,Tsen54,Tspan33,Tuba1b,Tubb2a,Tubb3,Tubb4a,Tubb4b,Txnip,U2af1l4,Uba3,Ubc,Ube2a,Ube2d3,Ube2l6,Ube2o,Unc5a,Uncx,Uqcrc2,Urb1,Usp17lc,Usp27x,Usp36,Uspl1,Vamp1,Veph1,Vmn1r63,Vmn2r10,Vwa3b,Wbscr16,Wdfy2,Wdr26,Wdr34,Wdr45b,Wdr83,Wwc1,Zbtb11,Zbtb21,Zbtb33,Zbtb41,Zc3h11a,Zc3h12c,Zc3h6,Zdbf2,Zdhhc2,Zfand5,Zfp207,Zfp24,Zfp26,Zfp276,Zfp281,Zfp385b,Zfp52,Zfp553,Zfp59,Zfp654,Zfp655,Zfp668,Zfp799,Zfp804b,Zfp869,Zfp87,Zfp937,Zfp950,Zfp994,Zkscan8,Zmym2,Zranb1,Zscan2
1190002N15Rik,0.0,0.984,0.0,0.011,0.026,0.016,0.256,1.0,1.0,1.0,0.984,0.016,0.001,0.0,1.0,0.011,0.011,0.256,0.003,0.026,1.0,0.001,1.0,0.0,0.914,0.0,0.984,0.0,0.0,0.016,0.989,0.881,0.0,0.001,0.256,0.0,0.0,0.026,0.0,0.001,0.001,0.026,0.026,0.0,0.881,0.256,1.0,0.026,0.984,0.0,0.016,0.0,0.026,0.0,0.026,0.001,0.0,0.0,0.011,0.001,0.914,0.026,0.003,0.0,0.016,0.001,0.881,0.016,0.001,0.0,1.0,0.0,0.003,0.881,0.0,0.0,0.914,0.881,0.026,0.0,0.026,0.011,0.256,1.0,0.0,0.256,0.0,0.0,0.003,0.011,0.0,1.0,0.914,0.0,1.0,0.011,0.984,0.914,0.256,0.001,0.0,0.011,0.016,0.0,0.881,0.984,0.026,0.881,0.256,0.001,0.016,0.881,0.026,0.0,0.0,0.256,0.0,0.984,0.016,0.0,0.011,1.0,0.881,0.984,0.256,0.914,0.016,0.001,0.0,1.0,0.0,0.016,0.003,0.026,0.0,0.016,0.0,0.026,0.0,0.001,0.016,0.914,0.026,0.016,0.984,0.914,0.001,0.003,0.914,0.019,0.011,0.256,1.0,0.914,1.0,0.914,0.011,1.0,0.026,1.0,0.026,0.016,0.914,0.016,0.011,0.016,0.0,0.0,0.984,0.026,0.0,0.0,0.026,0.026,0.914,1.0,0.256,1.0,0.984,0.0,0.016,0.0,0.984,0.026,0.001,0.256,0.0,0.0,0.914,0.984,0.0,0.011,1.0,0.003,0.016,0.011,0.0,0.0,0.0,0.0,0.016,0.026,0.026,0.0,0.011,0.0,0.881,0.914,0.0,0.0,0.026,0.256,1.0,0.026,0.003,1.0,0.0,0.914,0.001,0.0,0.026,0.914,0.0,1.0,0.026,0.011,0.0,0.0,0.0,0.001,0.016,0.0,0.011,0.016,0.0,0.0,0.0,0.881,0.001,0.914,0.881,0.011,0.026,0.256,1.0,0.001,0.0,0.984,0.0,0.011,0.914,0.914,0.914,1.0,1.0,0.003,1.0,0.001,0.016,0.016,0.0,0.011,0.914,0.0,0.256,0.256,0.984,0.256,0.914,0.0,0.256,0.003,0.984,0.0,0.256,0.256,0.004,0.0,0.0,0.016,0.0,0.016,0.001,0.0,0.003,0.003,0.026,0.003,0.0,0.001,0.001,0.914,1.0,0.001,0.256,0.914,1.0,0.984,0.0,0.256,0.0,0.0,0.984,0.026,1.0,1.0,0.0,0.256,0.881,0.0,0.0,0.001,0.0,0.0,0.256,0.0,0.016,1.0,1.0,0.0,0.0,0.0,0.0,0.016,0.003,0.0,0.914,0.0,0.001,1.0,0.001,0.0,0.984,0.256,0.001,0.984,1.0,0.001,1.0,0.026,0.003,0.0,0.016,0.914,0.011,0.984,0.011,0.0,0.914,0.0,0.026,0.011,0.0,0.0,0.256,0.016,0.0,0.003,0.026,0.881,0.914,0.016,0.026,0.016,0.026,1.0,0.0,0.011,0.026,0.0,0.026,0.011,0.003,0.016,1.0,0.026,0.0,0.881,0.011,0.026,0.001,0.394,0.914,0.914,0.011,0.003,0.016,0.003,1.0,0.984,0.0,0.256,0.914,0.881,0.001,0.026,0.914,0.881,0.881,0.0,0.881,0.984,0.881,0.0,0.016,0.016,1.0,0.0,0.256,0.003,0.914,0.001,0.026,1.0,0.914,0.914,0.984,0.0,0.984,1.0,1.0,0.256,0.0,0.026,1.0,0.0,0.016,0.984,0.984,0.984,0.914,1.0,0.0,0.256,0.016,0.011,1.0,0.984,0.001,0.011,0.256,0.026,0.914,0.011,0.984,0.0,0.011,0.011,0.026,0.0,0.011,0.0,0.016,0.914,0.0,0.914,0.984,0.019,0.256,0.026,0.989,1.0,0.256,0.881,1.0,0.914,0.011,1.0,0.026,0.984,0.016,0.011,0.914,0.0,0.984,0.016,0.011,0.256,1.0,0.881,0.003,0.011,0.0,0.0,0.026,0.0,0.026,0.881,0.914,0.016,0.0,0.0,0.881,1.0,0.026,0.001,0.0,0.016,0.003,0.881,0.0,0.001,0.001,0.256,0.0,0.026,0.026,1.0,0.016,0.0,1.0,0.881,0.984,0.914,0.0,0.881,0.026,0.984,0.914,0.001,0.003,0.914,0.0,0.0,0.0,0.001,0.016,0.0,0.016,0.0,0.011,0.881,0.256,0.984,0.026,0.0,0.0,0.003,0.026,0.914,0.0,0.256,1.0,0.011,0.001,0.0,0.0,0.003,0.881,0.016,0.914,0.914,0.001,0.003,0.016,0.016,0.914,0.0,0.011,0.0,0.914,0.0,0.0,0.0,0.0,0.0,0.011,0.003,0.003,0.984,0.003,0.001,0.003,0.881,0.003,1.0,0.0,0.256,0.026,0.256,0.984,0.881,0.256,0.0,0.0,1.0,0.011,0.003,0.0,0.011,0.011,0.003,0.016,0.026,0.918,0.0,0.0,0.026,0.011,0.0,0.0,0.0,0.0,0.026,0.026,0.011,0.003,0.0,0.026,0.984,1.0,0.0,1.0,1.0,0.914,1.0,0.256,0.026,0.0,0.914,0.001,0.881,0.0,0.0,0.016,1.0,0.914,0.003,0.0,0.914,0.026,0.914,0.0,0.011,0.0,0.256,0.026,0.0,0.026,0.016,0.011,0.0,0.003,0.0,1.0,0.0,0.026,0.026,0.026,0.011,1.0,0.026,0.0,0.0,1.0,0.0,0.0,0.914,0.016,0.001,1.0,0.016,0.989,0.0,0.881,0.256,1.0,0.011,0.026,0.001,0.016,0.256,0.256,0.026,0.914,0.881,0.0,0.984,1.0,0.0,0.914,0.003,1.0,0.914,0.984,0.001,0.0,0.011,0.0,1.0,0.0,0.914,0.001,0.026,0.0,0.0,0.914,1.0,0.003,0.0,0.984,1.0,0.984,0.026,0.0,0.011,1.0,1.0,1.0,0.0,0.0,1.0,0.984,0.914
1500009C09Rik,0.984,0.0,0.0,0.0,0.01,0.001,0.268,0.984,0.984,0.984,1.0,0.001,0.001,0.0,0.984,0.0,0.0,0.268,0.004,0.01,0.984,0.001,0.984,0.0,0.929,0.0,1.0,0.01,0.01,0.001,0.995,0.896,0.0,0.001,0.268,0.01,0.001,0.01,0.0,0.001,0.001,0.01,0.01,0.001,0.896,0.268,0.984,0.01,1.0,0.001,0.001,0.001,0.01,0.001,0.01,0.001,0.0,0.0,0.0,0.001,0.929,0.01,0.004,0.0,0.001,0.001,0.896,0.001,0.001,0.01,0.984,0.0,0.004,0.896,0.001,0.001,0.929,0.896,0.01,0.0,0.01,0.0,0.268,0.984,0.0,0.268,0.0,0.001,0.004,0.0,0.001,0.984,0.929,0.001,0.984,0.0,1.0,0.929,0.268,0.001,0.01,0.0,0.001,0.01,0.896,1.0,0.01,0.896,0.268,0.001,0.001,0.896,0.01,0.001,0.001,0.268,0.01,1.0,0.001,0.01,0.0,0.984,0.896,1.0,0.268,0.929,0.001,0.001,0.001,0.984,0.01,0.001,0.004,0.01,0.001,0.001,0.001,0.01,0.01,0.001,0.001,0.929,0.01,0.001,1.0,0.929,0.001,0.004,0.929,0.033,0.0,0.268,0.984,0.929,0.984,0.929,0.0,0.984,0.01,0.984,0.01,0.001,0.929,0.001,0.0,0.001,0.01,0.01,1.0,0.01,0.001,0.001,0.01,0.01,0.929,0.984,0.268,0.984,1.0,0.0,0.001,0.0,1.0,0.01,0.001,0.268,0.01,0.01,0.929,1.0,0.01,0.0,0.984,0.004,0.001,0.0,0.01,0.01,0.0,0.01,0.001,0.01,0.01,0.0,0.0,0.001,0.896,0.929,0.0,0.0,0.01,0.268,0.984,0.01,0.004,0.984,0.0,0.929,0.001,0.001,0.01,0.929,0.001,0.984,0.01,0.0,0.01,0.001,0.001,0.001,0.001,0.001,0.0,0.001,0.01,0.01,0.01,0.896,0.001,0.929,0.896,0.0,0.01,0.268,0.984,0.001,0.001,1.0,0.01,0.0,0.929,0.929,0.929,0.984,0.984,0.004,0.984,0.001,0.001,0.001,0.001,0.0,0.929,0.001,0.268,0.268,1.0,0.268,0.929,0.001,0.268,0.004,1.0,0.001,0.268,0.268,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.01,0.004,0.004,0.01,0.004,0.001,0.001,0.001,0.929,0.984,0.001,0.268,0.929,0.984,1.0,0.001,0.268,0.001,0.01,1.0,0.01,0.984,0.984,0.0,0.268,0.896,0.001,0.0,0.001,0.01,0.001,0.268,0.0,0.001,0.984,0.984,0.001,0.001,0.0,0.0,0.001,0.004,0.01,0.929,0.001,0.001,0.984,0.001,0.001,1.0,0.268,0.001,1.0,0.984,0.001,0.984,0.01,0.004,0.001,0.001,0.929,0.0,1.0,0.0,0.001,0.929,0.0,0.01,0.0,0.01,0.01,0.268,0.001,0.001,0.004,0.01,0.896,0.929,0.001,0.01,0.001,0.01,0.984,0.01,0.0,0.01,0.0,0.01,0.0,0.004,0.001,0.984,0.01,0.001,0.896,0.0,0.01,0.001,0.378,0.929,0.929,0.0,0.004,0.001,0.004,0.984,1.0,0.001,0.268,0.929,0.896,0.001,0.01,0.929,0.896,0.896,0.0,0.896,1.0,0.896,0.0,0.001,0.001,0.984,0.0,0.268,0.004,0.929,0.001,0.01,0.984,0.929,0.929,1.0,0.0,1.0,0.984,0.984,0.268,0.01,0.01,0.984,0.01,0.001,1.0,1.0,1.0,0.929,0.984,0.001,0.268,0.001,0.0,0.984,1.0,0.001,0.0,0.268,0.01,0.929,0.0,1.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.001,0.929,0.0,0.929,1.0,0.033,0.268,0.01,0.995,0.984,0.268,0.896,0.984,0.929,0.0,0.984,0.01,1.0,0.001,0.0,0.929,0.01,1.0,0.001,0.0,0.268,0.984,0.896,0.004,0.0,0.01,0.01,0.01,0.01,0.01,0.896,0.929,0.001,0.0,0.0,0.896,0.984,0.01,0.001,0.01,0.001,0.004,0.896,0.0,0.001,0.001,0.268,0.001,0.01,0.01,0.984,0.001,0.0,0.984,0.896,1.0,0.929,0.001,0.896,0.01,1.0,0.929,0.001,0.004,0.929,0.0,0.0,0.01,0.001,0.001,0.01,0.001,0.0,0.0,0.896,0.268,1.0,0.01,0.01,0.0,0.004,0.01,0.929,0.001,0.268,0.984,0.0,0.001,0.001,0.0,0.004,0.896,0.001,0.929,0.929,0.001,0.004,0.001,0.001,0.929,0.0,0.0,0.01,0.929,0.01,0.01,0.0,0.01,0.01,0.0,0.004,0.004,1.0,0.004,0.001,0.004,0.896,0.004,0.984,0.001,0.268,0.01,0.268,1.0,0.896,0.268,0.01,0.0,0.984,0.0,0.004,0.001,0.0,0.0,0.004,0.001,0.01,0.933,0.001,0.001,0.01,0.0,0.0,0.0,0.0,0.001,0.01,0.01,0.0,0.004,0.001,0.01,1.0,0.984,0.001,0.984,0.984,0.929,0.984,0.268,0.01,0.001,0.929,0.001,0.896,0.001,0.001,0.001,0.984,0.929,0.004,0.0,0.929,0.01,0.929,0.01,0.0,0.01,0.268,0.01,0.0,0.01,0.001,0.0,0.001,0.004,0.01,0.984,0.0,0.01,0.01,0.01,0.0,0.984,0.01,0.001,0.0,0.984,0.001,0.01,0.929,0.001,0.001,0.984,0.001,0.995,0.0,0.896,0.268,0.984,0.0,0.01,0.001,0.001,0.268,0.268,0.01,0.929,0.896,0.01,1.0,0.984,0.0,0.929,0.004,0.984,0.929,1.0,0.001,0.0,0.0,0.0,0.984,0.01,0.929,0.001,0.01,0.0,0.001,0.929,0.984,0.004,0.0,1.0,0.984,1.0,0.01,0.0,0.0,0.984,0.984,0.984,0.0,0.0,0.984,1.0,0.929
1700028J19Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
